Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total interception_Total,total won tackle_Total,total blocked scoring att_Total,total was fouled_Total,total big chances saved_Total,total direct setpiece goals_Total,total goals_Total,total assists_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total interception_p90,total won tackle_p90,total blocked scoring att_p90,total was fouled_p90,total big chances saved_p90,total direct setpiece goals_p90,total goals_p90,total assists_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total blocked scoring att_TotalPR,total was fouled_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total goals_TotalPR,total assists_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total blocked scoring att_p90PR,total was fouled_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total goals_p90PR,total assists_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Chelsea,9q0arba2kbnywth8bkxlhgmdr,ek4oa7zejocbbgu1l2vdebitw,J. Acheampong,Josh Acheampong,20,Defender,England,Defender,16.0,0.0,22.0,1.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,90.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,79.17,14.29,0.0,0.0,0.0,58.33,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,1.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,79.17,14.29,0.0,0.0,0.0,58.33,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,12,47,62,28,36,26,38,29,33,44,86,86,78,79,44,58,45,64,99,41,64,51,51,50,50,18,17,47,45,44,55,56,73,33,41,47,38,38,41,29,29,28,28,12,47,62,28,36,26,38,29,33,44,86,86,78,79,44,58,45,64,99,41,64,51,51,50,50,18,17,47,45,44,55,56,73,33,41,47,38,38,41,29,29,28,28,Premier League
Coventry City,dacoc20k0n3fxu4zek8wufmko,34b0oqo4725okjxxngin9piw9,F. Onyeka,Frank Onyeka,28,Midfielder,Nigeria,Midfielder,5.0,0.0,11.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,90.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,72.73,100.0,0.0,0.0,0.0,33.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,72.73,100.0,0.0,0.0,0.0,33.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,8,35,23,85,8,38,23,38,46,46,27,27,19,31,42,38,35,88,58,50,35,54,54,50,46,8,92,35,35,42,15,50,88,46,27,50,35,35,42,31,27,27,27,8,35,23,85,8,38,23,38,46,46,27,27,19,31,42,38,35,88,58,50,35,54,54,50,46,8,92,35,35,42,15,50,88,46,27,50,35,35,42,31,27,27,27,Premier League
Coventry City,dacoc20k0n3fxu4zek8wufmko,5raent8a0bdt01n7769n3dw16,B. Thomas,Bobby Thomas,25,Defender,England,Defender,26.0,0.0,9.0,0.0,35.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,7.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89.74,0.0,0.0,0.0,0.0,57.14,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,9.0,0.0,35.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89.74,0.0,0.0,0.0,0.0,57.14,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,83,42,42,21,67,71,67,75,42,88,29,29,42,92,46,25,38,17,71,38,42,54,54,54,46,83,21,42,38,46,71,79,79,38,42,42,38,38,46,42,33,33,33,83,42,42,21,67,71,67,75,42,88,29,29,42,92,46,25,38,17,71,38,42,54,54,54,46,83,21,42,38,46,71,79,79,38,42,42,38,38,46,42,33,33,33,Premier League
Coventry City,dacoc20k0n3fxu4zek8wufmko,9offctffrvq9n7kcoyya675cl,M. Grimes,Matt Grimes,31,Midfielder,England,Midfielder,25.0,0.0,25.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,89.29,0.0,0.0,0.0,0.0,83.33,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,89.29,0.0,0.0,0.0,0.0,83.33,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,69,35,65,19,62,96,23,38,46,46,27,27,62,100,42,38,35,23,19,50,73,54,54,50,46,54,19,35,35,42,96,100,19,46,27,50,35,35,42,31,27,27,27,69,35,65,19,62,96,23,38,46,46,27,27,62,100,42,38,35,23,19,50,73,54,54,50,46,54,19,35,35,42,96,100,19,46,27,50,35,35,42,31,27,27,27,Premier League
Coventry City,dacoc20k0n3fxu4zek8wufmko,cggeh9sr6mukhr2jl91rpuac5,J. Dasilva,Jay Dasilva,28,Defender,Wales,Defender,8.0,0.0,14.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57,50.0,0.0,33.33,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57,50.0,0.0,33.33,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,13,33,43,47,20,37,30,43,47,50,100,100,17,87,47,20,83,27,17,50,30,50,53,50,53,20,63,33,67,47,30,23,17,43,33,50,33,33,30,27,27,27,27,13,33,43,47,20,37,30,43,47,50,100,100,17,87,47,20,83,27,17,50,30,50,53,50,53,20,63,33,67,47,30,23,17,43,33,50,33,33,30,27,27,27,27,Premier League
Coventry City,dacoc20k0n3fxu4zek8wufmko,ekl9e2t93vow1buusgdcs3giy,A. Amenda,Aurèle Amenda,23,Defender,Switzerland,Defender,12.0,0.0,16.0,8.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.85,72.73,0.0,0.0,0.0,25.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,8.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.85,72.73,0.0,0.0,0.0,25.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,43,33,53,100,50,37,30,43,47,50,20,20,7,100,47,20,33,27,17,50,30,50,53,50,53,60,87,33,33,47,13,50,17,43,33,50,33,33,30,27,27,27,27,43,33,53,100,50,37,30,43,47,50,20,20,7,100,47,20,33,27,17,50,30,50,53,50,53,60,87,33,33,47,13,50,17,43,33,50,33,33,30,27,27,27,27,Premier League
Coventry City,dacoc20k0n3fxu4zek8wufmko,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,Milan van Ewijk,25,Defender,Netherlands,Defender,6.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,8,42,33,21,17,25,33,29,42,42,29,29,8,54,46,62,38,54,25,38,21,54,54,54,46,25,21,42,38,46,8,25,25,38,42,42,38,38,46,42,33,33,33,8,42,33,21,17,25,33,29,42,42,29,29,8,54,46,62,38,54,25,38,21,54,54,54,46,25,21,42,38,46,8,25,25,38,42,42,38,38,46,42,33,33,33,Premier League
Crystal Palace,1c8m2ko0wxq1asfkuykurdr0y,5nsag404623qznyyizl8yuwkq,C. Richards,Chris Richards,26,Defender,USA,Defender,51.0,0.0,11.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,90.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.54,25.0,0.0,100.0,0.0,50.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,11.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.54,25.0,0.0,100.0,0.0,50.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,95,47,37,28,71,26,38,29,33,44,86,86,47,91,44,22,94,86,82,41,26,51,51,50,50,72,32,47,95,44,44,32,88,33,41,47,38,38,41,29,29,28,28,95,47,37,28,71,26,38,29,33,44,86,86,47,91,44,22,94,86,82,41,26,51,51,50,50,72,32,47,95,44,44,32,88,33,41,47,38,38,41,29,29,28,28,Premier League
Crystal Palace,1c8m2ko0wxq1asfkuykurdr0y,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,Tyrick Mitchell,26,Defender,England,Defender,7.0,0.0,20.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,33.33,0.0,100.0,0.0,0.0534736241519529,0.0,2.0,0.04013334,1.0,2.0,2.0,0.0542772999999999,10.0,7.0,0.0,20.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,33.33,0.0,100.0,0.0,0.0534736241519529,0.0,2.0,0.04013334,1.0,2.0,2.0,0.0542772999999999,10.0,LB/LCB,7,33,60,13,40,13,73,43,47,50,60,57,17,47,47,50,33,27,80,50,30,50,53,50,53,87,13,33,33,47,20,23,87,43,73,50,93,93,77,67,70,60,60,7,33,60,13,40,13,73,43,47,50,60,57,17,47,47,50,33,27,80,50,30,50,53,50,53,87,13,33,33,47,20,23,87,43,73,50,93,93,77,67,70,60,60,Premier League
Crystal Palace,1c8m2ko0wxq1asfkuykurdr0y,9t1ikyd85kvlhv9r0u938836c,J. Canvot,Jaydee Canvot,20,Defender,France,Defender,45.0,0.0,32.0,3.0,77.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,2.0,90.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,89.53,50.0,0.0,0.0,0.0,66.67,66.67,75.0,0.0754502841205413,0.0,0.0,2.0,0.04336653,2.0,5.0,3.0,0.1199787199999999,51.0,45.0,0.0,32.0,3.0,77.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,89.53,50.0,0.0,0.0,0.0,66.67,66.67,75.0,0.0754502841205413,0.0,0.0,2.0,0.04336653,2.0,5.0,3.0,0.1199787199999999,51.0,CB,83,47,77,65,85,50,38,68,76,44,86,86,71,18,44,58,45,27,91,90,26,51,51,50,50,56,56,47,45,44,69,81,69,72,41,47,86,85,91,83,76,79,90,83,47,77,65,85,50,38,68,76,44,86,86,71,18,44,58,45,27,91,90,26,51,51,50,50,56,56,47,45,44,69,81,69,72,41,47,86,85,91,83,76,79,90,Premier League
Crystal Palace,1c8m2ko0wxq1asfkuykurdr0y,asq9gj1a93bltsfd61i6xvqsq,A. Wharton,Adam Wharton,22,Midfielder,England,Midfielder,24.0,0.0,36.0,1.0,60.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,90.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,81.08,25.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.1754128518973741,0.0,7.0,0.1510888,4.0,10.0,8.0,0.22789431,44.0,24.0,0.0,36.0,1.0,60.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,81.08,25.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.1754128518973741,0.0,7.0,0.1510888,4.0,10.0,8.0,0.22789431,44.0,DM/CM,62,35,85,46,85,38,85,38,46,46,69,69,62,73,42,38,81,88,19,50,73,54,54,50,46,31,38,35,88,42,50,50,19,46,85,50,100,100,100,100,92,92,100,62,35,85,46,85,38,85,38,46,46,69,69,62,73,42,38,81,88,19,50,73,54,54,50,46,31,38,35,88,42,50,50,19,46,85,50,100,100,100,100,92,92,100,Premier League
Crystal Palace,1c8m2ko0wxq1asfkuykurdr0y,az15xx7m923srf9gdbwmiyga1,D. Kamada,Daichi Kamada,30,Midfielder,Japan,Midfielder,31.0,1.0,37.0,0.0,67.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,90.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,93.06,0.0,33.33,0.0,0.0,60.0,0.0,100.0,0.0,0.2179270656280445,0.0,3.0,0.06344442,0.0,7.0,3.0,0.34269226,35.0,31.0,1.0,37.0,0.0,67.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,93.06,0.0,33.33,0.0,0.0,60.0,0.0,100.0,0.0,0.2179270656280445,0.0,3.0,0.06344442,0.0,7.0,3.0,0.34269226,35.0,DM/CM,92,77,96,19,92,81,85,38,46,46,69,69,85,92,42,38,35,58,96,50,73,54,54,50,46,85,19,77,35,42,62,50,88,46,100,50,85,85,42,85,81,100,85,92,77,96,19,92,81,85,38,46,46,69,69,85,92,42,38,35,58,96,50,73,54,54,50,46,85,19,77,35,42,62,50,88,46,100,50,85,85,42,85,81,100,85,Premier League
Everton,ehd2iemqmschhj2ec0vayztzz,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,Jarrad Branthwaite,24,Defender,England,Defender,24.0,0.0,11.0,4.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,90.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.11,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,11.0,4.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.11,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,90,33,27,93,73,100,30,43,47,50,20,20,83,67,47,93,33,63,50,50,30,50,53,50,53,93,97,33,33,47,7,23,53,43,33,50,33,33,30,27,27,27,27,90,33,27,93,73,100,30,43,47,50,20,20,83,67,47,93,33,63,50,50,30,50,53,50,53,93,97,33,33,47,7,23,53,43,33,50,33,33,30,27,27,27,27,Premier League
Everton,ehd2iemqmschhj2ec0vayztzz,35jaxclh329duzefna708jk5x,J. Tarkowski,James Tarkowski,33,Defender,England,Defender,16.0,0.0,9.0,2.0,25.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,4.0,90.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,78.12,33.33,0.0,0.0,0.0,75.0,75.0,100.0,0.1378856364834307,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.04110941,21.0,16.0,0.0,9.0,2.0,25.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,78.12,33.33,0.0,0.0,0.0,75.0,75.0,100.0,0.1378856364834307,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.04110941,21.0,CB,12,47,27,50,12,71,38,68,76,44,86,86,71,45,44,58,45,99,64,41,87,51,51,50,50,14,38,47,45,44,86,94,88,79,41,47,38,38,41,83,65,62,67,12,47,27,50,12,71,38,68,76,44,86,86,71,45,44,58,45,99,64,41,87,51,51,50,50,14,38,47,45,44,86,94,88,79,41,47,38,38,41,83,65,62,67,Premier League
Everton,ehd2iemqmschhj2ec0vayztzz,3dm2bfuoyips4rbj0vhvbp9be,I. Ndiaye,Iliman Ndiaye,26,Attacker,Senegal,Striker,15.0,1.0,24.0,1.0,38.0,0.0,3.0,2.0,2.0,0.0,4.0,4.0,6.0,0.0,90.0,2.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,86.36,100.0,50.0,25.0,100.0,40.0,0.0,25.0,0.211678653180957,0.2823997958094495,0.0,4.0,0.12404336,1.0,4.0,1.0,0.3058266399999999,18.0,15.0,1.0,24.0,1.0,38.0,0.0,3.0,2.0,2.0,0.0,4.0,4.0,6.0,0.0,2.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,86.36,100.0,50.0,25.0,100.0,40.0,0.0,25.0,0.211678653180957,0.2823997958094495,0.0,4.0,0.12404336,1.0,4.0,1.0,0.3058266399999999,18.0,ST,86,86,86,68,89,18,100,43,57,32,100,89,79,29,86,100,71,39,82,29,54,54,54,43,93,75,89,96,50,89,32,25,75,57,100,39,86,79,71,93,54,100,100,86,86,86,68,89,18,100,43,57,32,100,89,79,29,86,100,71,39,82,29,54,54,54,43,93,75,89,96,50,89,32,25,75,57,100,39,86,79,71,93,54,100,100,Premier League
Everton,ehd2iemqmschhj2ec0vayztzz,5n7vp6g13q7sxkzbygfbz27oq,M. Röhl,Merlin Röhl,24,Midfielder,Germany,Midfielder,16.0,0.0,15.0,4.0,31.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.81,80.0,0.0,0.0,0.0,71.43,75.0,50.0,0.0,0.0936633064413454,0.0,3.0,0.06684108,1.0,2.0,1.0,0.10621533,15.0,16.0,0.0,15.0,4.0,31.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.81,80.0,0.0,0.0,0.0,71.43,75.0,50.0,0.0,0.0936633064413454,0.0,3.0,0.06684108,1.0,2.0,1.0,0.10621533,15.0,CM/AM,67,39,44,89,56,100,61,22,33,28,39,39,72,67,33,22,44,39,56,39,28,56,50,39,50,22,89,39,44,33,100,100,50,22,56,28,61,56,61,50,28,78,67,67,39,44,89,56,100,61,22,33,28,39,39,72,67,33,22,44,39,56,39,28,56,50,39,50,22,89,39,44,33,100,100,50,22,56,28,61,56,61,50,28,78,67,Premier League
Everton,ehd2iemqmschhj2ec0vayztzz,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,Vitalii Mykolenko,27,Defender,Ukraine,Defender,12.0,0.0,21.0,1.0,33.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,84.62,50.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0485695831147969,0.0,2.0,0.03356873,1.0,5.0,2.0,0.1004298799999999,21.0,12.0,0.0,21.0,1.0,33.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,84.62,50.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0485695831147969,0.0,2.0,0.03356873,1.0,5.0,2.0,0.1004298799999999,21.0,LB/LCB,43,33,67,47,63,90,73,43,47,50,60,57,47,67,47,50,33,27,17,50,97,50,53,50,53,53,63,33,33,47,57,80,17,43,67,50,93,87,77,90,70,73,80,43,33,67,47,63,90,73,43,47,50,60,57,47,67,47,50,33,27,17,50,97,50,53,50,53,53,63,33,33,47,57,80,17,43,67,50,93,87,77,90,70,73,80,Premier League
Everton,ehd2iemqmschhj2ec0vayztzz,d84upyw8b3umj864lyffolyj8,H. Armstrong,Harrison Armstrong,19,Midfielder,England,Midfielder,20.0,0.0,14.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,90.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,89.47,0.0,0.0,0.0,0.0,40.0,0.0,50.0,0.0,0.0694797114812074,0.0,1.0,0.01685596,0.0,0.0,1.0,0.0543832099999999,23.0,20.0,0.0,14.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,89.47,0.0,0.0,0.0,0.0,40.0,0.0,50.0,0.0,0.0694797114812074,0.0,1.0,0.01685596,0.0,0.0,1.0,0.0543832099999999,23.0,DM/CM,54,35,35,19,38,38,54,38,46,46,92,92,35,73,42,85,35,58,58,50,73,54,54,50,96,65,19,35,35,42,38,50,54,46,62,50,69,69,42,31,58,69,77,54,35,35,19,38,38,54,38,46,46,92,92,35,73,42,85,35,58,58,50,73,54,54,50,96,65,19,35,35,42,38,50,54,46,62,50,69,69,42,31,58,69,77,Premier League
Fulham,hzqh7z0mdl3v7gwete66syxp,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,Calvin Bassey,26,Defender,Nigeria,Defender,43.0,0.0,38.0,12.0,81.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,91.01,75.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0558167289814295,0.0,1.0,1.0,0.01935132,2.0,15.0,12.0,0.18966934,49.0,43.0,0.0,38.0,12.0,81.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,91.01,75.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0558167289814295,0.0,1.0,1.0,0.01935132,2.0,15.0,12.0,0.18966934,49.0,CB,77,47,82,100,90,8,38,68,33,94,99,99,21,29,44,22,45,27,64,90,64,51,51,50,50,62,91,47,45,44,23,15,88,69,41,97,79,79,91,100,99,90,87,77,47,82,100,90,8,38,68,33,94,99,99,21,29,44,22,45,27,64,90,64,51,51,50,50,62,91,47,45,44,23,15,88,69,41,97,79,79,91,100,99,90,87,Premier League
