Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total interception_Total,total won tackle_Total,total blocked scoring att_Total,total was fouled_Total,total big chances saved_Total,total direct setpiece goals_Total,total goals_Total,total assists_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total interception_p90,total won tackle_p90,total blocked scoring att_p90,total was fouled_p90,total big chances saved_p90,total direct setpiece goals_p90,total goals_p90,total assists_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total blocked scoring att_TotalPR,total was fouled_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total goals_TotalPR,total assists_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total blocked scoring att_p90PR,total was fouled_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total goals_p90PR,total assists_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Manchester United,6eqit8ye8aomdsrrq0hk3v7gh,4tb2hobv1dwon0e8djvuohxxw,A. Heaven,Ayden Heaven,19,Defender,England,Defender,37.0,0.0,24.0,1.0,61.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,90.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,91.04,20.0,0.0,0.0,0.0,45.45,33.33,0.0,0.2485716236412888,0.0,0.0,3.0,0.0555586,1.0,5.0,3.0,0.09748626,37.0,37.0,0.0,24.0,1.0,61.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,91.04,20.0,0.0,0.0,0.0,45.45,33.33,0.0,0.2485716236412888,0.0,0.0,3.0,0.0555586,1.0,5.0,3.0,0.09748626,37.0,CB,69,47,64,28,67,50,38,90,94,44,38,38,59,10,44,83,45,27,26,90,87,51,51,50,50,64,23,47,45,44,36,42,26,92,41,47,91,87,85,83,76,74,85,69,47,64,28,67,50,38,90,94,44,38,38,59,10,44,83,45,27,26,90,87,51,51,50,50,64,23,47,45,44,36,42,26,92,41,47,91,87,85,83,76,74,85,Premier League
Manchester United,6eqit8ye8aomdsrrq0hk3v7gh,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,Luke Shaw,31,Defender,England,Defender,15.0,3.0,36.0,1.0,48.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,90.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,50.0,42.86,0.0,0.0,42.86,66.67,100.0,0.0,0.4080910396420539,0.0,2.0,0.04282587,8.0,3.0,3.0,0.3822122599999999,29.0,15.0,3.0,36.0,1.0,48.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,50.0,42.86,0.0,0.0,42.86,66.67,100.0,0.0,0.4080910396420539,0.0,2.0,0.04282587,8.0,3.0,3.0,0.3822122599999999,29.0,LB/LCB,67,100,100,47,93,67,100,43,47,50,90,87,30,23,47,93,33,63,50,50,30,50,53,50,53,27,63,87,33,47,40,90,87,43,100,50,93,100,100,73,80,93,97,67,100,100,47,93,67,100,43,47,50,90,87,30,23,47,93,33,63,50,50,30,50,53,50,53,27,63,87,33,47,40,90,87,43,100,50,93,100,100,73,80,93,97,Premier League
Manchester United,6eqit8ye8aomdsrrq0hk3v7gh,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,Bryan Mbeumo,27,Attacker,Cameroon,Striker,5.0,2.0,35.0,0.0,38.0,2.0,1.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,90.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.36,0.0,20.0,0.0,50.0,25.0,33.33,0.0,0.3247920192432507,0.143127771784305,2.0,5.0,0.15105765,0.0,1.0,2.0,0.26228993,11.0,5.0,2.0,35.0,0.0,38.0,2.0,1.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.36,0.0,20.0,0.0,50.0,25.0,33.33,0.0,0.3247920192432507,0.143127771784305,2.0,5.0,0.15105765,0.0,1.0,2.0,0.26228993,11.0,ST,54,100,93,25,89,54,64,86,93,32,64,54,14,29,86,75,25,39,36,75,21,54,54,43,43,75,25,79,25,64,11,50,36,71,79,100,93,86,32,57,75,86,93,54,100,93,25,89,54,64,86,93,32,64,54,14,29,86,75,25,39,36,75,21,54,54,43,43,75,25,79,25,64,11,50,36,71,79,100,93,86,32,57,75,86,93,Premier League
Newcastle United,7vn2i2kd35zuetw6b38gw9jsz,18paf5a7rfe4kutxjl4cwd695,H. Barnes,Harvey Barnes,28,Midfielder,England,Midfielder,4.0,0.0,9.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,90.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,76.47,50.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0677856282901661,0.0,0.0,1.0,0.02401521,1.0,1.0,2.0,0.0557561399999999,6.0,4.0,0.0,9.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,76.47,50.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0677856282901661,0.0,0.0,1.0,0.02401521,1.0,1.0,2.0,0.0557561399999999,6.0,CM/AM,11,39,11,22,11,33,22,44,83,28,72,72,50,89,33,56,44,39,56,83,83,56,50,39,50,33,56,39,44,33,33,44,89,44,22,28,22,11,61,28,50,33,33,11,39,11,22,11,33,22,44,83,28,72,72,50,89,33,56,44,39,56,83,83,56,50,39,50,33,56,39,44,33,33,44,89,44,22,28,22,11,61,28,50,33,33,Premier League
Newcastle United,7vn2i2kd35zuetw6b38gw9jsz,4jwkz8almo2997hvp09zl0p9l,S. Botman,Sven Botman,26,Defender,Netherlands,Defender,23.0,0.0,4.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.41,14.29,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.41,14.29,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,33,47,6,28,17,26,38,29,33,44,38,38,21,72,44,22,45,27,26,41,64,51,51,50,50,22,17,47,45,44,69,15,26,33,41,47,38,38,41,29,29,28,28,33,47,6,28,17,26,38,29,33,44,38,38,21,72,44,22,45,27,26,41,64,51,51,50,50,22,17,47,45,44,69,15,26,33,41,47,38,38,41,29,29,28,28,Premier League
Newcastle United,7vn2i2kd35zuetw6b38gw9jsz,8i46yzejeiwdmz0tywmy42o2y,L. Hall,Lewis Hall,21,Defender,England,Defender,11.0,1.0,7.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,90.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,70.83,40.0,25.0,0.0,0.0,55.56,0.0,60.0,0.0,0.1753621273829146,0.0,0.0,0.0,0.0,1.0,1.0,0.2356632,6.0,11.0,1.0,7.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,70.83,40.0,25.0,0.0,0.0,55.56,0.0,60.0,0.0,0.1753621273829146,0.0,0.0,0.0,0.0,1.0,1.0,0.2356632,6.0,LB/LCB,33,80,10,73,7,13,73,43,47,50,90,87,67,47,47,20,33,83,97,50,30,50,53,50,53,13,33,77,33,47,67,23,67,43,87,50,33,33,30,57,57,87,53,33,80,10,73,7,13,73,43,47,50,90,87,67,47,47,20,33,83,97,50,30,50,53,50,53,13,33,77,33,47,67,23,67,43,87,50,33,33,30,57,57,87,53,Premier League
Newcastle United,7vn2i2kd35zuetw6b38gw9jsz,a536nk8ps5vrgextz3k3hcl0q,A. Dedić,Amar Dedic,24,Defender,Bosnia and Herzegovina,Defender,11.0,0.0,7.0,0.0,18.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,6.0,90.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,41.67,50.0,0.0,0.0570578706762876,0.0,1.0,1.0,0.01473596,0.0,0.0,1.0,0.0179466,7.0,11.0,0.0,7.0,0.0,18.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,41.67,50.0,0.0,0.0570578706762876,0.0,1.0,1.0,0.01473596,0.0,0.0,1.0,0.0179466,7.0,RB/RCB,42,42,25,21,33,54,33,75,92,42,100,100,71,83,46,62,38,17,25,88,67,54,54,54,46,92,21,42,38,46,33,58,25,83,42,92,79,75,46,42,67,67,67,42,42,25,21,33,54,33,75,92,42,100,100,71,83,46,62,38,17,25,88,67,54,54,54,46,92,21,42,38,46,33,58,25,83,42,92,79,75,46,42,67,67,67,Premier League
Newcastle United,7vn2i2kd35zuetw6b38gw9jsz,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,Malick Thiaw,25,Defender,Germany,Defender,17.0,0.0,3.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,20.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,20.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,15,47,3,50,8,71,38,29,33,44,38,38,36,91,44,22,45,27,26,41,26,51,51,50,50,5,23,47,45,44,44,69,26,33,41,47,38,38,41,29,29,28,28,15,47,3,50,8,71,38,29,33,44,38,38,36,91,44,22,45,27,26,41,26,51,51,50,50,5,23,47,45,44,44,69,26,33,41,47,38,38,41,29,29,28,28,Premier League
Nottingham Forest,1qtaiy11gswx327s0vkibf70n,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,Ibrahim Sangaré,28,Midfielder,Côte d'Ivoire,Midfielder,28.0,0.0,14.0,3.0,42.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.25,42.86,0.0,100.0,0.0,71.43,0.0,0.0,0.0483696148566041,0.0441195607483532,1.0,0.0,0.0,0.0,3.0,3.0,0.05453534,18.0,28.0,0.0,14.0,3.0,42.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.25,42.86,0.0,100.0,0.0,71.43,0.0,0.0,0.0483696148566041,0.0441195607483532,1.0,0.0,0.0,0.0,3.0,3.0,0.05453534,18.0,DM/CM,85,35,35,77,54,96,54,81,46,92,69,69,62,31,42,77,81,23,19,50,35,54,54,50,46,15,46,35,88,42,77,50,19,92,54,100,35,35,42,73,81,77,62,85,35,35,77,54,96,54,81,46,92,69,69,62,31,42,77,81,23,19,50,35,54,54,50,46,15,46,35,88,42,77,50,19,92,54,100,35,35,42,73,81,77,62,Premier League
Nottingham Forest,1qtaiy11gswx327s0vkibf70n,1hwkpsnmh04e9jakw26e584k4,Jair Cunha,Jair Paula da Cunha Filho,21,Defender,Brazil,Defender,23.0,0.0,15.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,88.37,40.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,15.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,88.37,40.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,75,42,67,83,83,25,33,29,42,42,62,62,25,75,46,25,38,54,25,38,67,54,54,54,46,67,75,42,38,46,25,25,25,38,42,42,38,38,46,42,33,33,33,75,42,67,83,83,25,33,29,42,42,62,62,25,75,46,25,38,54,25,38,67,54,54,54,46,67,75,42,38,46,25,25,25,38,42,42,38,38,46,42,33,33,33,Premier League
Nottingham Forest,1qtaiy11gswx327s0vkibf70n,3mgjcyaseuexxlssgatjgsand,N. Williams,Neco Williams,25,Defender,Wales,Defender,9.0,1.0,10.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,90.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,66.67,50.0,25.0,100.0,0.0,50.0,33.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,66.67,50.0,25.0,100.0,0.0,50.0,33.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,23,80,20,47,13,67,30,43,47,50,60,57,93,47,47,93,83,27,97,50,73,50,53,50,53,7,63,77,87,47,57,50,87,43,33,50,33,33,30,27,27,27,27,23,80,20,47,13,67,30,43,47,50,60,57,93,47,47,93,83,27,97,50,73,50,53,50,53,7,63,77,87,47,57,50,87,43,33,50,33,33,30,27,27,27,27,Premier League
Nottingham Forest,1qtaiy11gswx327s0vkibf70n,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,Morgan Gibbs-White,26,Midfielder,England,Midfielder,11.0,0.0,21.0,4.0,32.0,0.0,0.0,3.0,1.0,2.0,6.0,6.0,5.0,0.0,90.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,84.21,66.67,0.0,50.0,0.0,41.67,0.0,0.0,0.1884436398768563,0.0,1.0,3.0,0.0719891,1.0,2.0,3.0,0.10512082,9.0,11.0,0.0,21.0,4.0,32.0,0.0,0.0,3.0,1.0,2.0,6.0,6.0,5.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,84.21,66.67,0.0,50.0,0.0,41.67,0.0,0.0,0.1884436398768563,0.0,1.0,3.0,0.0719891,1.0,2.0,3.0,0.10512082,9.0,CM/AM,39,39,78,89,67,33,22,83,83,72,100,100,72,17,33,89,100,83,17,39,67,56,50,39,50,67,72,39,94,33,44,44,17,89,22,67,61,67,61,50,72,67,56,39,39,78,89,67,33,22,83,83,72,100,100,72,17,33,89,100,83,17,39,67,56,50,39,50,67,72,39,94,33,44,44,17,89,22,67,61,67,61,50,72,67,56,Premier League
Nottingham Forest,1qtaiy11gswx327s0vkibf70n,as2byx2nymkahqyzw88gxictm,Igor Jesus,Igor Jesus Maciel da Cruz,25,Attacker,Brazil,Striker,9.0,0.0,9.0,1.0,18.0,10.0,0.0,3.0,3.0,0.0,1.0,1.0,12.0,2.0,90.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,78.26,100.0,0.0,0.0,33.33,50.0,58.82,0.0,0.4147347471302111,0.0,0.0,2.0,0.04790334,1.0,0.0,2.0,0.06461531,6.0,9.0,0.0,9.0,1.0,18.0,10.0,0.0,3.0,3.0,0.0,1.0,1.0,12.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,78.26,100.0,0.0,0.0,33.33,50.0,58.82,0.0,0.4147347471302111,0.0,0.0,2.0,0.04790334,1.0,0.0,2.0,0.06461531,6.0,ST,71,39,50,68,57,100,25,68,75,32,36,29,100,89,50,43,25,39,36,75,100,54,54,43,43,57,89,39,25,43,68,86,36,79,36,39,64,57,71,29,75,71,71,71,39,50,68,57,100,25,68,75,32,36,29,100,89,50,43,25,39,36,75,100,54,54,43,43,57,89,39,25,43,68,86,36,79,36,39,64,57,71,29,75,71,71,Premier League
Nottingham Forest,1qtaiy11gswx327s0vkibf70n,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,Nikola Milenkovic,28,Defender,Serbia,Defender,25.0,0.0,9.0,2.0,34.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,7.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.56,22.22,0.0,0.0,0.0,44.44,70.0,0.0,0.2592534151074427,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.07366112,19.0,25.0,0.0,9.0,2.0,34.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.56,22.22,0.0,0.0,0.0,44.44,70.0,0.0,0.2592534151074427,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.07366112,19.0,CB,41,47,27,50,29,99,38,90,94,44,38,38,86,79,44,96,45,27,26,41,64,51,51,50,50,10,28,47,45,44,32,90,26,97,41,47,38,38,41,69,65,67,64,41,47,27,50,29,99,38,90,94,44,38,38,86,79,44,96,45,27,26,41,64,51,51,50,50,10,28,47,45,44,32,90,26,97,41,47,38,38,41,69,65,67,64,Premier League
Sunderland,1r3545b2dzan8yqa80gtmcjch,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,Granit Xhaka,33,Midfielder,Switzerland,Midfielder,38.0,1.0,33.0,6.0,70.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,90.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,93.33,85.71,16.67,100.0,0.0,66.67,0.0,33.33,0.0,0.1694782161587948,0.0,2.0,0.04336653,2.0,8.0,9.0,0.1739916399999999,41.0,38.0,1.0,33.0,6.0,70.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,93.33,85.71,16.67,100.0,0.0,66.67,0.0,33.33,0.0,0.1694782161587948,0.0,2.0,0.04336653,2.0,8.0,9.0,0.1739916399999999,41.0,DM/CM,100,77,77,96,100,38,85,38,46,46,69,69,96,31,42,38,81,77,58,50,100,54,54,50,46,92,77,69,88,42,69,50,38,46,77,50,77,77,85,92,100,85,92,100,77,77,96,100,38,85,38,46,46,69,69,96,31,42,38,81,77,58,50,100,54,54,50,46,92,77,69,88,42,69,50,38,46,77,50,77,77,85,92,100,85,92,Premier League
Sunderland,1r3545b2dzan8yqa80gtmcjch,bb6glt8n0ar47cmhmj6gnfiz9,T. Meunier,Thomas Meunier,34,Defender,Belgium,Defender,28.0,0.0,26.0,3.0,54.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,90.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.52,75.0,0.0,50.0,50.0,55.56,66.67,0.0,0.0965571139051571,0.0,1.0,3.0,0.08193623,2.0,2.0,4.0,0.1549419,21.0,28.0,0.0,26.0,3.0,54.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.52,75.0,0.0,50.0,50.0,55.56,66.67,0.0,0.0965571139051571,0.0,1.0,3.0,0.08193623,2.0,2.0,4.0,0.1549419,21.0,RB/RCB,100,42,88,100,92,71,33,100,42,100,83,83,71,8,96,62,88,92,25,88,21,54,54,54,46,75,100,42,83,92,58,79,25,100,42,92,96,92,96,88,92,75,100,100,42,88,100,92,71,33,100,42,100,83,83,71,8,96,62,88,92,25,88,21,54,54,54,46,75,100,42,83,92,58,79,25,100,42,92,96,92,96,88,92,75,100,Premier League
Sunderland,1r3545b2dzan8yqa80gtmcjch,bnjdkz5d7st9gtn2srjs8ozc9,D. Ballard,Dan Ballard,26,Defender,Northern Ireland,Defender,38.0,0.0,15.0,3.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,91.38,50.0,0.0,0.0,0.0,40.0,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,15.0,3.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,91.38,50.0,0.0,0.0,0.0,40.0,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,72,47,49,65,55,71,38,29,33,44,38,38,71,79,44,22,45,27,64,41,64,51,51,50,50,67,56,47,45,44,23,42,56,33,41,47,38,38,41,29,29,28,28,72,47,49,65,55,71,38,29,33,44,38,38,71,79,44,22,45,27,64,41,64,51,51,50,50,67,56,47,45,44,23,42,56,33,41,47,38,38,41,29,29,28,28,Premier League
Sunderland,1r3545b2dzan8yqa80gtmcjch,cj3dik1dqyo2nf1jgmyn471sl,Reinildo Mandava,Reinildo Isnard Mandava,32,Defender,Mozambique,Defender,24.0,1.0,24.0,1.0,47.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,90.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,88.68,100.0,50.0,100.0,0.0,57.14,75.0,33.33,0.0,0.2578866727093225,0.0,1.0,0.02401521,1.0,6.0,6.0,0.5962496099999998,27.0,24.0,1.0,24.0,1.0,47.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,88.68,100.0,50.0,100.0,0.0,57.14,75.0,33.33,0.0,0.2578866727093225,0.0,1.0,0.02401521,1.0,6.0,6.0,0.5962496099999998,27.0,LB/LCB,90,80,77,47,83,90,93,43,47,50,60,57,100,23,47,73,83,93,50,50,73,50,53,50,53,80,97,93,87,47,73,100,37,43,93,50,73,73,77,100,100,100,87,90,80,77,47,83,90,93,43,47,50,60,57,100,23,47,73,83,93,50,50,73,50,53,50,53,80,97,93,87,47,73,100,37,43,93,50,73,73,77,100,100,100,87,Premier League
