Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Lausanne-Sport,96jxcq0onij7zd9rwwkal8q1l,bu16i67c2fk6mekh1mjtn49w4,S. Koné,Sekou Koné,20,Midfielder,Mali,Midfielder,10.0,0.0,35.0,3.0,45.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,14.0,1.0,186.0,0.0,3.0,6.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,68.18,50.0,0.0,100.0,0.0,51.85,0.0,80.0,0.0449103953597905,0.2311230410448826,1.0,5.0,0.10602785,2.0,6.0,5.0,0.2932007,21.0,4.838709677419354,0.0,16.93548387096774,1.4516129032258065,21.774193548387096,0.0,0.9677419354838708,0.4838709677419354,0.0,0.4838709677419354,0.4838709677419354,1.4516129032258065,1.4516129032258065,6.774193548387096,0.4838709677419354,0.0,1.4516129032258065,2.9032258064516125,1.4516129032258065,1.935483870967741,1.935483870967741,0.0,0.4838709677419354,0.0,0.0,0.0,68.18,50.0,0.0,100.0,0.0,51.85,0.0,80.0,0.0217308364644147,0.1118337295378464,0.4838709677419354,2.419354838709677,0.0513037983870967,0.9677419354838708,2.9032258064516125,2.419354838709677,0.1418713064516129,10.161290322580644,CM/AM,13,17,23,46,19,15,21,12,12,31,46,38,38,62,44,12,23,77,71,85,94,52,79,21,52,52,12,46,17,94,12,58,23,67,12,35,38,56,50,52,46,33,54,31,19,17,35,50,27,15,23,12,12,38,58,46,46,85,54,12,27,88,69,85,100,52,85,21,52,52,12,46,17,94,12,58,23,67,12,35,42,69,46,62,65,27,62,35,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,178x7qayi0zn7c24tkyl02yuh,L. Mai,Lukas Mai,26,Defender,Germany,Defender,111.0,0.0,59.0,6.0,170.0,8.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,16.0,24.0,270.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,91.89,50.0,0.0,50.0,100.0,57.14,66.67,57.14,0.1368042109082215,0.1076929355939276,0.0,3.0,0.05171196,0.0,13.0,12.0,0.4624027899999999,129.0,37.0,0.0,19.666666666666668,2.0,56.66666666666666,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,5.333333333333333,8.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,91.89,50.0,0.0,50.0,100.0,57.14,66.67,57.14,0.0456014036360738,0.0358976451979758,0.0,1.0,0.01723732,0.0,4.333333333333333,4.0,0.1541342633333333,43.0,CB,82,43,93,46,86,70,75,48,52,43,43,82,82,59,86,82,27,9,75,71,80,46,98,93,52,52,96,73,43,68,96,32,62,41,68,75,45,82,82,32,91,84,100,96,93,43,96,23,96,57,70,38,41,43,43,82,82,39,79,80,21,9,75,54,68,46,98,91,52,52,96,73,43,68,96,32,62,41,50,71,45,82,79,32,88,80,100,100,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,3g68xop0q3soh8uf8xew8wn2t,E. Alioski,Ezgjan Alioski,34,Defender,North Macedonia,Defender,39.0,3.0,52.0,7.0,88.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,2.0,179.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,70.0,17.65,0.0,0.0,60.87,0.0,57.14,0.1141926019021391,0.3256059871417855,0.0,1.0,0.01870347,2.0,9.0,11.0,0.44113625,31.0,19.60893854748604,1.5083798882681565,26.14525139664804,3.519553072625698,44.24581005586592,1.005586592178771,2.5139664804469275,0.5027932960893855,0.5027932960893855,0.0,0.5027932960893855,0.5027932960893855,0.5027932960893855,7.039106145251396,1.005586592178771,0.0,2.011173184357542,2.5139664804469275,0.0,2.011173184357542,0.0,0.0,0.0,0.0,0.0,0.0,88.0,70.0,17.65,0.0,0.0,60.87,0.0,57.14,0.0574152746993995,0.1637125075014564,0.0,0.5027932960893855,0.0094039793296089,1.005586592178771,4.5251396648044695,5.5307262569832405,0.2218003491620111,15.58659217877095,LB/LCB,62,76,86,83,76,50,93,43,74,26,83,36,36,69,14,36,83,95,26,86,10,50,48,50,50,50,86,95,48,26,36,71,12,48,62,81,31,29,24,71,88,83,67,57,76,76,100,90,86,57,90,38,67,26,90,33,33,90,14,36,95,100,26,86,10,50,48,50,50,50,86,95,48,26,36,71,12,48,67,81,31,29,24,81,100,90,76,57,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,Elias Pihlström,19,Attacker,Sweden,Striker,8.0,0.0,34.0,0.0,42.0,1.0,2.0,9.0,4.0,5.0,3.0,4.0,4.0,8.0,2.0,155.0,3.0,7.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,84.0,0.0,0.0,75.0,33.33,36.36,11.11,50.0,0.7086370436613503,0.1483739522290904,7.0,5.0,0.21251383,4.0,3.0,3.0,0.06448901,15.0,4.64516129032258,0.0,19.741935483870968,0.0,24.387096774193548,0.5806451612903225,1.161290322580645,5.225806451612903,2.32258064516129,2.9032258064516125,1.7419354838709675,2.32258064516129,2.32258064516129,4.64516129032258,1.161290322580645,1.7419354838709675,4.064516129032258,1.161290322580645,1.7419354838709675,0.5806451612903225,0.5806451612903225,0.0,0.0,0.5806451612903225,0.0,0.0,84.0,0.0,0.0,75.0,33.33,36.36,11.11,50.0,0.4114666705130421,0.0861526174233428,4.064516129032258,2.9032258064516125,0.1233951270967741,2.32258064516129,1.7419354838709675,1.7419354838709675,0.0374452316129032,8.709677419354838,LW,75,38,100,50,100,38,38,75,38,100,75,50,50,50,75,75,25,62,50,62,75,62,50,62,62,62,75,50,38,100,75,75,25,50,75,25,100,50,75,88,75,50,25,50,75,38,75,50,75,25,50,100,50,100,75,25,25,50,75,75,25,100,50,50,75,62,50,50,62,62,75,50,38,100,75,75,25,50,50,25,100,50,75,100,75,50,25,50,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,5sbj1q3tlng1yb73hu3np0lm2,J. Bichsel,Joel Bichsel,24,Defender,Switzerland,Defender,46.0,0.0,24.0,3.0,70.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,14.0,6.0,135.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,92.11,75.0,0.0,100.0,100.0,73.68,87.5,50.0,0.1645076766173022,0.0,0.0,3.0,0.05864487,0.0,5.0,4.0,0.1129027799999999,45.0,30.666666666666668,0.0,16.0,2.0,46.66666666666666,4.666666666666667,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,1.3333333333333333,9.333333333333334,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,92.11,75.0,0.0,100.0,100.0,73.68,87.5,50.0,0.1096717844115348,0.0,0.0,2.0,0.03909658,0.0,3.333333333333333,2.6666666666666665,0.0752685199999999,30.0,LB/LCB,67,21,17,38,52,95,24,43,74,26,36,57,57,69,43,83,26,36,81,52,83,50,48,50,50,50,100,100,21,95,95,100,100,33,76,24,31,67,57,17,55,24,24,74,95,21,38,62,95,100,24,52,81,26,36,67,67,100,67,90,40,52,90,67,90,50,48,50,50,50,100,100,21,95,95,100,100,33,95,24,31,81,71,17,81,33,43,95,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,7424gvk9hiq5up61dj181y66t,K. Behrens,Kevin Behrens,35,Attacker,Germany,Striker,12.0,0.0,17.0,1.0,29.0,6.0,3.0,5.0,5.0,0.0,0.0,4.0,4.0,9.0,2.0,135.0,3.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,80.56,100.0,0.0,75.0,60.0,47.37,46.15,0.0,0.7660646261450665,0.2617859750189652,0.0,0.0,0.0,0.0,2.0,3.0,0.0868785199999999,7.0,8.0,0.0,11.333333333333334,0.6666666666666666,19.33333333333333,4.0,2.0,3.333333333333333,3.333333333333333,0.0,0.0,2.6666666666666665,2.6666666666666665,6.0,1.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,80.56,100.0,0.0,75.0,60.0,47.37,46.15,0.0,0.5107097507633777,0.1745239833459768,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0579190133333332,4.666666666666667,ST,74,37,53,61,63,76,58,50,61,19,11,47,42,44,68,73,34,6,81,19,34,52,77,89,52,52,81,85,37,92,94,76,68,19,68,58,11,10,10,23,60,61,65,35,90,37,74,77,81,90,61,71,77,19,11,65,55,68,84,87,63,6,82,19,34,52,90,97,52,52,81,85,37,92,94,76,68,19,87,81,11,10,10,23,65,76,65,45,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,7agtkarul2qlsc20avvj45w8a,M. Zanotti,Mattia Zanotti,23,Defender,Italy,Defender,30.0,3.0,36.0,2.0,63.0,0.0,3.0,4.0,3.0,1.0,0.0,5.0,6.0,15.0,1.0,200.0,3.0,8.0,3.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,81.82,50.0,27.27,80.0,75.0,62.5,0.0,75.0,0.4218681932269547,0.3183966523068887,1.0,16.0,0.44632353,6.0,2.0,0.0,0.7565118599999999,21.0,13.5,1.35,16.2,0.8999999999999999,28.35,0.0,1.35,1.7999999999999998,1.35,0.4499999999999999,0.0,2.25,2.7,6.75,0.4499999999999999,1.35,3.6,1.35,1.7999999999999998,2.7,0.4499999999999999,0.0,0.4499999999999999,0.0,0.0,0.0,81.82,50.0,27.27,80.0,75.0,62.5,0.0,75.0,0.1898406869521296,0.1432784935380999,0.4499999999999999,7.199999999999999,0.2008455885,2.7,0.8999999999999999,0.0,0.3404303369999999,9.45,RB/RCB,38,81,59,19,38,12,69,81,81,81,41,81,84,69,9,100,88,59,91,84,9,44,84,47,53,53,69,94,69,88,81,72,16,62,88,62,81,100,100,94,28,9,81,25,50,94,69,19,56,12,88,88,94,81,41,94,94,81,6,100,94,75,94,81,6,44,88,47,53,53,69,94,69,88,81,72,16,62,94,88,81,100,100,100,25,9,88,12,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,7nhwb0zvfhrypfwengom8bbvt,U. Bislimi,Uran Bislimi,26,Midfielder,Switzerland,Midfielder,79.0,2.0,126.0,10.0,203.0,1.0,4.0,3.0,0.0,3.0,0.0,4.0,5.0,14.0,1.0,250.0,0.0,4.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,90.22,66.67,40.0,0.0,0.0,66.67,0.0,75.0,0.1684203854775146,0.3224453091183284,1.0,17.0,0.44918151,4.0,22.0,23.0,0.6077356100000002,118.0,28.44,0.72,45.36,3.6,73.08,0.36,1.44,1.08,0.0,1.08,0.0,1.44,1.8,5.04,0.36,0.0,1.44,3.24,0.0,1.08,0.72,0.0,0.0,0.0,0.0,0.0,90.22,66.67,40.0,0.0,0.0,66.67,0.0,75.0,0.0606313387719052,0.1160803112825982,0.36,6.12,0.1617053436,1.44,7.92,8.280000000000001,0.2187848196,42.48,DM/CM,89,91,100,70,96,30,80,83,28,93,26,78,83,76,9,39,78,100,22,67,39,52,41,46,50,52,87,76,83,22,39,96,13,61,74,87,67,96,100,85,91,91,78,96,91,83,96,74,96,22,78,78,28,91,26,65,74,70,9,39,65,91,22,65,39,52,41,46,50,52,87,76,83,22,39,96,13,61,61,78,65,96,96,78,87,91,83,96,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,8zl9wv46y5bchktqcwth3z3ai,A. Papadopoulos,Antonios Papadopoulos,26,Defender,Germany,Defender,82.0,1.0,39.0,7.0,120.0,8.0,1.0,5.0,3.0,2.0,1.0,4.0,4.0,20.0,9.0,270.0,2.0,5.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,86.33,43.75,33.33,75.0,40.0,62.5,66.67,62.5,0.3561344970191546,0.1336361174418828,2.0,2.0,0.04813761,3.0,9.0,10.0,0.24764241,60.0,27.33333333333333,0.3333333333333333,13.0,2.333333333333333,40.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,6.666666666666667,3.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,2.0,0.0,0.0,0.3333333333333333,0.0,0.0,86.33,43.75,33.33,75.0,40.0,62.5,66.67,62.5,0.1187114990063848,0.0445453724806276,0.6666666666666666,0.6666666666666666,0.01604587,1.0,3.0,3.333333333333333,0.08254747,20.0,CB,59,93,54,57,61,70,75,96,91,100,93,96,96,79,30,93,82,25,95,82,89,46,48,93,52,52,57,46,96,71,80,57,62,48,93,86,100,73,75,96,80,73,86,68,45,89,34,32,39,57,70,98,89,100,89,96,96,70,18,93,80,20,95,77,82,46,48,91,52,52,57,46,96,71,80,57,62,48,93,79,100,70,75,98,66,61,79,57,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,91g10pv6w3bd0rw6p4t3hcui2,Y. Cimignani,Yanis Cimignani,24,Midfielder,France,Midfielder,21.0,1.0,53.0,7.0,73.0,2.0,4.0,6.0,4.0,2.0,3.0,5.0,5.0,8.0,1.0,205.0,2.0,9.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,82.95,63.64,33.33,0.0,33.33,44.44,0.0,75.0,1.0288617671053788,0.4216382014292789,3.0,12.0,0.27925675,5.0,11.0,15.0,0.56403951,45.0,9.219512195121952,0.4390243902439024,23.26829268292683,3.073170731707317,32.04878048780488,0.8780487804878049,1.7560975609756098,2.6341463414634148,1.7560975609756098,0.8780487804878049,1.3170731707317074,2.1951219512195124,2.1951219512195124,3.5121951219512195,0.4390243902439024,0.8780487804878049,3.951219512195122,0.8780487804878049,0.0,1.3170731707317074,0.8780487804878049,0.0,0.0,0.8780487804878049,0.0,0.0,82.95,63.64,33.33,0.0,33.33,44.44,0.0,75.0,0.4516954099487029,0.1851094542860248,1.3170731707317074,5.2682926829268295,0.1226005243902439,2.1951219512195124,4.829268292682927,6.585365853658537,0.2476271019512195,19.75609756097561,CM/AM,40,40,62,83,54,63,42,77,75,52,88,65,58,29,44,54,71,37,15,69,67,52,35,90,52,52,62,73,60,15,35,35,23,54,100,50,79,98,92,88,85,90,77,77,50,46,81,96,69,69,42,73,73,58,88,54,54,31,42,65,77,38,15,73,77,52,35,96,52,52,62,73,60,15,35,35,23,54,100,50,88,100,100,92,88,92,81,92,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,bmm78ziormtva1c4tjznkom50,Daniel Dos Santos,Daniel Dos Santos Correia,23,Midfielder,Switzerland,Midfielder,21.0,0.0,23.0,2.0,44.0,1.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,6.0,0.0,139.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,78.57,66.67,0.0,50.0,100.0,50.0,50.0,100.0,0.1054298339654154,0.1110901893605147,2.0,4.0,0.09275531,1.0,2.0,4.0,0.0502828799999999,18.0,13.597122302158272,0.0,14.892086330935252,1.2949640287769784,28.48920863309353,0.6474820143884892,1.2949640287769784,1.2949640287769784,0.0,1.2949640287769784,0.0,2.5899280575539567,2.5899280575539567,3.884892086330935,0.0,1.2949640287769784,1.2949640287769784,0.6474820143884892,1.2949640287769784,1.2949640287769784,0.0,0.0,0.0,0.6474820143884892,0.0,0.0,78.57,66.67,0.0,50.0,100.0,50.0,50.0,100.0,0.0682639212725711,0.0719288995859447,1.2949640287769784,2.5899280575539567,0.0600573949640287,0.6474820143884892,1.2949640287769784,2.5899280575539567,0.0325572604316546,11.654676258992806,CM/AM,40,17,8,29,15,40,21,17,12,52,15,52,48,13,13,54,13,19,48,42,15,52,35,60,52,52,42,77,17,63,98,52,71,88,15,23,63,42,42,23,21,25,12,23,81,17,23,42,50,54,31,35,12,85,15,69,62,35,13,81,15,31,65,69,15,52,35,85,52,52,42,77,17,63,98,52,71,88,23,27,85,73,65,42,27,35,12,46,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,e659q6lc7hc6df14k7rxh6hud,R. Steffen,Renato Steffen,34,Attacker,Switzerland,Striker,34.0,5.0,47.0,3.0,76.0,1.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,9.0,1.0,184.0,2.0,12.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,84.44,60.0,31.25,0.0,40.0,52.94,25.0,50.0,0.8811326427612765,0.7113494835925721,1.0,6.0,0.17375839,5.0,7.0,10.0,0.66397047,32.0,16.630434782608695,2.4456521739130435,22.98913043478261,1.4673913043478262,37.173913043478265,0.4891304347826087,3.91304347826087,2.4456521739130435,2.4456521739130435,0.0,0.0,0.0,0.0,4.402173913043479,0.4891304347826087,0.9782608695652176,5.869565217391305,2.9347826086956523,0.0,0.4891304347826087,0.0,0.0,0.4891304347826087,0.4891304347826087,0.0,0.0,84.44,60.0,31.25,0.0,40.0,52.94,25.0,50.0,0.4309887926549722,0.347942682192019,0.4891304347826087,2.9347826086956523,0.0849905168478261,2.4456521739130435,3.423913043478261,4.891304347826087,0.324768164673913,15.65217391304348,CM/AM,77,75,46,46,65,40,81,63,85,12,15,8,8,37,44,54,87,77,15,15,15,52,79,60,52,52,73,65,52,15,46,63,54,23,88,69,38,71,69,88,56,69,85,50,88,85,73,54,88,46,92,65,92,12,15,8,8,54,58,73,92,92,15,23,15,52,88,69,52,52,73,65,52,15,46,63,54,23,96,85,46,85,81,96,73,85,100,69,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,ek3kqsm0h95azznyqctgadej9,A. Grgic,Anto Grgic,29,Midfielder,Switzerland,Midfielder,79.0,6.0,109.0,18.0,182.0,2.0,10.0,3.0,0.0,3.0,0.0,0.0,0.0,10.0,3.0,261.0,1.0,2.0,1.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,89.22,72.0,60.0,0.0,33.33,55.56,66.67,57.14,0.1405390194052599,1.1348965449828756,1.0,5.0,0.12747102,4.0,19.0,18.0,0.91893381,100.0,27.24137931034483,2.0689655172413794,37.58620689655172,6.206896551724138,62.75862068965517,0.6896551724137931,3.4482758620689657,1.0344827586206895,0.0,1.0344827586206895,0.0,0.0,0.0,3.4482758620689657,1.0344827586206895,0.3448275862068966,0.6896551724137931,0.3448275862068966,0.0,1.3793103448275863,1.7241379310344829,0.0,1.0344827586206895,0.0,0.0,0.0,89.22,72.0,60.0,0.0,33.33,55.56,66.67,57.14,0.0484617308293999,0.3913436362009916,0.3448275862068966,1.7241379310344829,0.043955524137931,1.3793103448275863,6.551724137931035,6.206896551724138,0.3168737275862069,34.48275862068966,DM/CM,89,96,91,100,91,59,100,83,28,93,26,11,11,52,50,85,50,20,22,80,80,52,100,46,50,52,83,83,96,22,80,63,83,48,61,100,67,72,78,85,78,78,100,80,78,96,91,96,91,52,100,74,28,83,26,11,11,39,43,83,43,17,22,78,65,52,100,46,50,52,83,83,96,22,80,63,83,48,52,100,61,52,61,74,78,78,100,87,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,ytuondt7viem6narft8s22ok,D. Moncada,Dereck Moncada,18,Attacker,Honduras,Striker,9.0,0.0,14.0,0.0,23.0,2.0,0.0,5.0,3.0,2.0,1.0,3.0,4.0,5.0,0.0,118.0,2.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,76.67,0.0,0.0,0.0,40.0,35.71,28.57,0.0,0.5643412509766785,0.0,2.0,2.0,0.04691444,0.0,3.0,4.0,0.05927516,8.0,6.864406779661017,0.0,10.677966101694915,0.0,17.54237288135593,1.5254237288135593,0.0,3.8135593220338975,2.288135593220339,1.5254237288135593,0.7627118644067796,2.288135593220339,3.0508474576271185,3.8135593220338975,0.0,1.5254237288135593,6.101694915254237,2.288135593220339,0.0,0.0,1.5254237288135593,0.0,0.0,1.5254237288135593,0.0,0.0,76.67,0.0,0.0,0.0,40.0,35.71,28.57,0.0,0.4304297676940768,0.0,1.5254237288135593,1.5254237288135593,0.0357822,0.0,2.288135593220339,3.0508474576271185,0.0452098677966101,6.101694915254237,ST,56,37,29,24,40,35,6,50,27,76,40,34,42,18,21,58,29,58,15,19,90,52,31,89,52,52,68,24,37,15,65,31,35,19,58,6,71,48,42,23,76,69,39,47,87,37,68,24,74,47,6,84,60,90,63,58,68,26,21,81,68,82,15,19,94,52,31,100,52,52,68,24,37,15,65,31,35,19,81,6,90,58,55,23,90,90,55,58,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,1rqera0cryw0iojnk59skbv2s,D. Mikołajewski,Daniel Mikolajewski,20,Attacker,Poland,Striker,3.0,0.0,15.0,0.0,18.0,0.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,0.0,134.0,2.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0.0,25.0,40.0,28.57,0.0,50.0,0.4311450849964391,0.5018362853815928,3.0,3.0,0.09900448,1.0,4.0,5.0,0.2644177,10.0,2.014925373134328,0.0,10.07462686567164,0.0,12.08955223880597,0.0,3.3582089552238803,3.3582089552238803,2.686567164179104,0.6716417910447761,0.6716417910447761,2.686567164179104,2.686567164179104,2.686567164179104,0.0,1.343283582089552,8.059701492537313,0.6716417910447761,0.6716417910447761,0.6716417910447761,0.0,0.0,0.0,0.6716417910447761,0.0,0.0,75.0,0.0,0.0,25.0,40.0,28.57,0.0,50.0,0.2895750570871606,0.3370542215249503,2.014925373134328,2.014925373134328,0.0664955462686567,0.6716417910447761,2.686567164179104,3.3582089552238803,0.1775939776119403,6.716417910447761,ST,18,37,40,24,31,10,85,50,47,50,40,47,42,10,21,58,55,19,35,53,34,52,31,60,52,52,61,24,37,34,65,13,11,52,35,87,89,66,71,50,87,79,84,55,18,37,58,24,55,10,97,74,65,65,50,68,58,10,21,73,81,19,45,68,34,52,31,68,52,52,61,24,37,34,65,13,11,52,48,94,97,81,90,56,94,94,94,71,Swiss Super League
