Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Basel,5u18kvqiqhup2vd345dci1069,3tt6p44vr1thvhdx0gw44f6xh,Ž. Celar,Zan Celar,27,Attacker,Slovenia,Striker,9.0,0.0,21.0,3.0,30.0,6.0,4.0,9.0,7.0,2.0,2.0,6.0,7.0,12.0,2.0,345.0,5.0,15.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,75.0,100.0,0.0,16.67,55.56,25.53,33.33,100.0,0.6379435935508033,0.3176490259300625,2.0,5.0,0.12358506,3.0,1.0,3.0,0.0616823199999999,12.0,2.347826086956521,0.0,5.478260869565217,0.7826086956521738,7.826086956521739,1.5652173913043477,1.0434782608695652,2.347826086956521,1.826086956521739,0.5217391304347826,0.5217391304347826,1.5652173913043477,1.826086956521739,3.130434782608696,0.5217391304347826,1.3043478260869563,3.9130434782608696,1.0434782608695652,0.2608695652173913,0.2608695652173913,0.0,0.0,0.2608695652173913,0.7826086956521738,0.0,0.0,75.0,100.0,0.0,16.67,55.56,25.53,33.33,100.0,0.1664200678828182,0.0828649632861032,0.5217391304347826,1.3043478260869563,0.0322395808695652,0.7826086956521738,0.2608695652173913,0.7826086956521738,0.0160910399999999,3.130434782608696,ST,56,37,68,94,69,76,76,79,79,76,71,71,73,61,68,90,73,74,35,53,34,52,77,97,52,52,61,85,37,29,90,10,45,90,65,77,71,82,77,84,35,61,45,66,39,37,19,81,13,52,45,32,26,48,35,35,42,16,45,68,19,42,29,45,34,52,71,81,52,52,61,85,37,29,90,10,45,90,13,42,42,52,45,68,29,42,23,26,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,4tqq3vmbq7imsophuxh69qmms,V. Akpe,Victory Akpe,20,Defender,Nigeria,Defender,157.0,0.0,77.0,13.0,234.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,23.0,35.0,360.0,0.0,5.0,6.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,87.64,48.15,0.0,100.0,0.0,51.11,51.72,100.0,0.1611358276393997,0.24354565472353,1.0,5.0,0.09176588,0.0,15.0,15.0,0.26682895,123.0,39.25,0.0,19.25,3.25,58.5,3.75,0.5,0.5,0.25,0.25,0.0,0.25,0.25,5.75,8.75,0.0,1.25,1.5,0.25,0.25,3.25,0.0,0.0,0.0,0.0,0.0,87.64,48.15,0.0,100.0,0.0,51.11,51.72,100.0,0.0402839569098499,0.0608864136808825,0.25,1.25,0.02294147,0.0,3.75,3.75,0.0667072375,30.75,CB,100,43,96,91,100,91,91,73,52,91,43,59,59,86,96,39,82,95,75,20,100,46,48,45,52,52,71,64,43,89,39,21,32,95,75,96,93,86,86,32,96,93,89,93,100,43,93,73,100,79,86,54,34,86,43,48,48,57,86,39,70,73,68,16,100,46,48,45,52,52,71,64,43,89,39,21,32,95,46,93,89,86,86,32,82,71,61,89,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,4u281v53ges3kimtgac0tidm2,F. Daniliuc,Flavius Daniliuc,25,Defender,Austria,Defender,125.0,0.0,90.0,10.0,215.0,8.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,14.0,360.0,2.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,89.21,47.62,0.0,0.0,40.0,76.92,88.89,50.0,0.5665678702020553,0.0,0.0,12.0,0.239363,3.0,20.0,20.0,0.4131437299999999,151.0,31.25,0.0,22.5,2.5,53.75,2.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,2.5,3.5,0.5,1.25,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,89.21,47.62,0.0,0.0,40.0,76.92,88.89,50.0,0.1416419675505138,0.0,0.0,3.0,0.05984075,0.75,5.0,5.0,0.1032859324999999,37.75,CB,89,43,100,79,96,70,32,96,98,43,43,23,23,23,55,93,82,9,34,20,43,46,48,45,52,52,79,61,43,34,80,88,95,34,96,34,45,100,96,96,100,100,96,100,64,43,100,43,93,27,32,93,96,43,43,23,23,4,25,86,70,9,34,16,25,46,48,45,52,52,79,61,43,34,80,88,95,34,96,34,45,96,93,93,96,96,86,96,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,6tzrulqvl1ytj9907ueeanskq,P. Otele,Philip Otele,27,Attacker,Nigeria,Striker,14.0,2.0,25.0,0.0,37.0,3.0,2.0,6.0,4.0,2.0,2.0,8.0,8.0,10.0,0.0,166.0,0.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.15,0.0,25.0,50.0,0.0,50.0,60.0,0.0,0.5328559157520446,0.2006061518188633,3.0,7.0,0.22226762,4.0,2.0,7.0,0.37208845,17.0,7.590361445783132,1.0843373493975903,13.55421686746988,0.0,20.06024096385542,1.6265060240963851,1.0843373493975903,3.2530120481927707,2.1686746987951806,1.0843373493975903,1.0843373493975903,4.337349397590361,4.337349397590361,5.421686746987952,0.0,0.0,6.506024096385541,1.0843373493975903,2.1686746987951806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.15,0.0,25.0,50.0,0.0,50.0,60.0,0.0,0.2888977856486989,0.1087623714680584,1.6265060240963851,3.795180722891566,0.1205065409638554,2.1686746987951806,1.0843373493975903,3.795180722891566,0.2017347018072289,9.216867469879515,LW,100,100,38,50,75,88,38,38,38,50,50,75,75,75,38,25,50,62,75,25,38,62,50,25,62,62,50,50,75,75,25,100,100,25,25,50,50,100,100,88,50,75,100,75,100,100,50,50,50,100,25,25,25,75,50,75,75,100,38,25,50,75,100,25,38,62,50,25,62,62,50,50,75,75,25,100,100,25,25,75,50,75,50,75,50,100,100,75,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,7s1q4rd90gi1gwbko34fuvhlh,X. Shaqiri,Xherdan Shaqiri,34,Midfielder,Switzerland,Midfielder,23.0,5.0,52.0,8.0,70.0,1.0,8.0,4.0,3.0,1.0,0.0,1.0,1.0,10.0,1.0,213.0,2.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,81.4,61.54,31.25,100.0,50.0,66.67,0.0,100.0,0.3773292070003566,0.9034499247103608,0.0,5.0,0.23447439,1.0,14.0,15.0,0.5074169299999998,37.0,9.71830985915493,2.112676056338028,21.97183098591549,3.380281690140845,29.577464788732392,0.4225352112676056,3.380281690140845,1.6901408450704225,1.267605633802817,0.4225352112676056,0.0,0.4225352112676056,0.4225352112676056,4.225352112676056,0.4225352112676056,0.8450704225352113,2.535211267605634,2.9577464788732395,0.4225352112676056,0.4225352112676056,0.0,0.0,0.0,0.4225352112676056,0.0,0.0,81.4,61.54,31.25,100.0,50.0,66.67,0.0,100.0,0.1594348761973337,0.3817394048071947,0.0,2.112676056338028,0.0990736859154929,0.4225352112676056,5.915492957746479,6.338028169014084,0.2144015197183097,15.633802816901408,CM/AM,52,75,54,90,50,40,81,42,67,31,15,19,19,44,44,54,54,90,33,15,15,52,35,60,52,52,50,69,52,94,65,92,23,88,58,85,12,56,81,23,88,90,73,60,54,81,62,100,62,42,85,46,67,31,15,19,19,50,38,58,50,96,35,19,15,52,35,58,52,52,50,69,52,94,65,92,23,88,50,88,12,62,96,23,100,88,77,65,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,7xvwcat6dce9y9obgc8e2s1k9,K. Tsunemoto,Keigo Tsunemoto,27,Defender,Japan,Defender,82.0,4.0,73.0,7.0,151.0,6.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,19.0,4.0,360.0,1.0,3.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,84.36,43.75,57.14,50.0,100.0,65.52,75.0,44.44,0.0757204096950072,0.4262538614940527,1.0,8.0,0.19247669,3.0,17.0,20.0,0.9696543,78.0,20.5,1.0,18.25,1.75,37.75,1.5,1.0,0.25,0.0,0.25,0.0,0.5,0.5,4.75,1.0,0.25,0.75,0.75,0.25,1.0,1.25,0.0,0.0,0.0,0.0,0.0,84.36,43.75,57.14,50.0,100.0,65.52,75.0,44.44,0.0189301024237518,0.1065634653735131,0.25,2.0,0.0481191725,0.75,4.25,5.0,0.242413575,19.5,RB/RCB,94,91,94,59,100,91,84,38,19,81,41,53,53,81,31,69,56,59,50,62,53,44,38,47,53,53,81,69,94,56,94,94,91,12,25,88,81,91,88,75,100,100,94,94,88,75,94,28,94,59,66,25,19,69,41,50,50,56,19,59,31,44,44,38,25,44,38,47,53,53,81,69,94,56,94,94,91,12,25,75,69,69,69,72,94,94,81,88,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,9acznrpww7ch2gqxvcst5d2c4,M. Cissé,Moussa Cissé,23,Defender,France,Defender,30.0,1.0,43.0,4.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,2.0,202.0,0.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,87.8,40.0,20.0,50.0,0.0,50.0,33.33,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366336633663366,0.4455445544554455,19.15841584158416,1.7821782178217822,32.07920792079208,0.4455445544554455,0.0,0.0,0.0,0.0,0.0,1.7821782178217822,1.7821782178217822,4.00990099009901,0.8910891089108911,0.0,0.4455445544554455,0.8910891089108911,0.8910891089108911,0.4455445544554455,2.227722772277228,0.0,0.0,0.0,0.0,0.0,87.8,40.0,20.0,50.0,0.0,50.0,33.33,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,57,45,71,57,57,26,24,10,29,26,36,81,79,48,14,36,26,60,81,21,93,50,48,50,50,50,81,60,55,76,36,36,36,14,12,24,31,12,12,17,7,7,7,7,43,48,67,57,62,10,24,10,29,26,36,81,76,43,10,36,29,62,81,14,86,50,48,50,50,50,81,60,55,76,36,36,36,14,12,24,31,12,12,17,7,7,7,7,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,bbrdybdlcobf8cc9epxzeledw,L. Malachowski,Ludwig Malachowski,21,Midfielder,Sweden,Midfielder,38.0,4.0,43.0,5.0,77.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,2.0,226.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,85.56,62.5,66.67,66.67,0.0,36.0,0.0,66.67,0.0,0.6075690220494062,0.0,2.0,0.06479232,2.0,7.0,9.0,0.66951642,42.0,15.132743362831858,1.592920353982301,17.123893805309734,1.991150442477876,30.663716814159294,0.0,1.991150442477876,0.0,0.0,0.0,0.0,1.1946902654867255,1.1946902654867255,3.584070796460177,0.7964601769911505,0.0,0.0,1.592920353982301,0.7964601769911505,0.7964601769911505,0.3982300884955752,0.0,0.0,0.0,0.0,0.0,85.56,62.5,66.67,66.67,0.0,36.0,0.0,66.67,0.0,0.2419522654179051,0.0,0.7964601769911505,0.0258022513274336,0.7964601769911505,2.7876106194690267,3.584070796460177,0.2666215831858407,16.72566371681416,LM/LCM,100,100,75,100,100,38,88,25,38,38,50,50,50,75,75,38,25,75,75,75,38,62,50,50,62,62,100,100,75,100,38,75,38,50,25,100,38,50,75,75,100,88,100,100,100,100,75,100,100,38,75,25,38,38,50,50,50,75,75,38,25,100,75,75,25,62,50,50,62,62,100,100,75,100,38,75,38,50,25,75,38,25,25,75,75,75,100,100,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,cva5o1qtbevwt7ws8kno8m3ca,B. Omeragic,Becir Omeragic,24,Defender,Switzerland,Defender,26.0,0.0,35.0,0.0,61.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,179.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,83.56,0.0,0.0,0.0,100.0,76.92,71.43,75.0,0.1307126811599657,0.0,0.0,6.0,0.11936234,1.0,7.0,4.0,0.0687403899999999,34.0,13.07262569832402,0.0,17.59776536312849,0.0,30.67039106145252,2.5139664804469275,0.0,0.5027932960893855,0.5027932960893855,0.0,0.0,0.0,0.0,5.027932960893855,4.022346368715084,0.5027932960893855,0.5027932960893855,0.5027932960893855,0.0,1.5083798882681565,1.5083798882681565,0.0,0.0,0.0,0.0,0.0,83.56,0.0,0.0,0.0,100.0,76.92,71.43,75.0,0.0657214598011,0.0,0.0,3.016759776536313,0.0600145843575418,0.5027932960893855,3.519553072625698,2.011173184357542,0.0345622072625697,17.094972067039105,CB,14,43,46,4,36,39,32,48,52,43,43,23,23,23,20,82,27,25,34,52,43,46,48,45,52,52,36,4,43,34,96,88,79,70,61,34,45,91,89,73,59,41,29,50,11,43,82,4,25,46,32,57,61,43,43,23,23,32,32,89,32,25,34,64,57,46,48,45,52,52,36,4,43,34,96,88,79,70,68,34,45,100,96,82,79,46,32,43,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,Kazeem Olaigbe,23,Attacker,Belgium,Striker,13.0,1.0,39.0,1.0,51.0,0.0,2.0,4.0,4.0,0.0,2.0,15.0,16.0,11.0,0.0,216.0,1.0,11.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,80.95,100.0,14.29,46.67,25.0,44.0,0.0,0.0,0.3212701533282565,0.2510924043085388,2.0,9.0,0.24937357,3.0,7.0,7.0,0.35245184,19.0,5.416666666666667,0.4166666666666667,16.25,0.4166666666666667,21.25,0.0,0.8333333333333334,1.6666666666666667,1.6666666666666667,0.0,0.8333333333333334,6.25,6.666666666666667,4.583333333333334,0.0,0.4166666666666667,4.583333333333334,1.6666666666666667,2.916666666666667,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,80.95,100.0,14.29,46.67,25.0,44.0,0.0,0.0,0.1338625638867735,0.1046218351285578,0.8333333333333334,3.75,0.1039056541666666,1.25,2.916666666666667,2.916666666666667,0.1468549333333333,7.916666666666667,ST,87,79,87,61,87,10,37,31,47,19,71,97,97,55,21,31,52,74,94,19,34,52,77,60,52,52,84,85,74,65,31,68,11,19,16,55,71,100,97,84,97,92,87,84,74,77,90,58,90,10,39,10,19,19,71,100,97,52,21,23,35,68,97,19,34,52,77,53,52,52,84,85,74,65,31,68,11,19,10,55,71,100,100,82,97,87,84,87,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,eztoltv7xuc9xbpxpj1s0ial0,Metinho,Abemly Silu Metinho,23,Midfielder,Congo DR,Midfielder,59.0,0.0,37.0,4.0,96.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,3.0,269.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,81.36,80.0,0.0,0.0,0.0,43.48,66.67,80.0,0.0823901031473975,0.0,0.0,3.0,0.07137789,1.0,2.0,1.0,0.06738999,27.0,19.739776951672862,0.0,12.37918215613383,1.338289962825279,32.11895910780669,0.6691449814126395,0.0,0.3345724907063197,0.3345724907063197,0.0,0.0,0.3345724907063197,0.3345724907063197,3.345724907063197,1.003717472118959,0.0,0.3345724907063197,1.003717472118959,0.0,1.338289962825279,0.6691449814126395,0.0,0.0,0.0,0.0,0.0,81.36,80.0,0.0,0.0,0.0,43.48,66.67,80.0,0.0275654620195753,0.0,0.0,1.003717472118959,0.0238810784386617,0.3345724907063197,0.6691449814126395,0.3345724907063197,0.0225468368029739,9.033457249070633,DM/CM,65,35,48,48,61,59,11,24,63,22,26,35,35,52,50,39,35,54,22,80,39,52,41,46,50,52,39,91,35,22,39,30,83,74,26,13,26,48,52,37,7,4,4,39,52,35,26,26,43,48,11,13,61,22,26,35,35,35,35,39,35,52,22,70,35,52,41,46,50,52,39,91,35,22,39,30,83,74,13,13,26,35,35,30,4,4,4,13,Swiss Super League
Basel,5u18kvqiqhup2vd345dci1069,fbjasct9bn38u39mbgafcm7e,N. Vouilloz,Nicolas Vouilloz,25,Defender,Switzerland,Defender,27.0,0.0,18.0,3.0,45.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,90.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,75.0,0.0,0.0,0.0,64.71,66.67,42.86,0.0,0.04720871904607,0.0,0.0,0.0,0.0,6.0,4.0,0.11464458,24.0,27.0,0.0,18.0,3.0,45.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,75.0,0.0,0.0,0.0,64.71,66.67,42.86,0.0,0.04720871904607,0.0,0.0,0.0,0.0,6.0,4.0,0.11464458,24.0,CB,20,43,25,20,11,7,75,16,16,43,43,23,23,34,7,39,7,41,34,52,23,46,48,45,52,52,89,98,43,34,39,64,62,25,20,68,45,25,25,32,52,41,46,32,39,43,86,57,61,27,93,16,16,43,43,23,23,96,18,39,7,86,34,89,82,46,48,45,52,52,89,98,43,34,39,64,62,25,20,82,45,25,25,32,100,80,89,71,Swiss Super League
Lausanne-Sport,96jxcq0onij7zd9rwwkal8q1l,187qa5icsve3oak3t90r6rhsl,M. Poaty,Morgan Poaty,29,Defender,Congo,Defender,50.0,2.0,77.0,6.0,125.0,4.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,21.0,9.0,360.0,0.0,2.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,75.3,23.08,40.0,66.67,0.0,72.41,57.14,60.0,0.0246118517733998,0.193117143551399,1.0,11.0,0.2297663,3.0,8.0,6.0,0.3009892,39.0,12.5,0.5,19.25,1.5,31.25,1.0,0.5,0.25,0.0,0.25,0.0,0.75,0.75,5.25,2.25,0.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,75.3,23.08,40.0,66.67,0.0,72.41,57.14,60.0,0.0061529629433499,0.0482792858878497,0.25,2.75,0.057441575,0.75,2.0,1.5,0.0752473,9.75,LB/LCB,76,60,100,74,86,64,64,43,29,64,36,71,69,100,74,36,57,100,81,90,62,50,48,50,50,50,43,19,88,86,36,95,76,55,24,62,71,100,100,88,76,38,62,62,38,52,76,43,48,52,57,19,29,52,36,48,48,76,29,36,33,90,62,76,38,50,48,50,50,50,43,19,88,86,36,95,76,55,24,57,62,90,86,71,38,14,38,29,Swiss Super League
Lausanne-Sport,96jxcq0onij7zd9rwwkal8q1l,1n0y675l767w55pipq5lgj1zp,F. Mollet,Florent Mollet,34,Midfielder,France,Midfielder,29.0,2.0,54.0,7.0,81.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,209.0,2.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,84.38,77.78,28.57,0.0,66.67,46.15,50.0,66.67,0.2681724922240886,0.3198288189782298,1.0,2.0,0.03870264,3.0,9.0,9.0,0.14871447,40.0,12.48803827751196,0.8612440191387559,23.253588516746408,3.014354066985646,34.880382775119614,0.8612440191387559,1.7224880382775118,1.2918660287081338,0.8612440191387559,0.4306220095693779,0.0,0.0,0.0,2.583732057416268,0.8612440191387559,0.8612440191387559,2.583732057416268,0.4306220095693779,0.0,0.8612440191387559,0.8612440191387559,0.0,0.0,0.8612440191387559,0.0,0.0,84.38,77.78,28.57,0.0,66.67,46.15,50.0,66.67,0.1154809775127654,0.1377253287466061,0.4306220095693779,0.8612440191387559,0.0166662086124401,1.2918660287081338,3.8755980861244015,3.8755980861244015,0.0640397239234449,17.22488038277512,CM/AM,65,54,67,83,69,63,42,27,50,31,15,8,8,13,69,54,54,19,15,42,67,52,35,90,52,52,69,96,44,15,83,38,71,38,31,42,38,27,23,73,73,62,23,69,77,54,77,92,81,65,38,31,54,35,15,8,8,12,81,62,54,19,15,42,73,52,35,92,52,52,69,96,44,15,83,38,71,38,46,42,38,23,23,77,81,73,23,81,Swiss Super League
Lausanne-Sport,96jxcq0onij7zd9rwwkal8q1l,2xet9j8jfhv9ypt6jfojlwogl,O. Custodio,Olivier Custodio,31,Midfielder,Switzerland,Midfielder,67.0,1.0,70.0,9.0,136.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,10.0,4.0,293.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,87.18,50.0,14.29,0.0,0.0,38.46,66.67,20.0,0.2009473463318708,0.0601132487607896,1.0,4.0,0.09232929,2.0,16.0,13.0,0.2770654999999999,67.0,20.580204778157,0.3071672354948805,21.50170648464164,2.7645051194539247,41.77474402730376,0.6143344709897611,0.3071672354948805,0.9215017064846416,0.0,0.9215017064846416,0.3071672354948805,0.0,0.0,3.0716723549488054,1.2286689419795225,0.0,0.3071672354948805,0.9215017064846416,0.0,0.3071672354948805,0.6143344709897611,0.0,0.0,0.0,0.0,0.0,87.18,50.0,14.29,0.0,0.0,38.46,66.67,20.0,0.061724440852793,0.0184648204384677,0.3071672354948805,1.2286689419795225,0.0283605327645051,0.6143344709897611,4.914675767918089,3.993174061433447,0.0851054436860068,20.580204778157,CM/AM,100,40,85,98,96,63,12,27,12,75,46,8,8,44,88,12,6,54,15,15,67,52,35,21,52,52,81,46,38,15,12,23,92,8,19,15,38,42,38,52,94,83,46,96,96,35,54,88,96,50,12,19,12,65,38,8,8,19,88,12,4,42,15,12,50,52,35,21,52,52,81,46,38,15,12,23,92,8,19,15,23,42,38,35,92,77,38,96,Swiss Super League
Lausanne-Sport,96jxcq0onij7zd9rwwkal8q1l,30oup47g0i12cvub12r7kmxd6,B. Soppy,Brandon Soppy,24,Defender,France,Defender,55.0,0.0,67.0,7.0,122.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,30.0,7.0,360.0,0.0,4.0,6.0,3.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,77.22,38.89,0.0,60.0,0.0,65.22,0.0,63.16,0.0,0.05583857232993,0.0,3.0,0.07204563,3.0,13.0,14.0,0.36323623,59.0,13.75,0.0,16.75,1.75,30.5,0.5,0.25,0.0,0.0,0.0,0.0,1.25,1.5,7.5,1.75,0.0,1.0,1.5,0.75,3.0,1.5,0.25,0.0,0.0,0.0,0.0,77.22,38.89,0.0,60.0,0.0,65.22,0.0,63.16,0.0,0.0139596430824825,0.0,0.75,0.0180114075,0.75,3.25,3.5,0.0908090575,14.75,RB/RCB,69,22,88,59,81,47,38,12,19,34,41,81,84,94,50,28,62,100,78,94,75,94,38,47,53,53,38,50,22,69,28,88,16,44,12,38,34,41,38,75,84,81,50,81,56,22,88,28,75,34,31,12,19,34,41,72,75,88,34,28,38,81,75,94,41,91,38,47,53,53,38,50,22,69,28,88,16,44,12,31,34,34,38,72,84,62,44,62,Swiss Super League
