Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total aerial won_Total,total duels won_Total,total mins played,total was fouled_Total,total accurate cross_Total,total accurate long balls_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total effective clearance_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total won tackle_Total,total won contest_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total aerial won_p90,total duels won_p90,total was fouled_p90,total accurate cross_p90,total accurate long balls_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won tackle_p90,total won contest_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total duels won_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total accurate long balls_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won tackle_TotalPR,total won contest_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total duels won_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total accurate long balls_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won tackle_p90PR,total won contest_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,3bf4r3xgrs0ttlhgzb93as5t6,M. Julø,Mads Julø,28.0,Defender,Denmark,Defender,21.0,20.0,39.0,1.0,13.0,145.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,4.0,4.0,5.0,0.0,2.0,2.0,12.0,2.0,3.0,0.0,0.0,0.0,69.64,30.0,11.11,75.0,100.0,59.09,50.0,50.0,0.2543943111274125,0.2835302656139866,0.0,3.0,0.1031065799999999,0.0,1.0,3.0,0.38364052,10.0,13.034482758620689,12.413793103448276,24.20689655172414,0.6206896551724138,8.068965517241379,3.103448275862069,1.2413793103448276,1.862068965517241,1.2413793103448276,1.2413793103448276,0.6206896551724138,0.6206896551724138,0.0,2.4827586206896552,2.4827586206896552,3.103448275862069,0.0,1.2413793103448276,1.2413793103448276,7.448275862068965,1.2413793103448276,1.862068965517241,0.0,0.0,0.0,69.64,30.0,11.11,75.0,100.0,59.09,50.0,50.0,0.1578999172514974,0.1759843027948882,0.0,1.862068965517241,0.0639971875862068,0.0,0.6206896551724138,1.862068965517241,0.2381217020689655,6.206896551724138,CB,6,11,6,4,31,86,86,17,67,39,28,74,33,88,88,7,38,15,83,88,31,90,43,42,51,3,19,83,89,96,53,35,28,44,75,32,65,81,22,17,21,44,14,8,28,6,11,92,100,92,31,83,72,53,92,33,97,97,19,38,44,100,100,81,100,43,42,51,3,19,83,89,96,53,35,28,83,92,32,86,92,22,22,28,86,17,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,Sebastian Larsen,22.0,Defender,Denmark,Defender,31.0,32.0,60.0,2.0,11.0,224.0,5.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,8.0,0.0,2.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,73.17,38.46,60.0,20.0,0.0,42.31,40.0,66.67,0.1603721210661926,0.247416790140322,3.0,3.0,0.08590642,2.0,4.0,6.0,0.5744872900000001,24.0,12.455357142857142,12.857142857142858,24.107142857142858,0.8035714285714286,4.419642857142857,2.008928571428571,1.2053571428571428,2.008928571428571,1.2053571428571428,1.2053571428571428,0.8035714285714286,0.4017857142857143,0.4017857142857143,2.008928571428571,2.008928571428571,3.2142857142857144,0.0,0.8035714285714286,0.0,2.8125,0.8035714285714286,0.4017857142857143,0.0,0.0,0.0,73.17,38.46,60.0,20.0,0.0,42.31,40.0,66.67,0.0644352272140952,0.0994085317528079,1.2053571428571428,1.2053571428571428,0.0345159723214285,0.8035714285714286,1.6071428571428572,2.4107142857142856,0.2308207861607143,9.642857142857142,RB/RCB,46,38,38,19,42,69,85,38,62,69,73,77,88,88,88,46,46,31,42,73,42,62,42,38,54,23,54,100,54,42,23,23,50,54,62,92,50,54,46,27,38,77,42,31,31,23,23,54,92,96,38,69,81,81,88,92,100,100,54,46,38,42,92,46,62,42,38,54,23,54,100,54,42,23,23,50,69,69,100,54,54,46,23,31,85,31,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,William Glindtvad,19.0,Defender,Denmark,Defender,54.0,23.0,77.0,5.0,11.0,188.0,5.0,0.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,8.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,83.7,66.67,0.0,0.0,33.33,61.11,0.0,0.0,0.2022341417090677,0.0,1.0,1.0,0.04066992,3.0,7.0,7.0,0.17244354,45.0,25.85106382978724,11.01063829787234,36.86170212765957,2.3936170212765955,5.26595744680851,2.3936170212765955,0.0,2.872340425531915,0.0,1.4361702127659577,0.9574468085106382,0.4787234042553191,0.0,0.4787234042553191,0.4787234042553191,3.829787234042553,0.0,0.9574468085106382,0.4787234042553191,1.4361702127659577,0.0,0.0,0.0,0.0,0.0,83.7,66.67,0.0,0.0,33.33,61.11,0.0,0.0,0.0968142167756175,0.0,0.4787234042553191,0.4787234042553191,0.0194696425531914,1.4361702127659577,3.351063829787234,3.351063829787234,0.0825527585106383,21.54255319148936,CB,25,18,22,31,18,86,40,29,19,54,51,74,33,46,46,19,38,15,57,35,4,28,43,42,51,58,100,40,28,62,67,6,4,36,21,75,38,50,88,42,33,28,25,44,22,33,47,61,92,40,56,19,83,72,86,33,64,64,31,38,28,83,56,4,28,43,42,51,58,100,40,28,62,67,6,4,56,21,92,50,72,89,44,42,39,42,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,Nicklas Schmidt,30.0,Midfielder,Denmark,Midfielder,46.0,27.0,73.0,0.0,7.0,127.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,78.49,41.67,0.0,50.0,0.0,36.84,0.0,75.0,0.0,0.0448404123455509,0.0,2.0,0.04540798,0.0,8.0,7.0,0.11618696,23.0,32.59842519685039,19.133858267716533,51.732283464566926,0.0,4.960629921259843,1.4173228346456692,0.0,3.543307086614173,0.7086614173228346,0.0,0.0,0.0,0.0,1.4173228346456692,1.4173228346456692,2.8346456692913384,0.0,0.0,0.0,0.7086614173228346,2.125984251968504,0.7086614173228346,0.0,0.0,0.0,78.49,41.67,0.0,50.0,0.0,36.84,0.0,75.0,0.0,0.0317766701661384,0.0,1.4173228346456692,0.0321788834645669,0.0,5.669291338582677,4.960629921259843,0.0823372157480314,16.299212598425196,DM/CM,33,4,17,8,12,23,29,38,19,10,23,17,21,42,42,31,42,4,27,21,35,50,40,52,52,17,33,29,75,27,12,12,79,10,12,21,23,21,10,17,8,8,8,96,25,75,8,54,75,29,75,46,10,23,17,21,58,58,83,42,4,27,29,83,75,40,52,52,17,33,29,75,27,12,12,79,10,25,21,42,38,10,75,62,17,25,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,5x7mnku7nky0ojwfvmmqphl3o,N. Kretzschmar,Noah Kretzschmar,18.0,Attacker,Denmark,Striker,6.0,6.0,12.0,2.0,6.0,139.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,63.16,0.0,0.0,0.0,33.33,28.57,22.22,50.0,0.810372418915303,0.0848896569410936,0.0,1.0,0.03511326,0.0,0.0,1.0,0.08454483,5.0,3.884892086330935,3.884892086330935,7.76978417266187,1.2949640287769784,3.884892086330935,0.0,0.0,0.0,0.6474820143884892,3.884892086330935,3.884892086330935,0.0,1.2949640287769784,0.6474820143884892,0.6474820143884892,0.0,0.6474820143884892,0.0,1.2949640287769784,4.532374100719425,1.2949640287769784,0.0,0.0,0.0,0.0,63.16,0.0,0.0,0.0,33.33,28.57,22.22,50.0,0.524701566204153,0.054964526076967,0.0,0.6474820143884892,0.0227352043165467,0.0,0.0,0.6474820143884892,0.0547412568345323,3.237410071942446,ST,7,4,4,30,11,6,37,15,13,30,52,9,54,11,9,11,61,28,46,22,69,9,37,52,50,19,15,37,9,44,11,26,30,56,22,17,9,7,11,7,7,22,6,33,4,7,44,37,6,37,15,33,81,89,9,93,19,19,11,85,28,67,56,93,9,37,52,50,19,15,37,9,44,11,26,30,85,44,17,15,22,11,7,22,56,22,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,5z7y55t2o577r8ki3i5855as,J. Witt,Jonathan Witt,33.0,Defender,Denmark,Defender,193.0,139.0,332.0,22.0,38.0,450.0,5.0,0.0,38.0,5.0,7.0,6.0,1.0,3.0,1.0,1.0,31.0,0.0,16.0,2.0,10.0,6.0,1.0,1.0,0.0,0.0,84.26,55.88,0.0,100.0,28.57,77.55,68.75,60.0,0.927210376838,0.4538376728070215,1.0,2.0,0.04336653,1.0,45.0,52.0,1.2778656299999998,239.0,38.6,27.8,66.4,4.4,7.6,1.0,0.0,7.6,1.0,1.4,1.2,0.2,0.6,0.2,0.2,6.2,0.0,3.2,0.4,2.0,1.2,0.2,0.2,0.0,0.0,84.26,55.88,0.0,100.0,28.57,77.55,68.75,60.0,0.1854420753676,0.0907675345614043,0.2,0.4,0.008673306,0.2,9.0,10.4,0.2555731259999999,47.8,CB,93,97,100,93,97,86,40,99,92,89,93,74,97,46,46,81,38,100,83,81,94,65,92,42,51,61,86,40,96,58,100,94,39,94,89,75,53,56,53,100,99,100,100,85,92,97,83,89,72,40,99,79,78,83,65,92,38,38,67,38,94,74,72,76,57,88,42,51,61,86,40,96,58,100,94,39,89,83,67,44,44,53,97,99,92,100,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,9gr9rdahnavv0irjauh5xim8k,M. Munck,Magnus Munck,21.0,Midfielder,Denmark,Midfielder,60.0,79.0,131.0,1.0,22.0,332.0,6.0,8.0,13.0,6.0,4.0,1.0,3.0,1.0,11.0,11.0,3.0,1.0,4.0,1.0,3.0,5.0,3.0,0.0,0.0,0.0,83.44,68.42,30.77,27.27,25.0,44.0,20.0,41.67,0.2326695793676824,0.7224960110431005,1.0,5.0,0.11769516,3.0,15.0,16.0,0.2493860799999999,55.0,16.265060240963855,21.415662650602407,35.51204819277108,0.2710843373493976,5.9638554216867465,1.6265060240963851,2.1686746987951806,3.5240963855421685,1.6265060240963851,1.0843373493975903,0.2710843373493976,0.8132530120481927,0.2710843373493976,2.9819277108433733,2.9819277108433733,0.8132530120481927,0.2710843373493976,1.0843373493975903,0.2710843373493976,0.8132530120481927,1.355421686746988,0.8132530120481927,0.0,0.0,0.0,83.44,68.42,30.77,27.27,25.0,44.0,20.0,41.67,0.0630730787442512,0.1958573523912019,0.2710843373493976,1.355421686746988,0.0319053144578313,0.8132530120481927,4.066265060240964,4.337349397590361,0.0676046602409638,14.909638554216867,CM/AM,81,58,73,25,88,67,90,96,60,38,19,71,50,88,88,62,77,77,27,12,79,63,37,50,50,62,81,67,27,25,35,23,27,27,77,44,37,27,46,65,65,31,58,81,50,65,27,69,62,100,100,38,35,15,62,46,85,81,50,81,69,19,15,81,50,37,50,50,62,81,67,27,25,35,23,27,19,69,31,19,19,46,62,54,23,58,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,Berzan Kücükylidiz,25.0,Midfielder,Denmark,Midfielder,59.0,69.0,127.0,3.0,21.0,210.0,10.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,85.81,50.0,33.33,100.0,0.0,58.33,75.0,28.57,0.1044438049403961,0.0849129248536378,1.0,9.0,0.18240655,1.0,18.0,19.0,0.29629619,72.0,25.285714285714285,29.57142857142857,54.42857142857142,1.2857142857142856,9.0,4.285714285714286,0.4285714285714285,3.4285714285714284,0.8571428571428571,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,2.142857142857143,0.0,1.2857142857142856,0.0,0.8571428571428571,0.8571428571428571,0.4285714285714285,0.0,0.0,0.0,85.81,50.0,33.33,100.0,0.0,58.33,75.0,28.57,0.0447616306887411,0.0363912535087019,0.4285714285714285,3.8571428571428568,0.0781742357142857,0.4285714285714285,7.7142857142857135,8.142857142857142,0.1269840814285714,30.85714285714285,DM/CM,50,44,52,56,75,98,62,60,42,40,58,44,56,25,25,44,42,48,27,29,21,50,40,52,52,67,56,67,98,27,58,94,8,25,25,54,65,54,33,54,60,38,54,88,88,88,75,100,100,77,71,67,54,75,50,71,35,35,62,42,67,27,46,40,67,40,52,52,67,56,67,98,27,58,94,8,46,29,71,96,79,42,96,96,62,92,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,Rezan Corlu,29.0,Attacker,Denmark,Striker,17.0,57.0,74.0,0.0,15.0,249.0,5.0,0.0,4.0,2.0,10.0,4.0,6.0,3.0,13.0,13.0,7.0,1.0,0.0,4.0,13.0,5.0,5.0,0.0,0.0,0.0,75.51,66.67,0.0,38.46,40.0,48.39,0.0,100.0,0.64028376707167,0.1416006816066422,5.0,6.0,0.13023223,2.0,5.0,8.0,0.17776052,30.0,6.144578313253012,20.602409638554217,26.74698795180723,0.0,5.421686746987952,1.8072289156626504,0.0,1.4457831325301205,0.7228915662650602,3.614457831325301,1.4457831325301205,2.1686746987951806,1.0843373493975903,4.698795180722891,4.698795180722891,2.5301204819277108,0.3614457831325301,0.0,1.4457831325301205,4.698795180722891,1.8072289156626504,1.8072289156626504,0.0,0.0,0.0,75.51,66.67,0.0,38.46,40.0,48.39,0.0,100.0,0.2314278676162662,0.0511809692554128,1.8072289156626504,2.1686746987951806,0.0470718903614457,0.7228915662650602,1.8072289156626504,2.891566265060241,0.0642507903614457,10.843373493975903,ST,50,78,69,6,52,59,37,83,30,59,28,89,76,100,100,89,61,28,67,44,94,93,37,52,50,59,57,37,48,61,81,6,83,41,30,85,59,41,54,67,69,56,67,74,85,85,6,69,81,37,81,37,74,48,100,89,100,100,93,78,28,78,63,100,96,37,52,50,59,57,37,48,61,81,6,83,52,41,100,81,56,63,67,74,59,81,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,c119s9yebqgzdc4qrvvjw5bmc,A. Høyer,Andreas Høyer,20.0,Defender,Denmark,Defender,41.0,53.0,93.0,3.0,15.0,225.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,75.0,11.11,33.33,0.0,0.0,62.5,0.0,100.0,0.0006065889965792,0.408033733428575,0.0,10.0,0.28324548,5.0,2.0,8.0,0.5025234699999999,30.0,16.4,21.2,37.2,1.2,6.0,1.2,0.4,0.8,1.6,0.0,0.0,0.0,0.0,0.8,0.8,0.4,0.0,0.8,0.0,0.0,3.6,0.0,0.0,0.0,0.0,75.0,11.11,33.33,0.0,0.0,62.5,0.0,100.0,0.0002426355986316,0.16321349337143,0.0,4.0,0.1132981919999999,2.0,0.8,3.2,0.2010093879999999,12.0,LB/LCB,25,33,33,46,46,33,21,25,50,17,25,29,25,46,38,8,50,50,38,12,88,25,38,42,54,42,25,71,25,38,83,12,96,25,50,25,58,58,67,25,25,50,25,75,75,67,50,100,58,29,33,75,17,25,29,25,67,58,12,50,58,38,12,100,25,38,42,54,42,25,71,25,38,83,12,96,25,75,25,92,92,92,25,42,75,42,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,cqqkcrvqu2k0tmbtkvtcdk5jo,J. Sigurðsson,Jakob Sigurdsson,19.0,Attacker,Iceland,Striker,16.0,24.0,40.0,17.0,25.0,429.0,6.0,0.0,0.0,5.0,7.0,6.0,1.0,3.0,3.0,3.0,6.0,1.0,2.0,3.0,25.0,0.0,2.0,0.0,0.0,0.0,63.49,0.0,0.0,66.67,42.86,54.35,65.38,0.0,0.6815764091210241,0.5273785636295767,2.0,6.0,0.24095859,1.0,1.0,2.0,0.1925299,7.0,3.3566433566433567,5.034965034965035,8.391608391608392,3.5664335664335667,5.244755244755245,1.2587412587412588,0.0,0.0,1.048951048951049,1.4685314685314683,1.2587412587412588,0.2097902097902098,0.6293706293706294,0.6293706293706294,0.6293706293706294,1.2587412587412588,0.2097902097902098,0.4195804195804196,0.6293706293706294,5.244755244755245,0.0,0.4195804195804196,0.0,0.0,0.0,63.49,0.0,0.0,66.67,42.86,54.35,65.38,0.0,0.1429880578575575,0.1106388595027084,0.4195804195804196,1.2587412587412588,0.0505507531468531,0.2097902097902098,0.2097902097902098,0.4195804195804196,0.0403908881118881,1.4685314685314683,ST,43,31,35,89,85,72,37,15,80,41,52,30,76,24,22,81,61,83,56,93,9,46,37,52,50,22,15,37,81,67,93,100,9,48,85,46,59,78,33,17,20,59,13,30,7,15,81,63,52,37,15,67,26,33,19,56,11,11,70,52,67,48,78,9,41,37,52,50,22,15,37,81,67,93,100,9,26,78,41,48,59,30,15,11,44,4,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,Rasmus Thelander,35.0,Defender,Denmark,Defender,146.0,93.0,239.0,15.0,16.0,435.0,1.0,0.0,11.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,34.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,87.55,45.83,0.0,0.0,50.0,53.33,60.0,0.0,0.290255741366749,0.0,0.0,0.0,0.0,0.0,24.0,32.0,0.5476712199999993,167.0,30.20689655172414,19.24137931034483,49.44827586206897,3.103448275862069,3.310344827586208,0.2068965517241379,0.0,2.2758620689655173,0.0,0.4137931034482759,0.4137931034482759,0.0,0.2068965517241379,0.4137931034482759,0.4137931034482759,7.03448275862069,0.0,0.4137931034482759,0.2068965517241379,1.0344827586206895,0.0,0.0,0.0,0.0,0.0,87.55,45.83,0.0,0.0,50.0,53.33,60.0,0.0,0.0600529120069135,0.0,0.0,0.0,0.0,0.0,4.965517241379311,6.620689655172415,0.1133112868965516,34.55172413793104,CB,72,68,75,81,47,31,40,58,19,39,51,31,75,68,67,85,38,15,57,53,4,28,43,42,51,86,67,40,28,78,22,58,4,50,21,32,15,15,22,78,85,64,81,67,56,67,64,19,33,40,36,19,28,39,31,72,61,61,81,38,11,58,42,4,28,43,42,51,86,67,40,28,78,22,58,4,36,21,32,15,15,22,67,81,64,72,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,e0u730to91qqtvvx16uhajz10,S. Jalaei,Saman Sebastean Jalaei,20.0,Attacker,Denmark,Striker,35.0,55.0,89.0,1.0,19.0,354.0,14.0,1.0,5.0,5.0,17.0,11.0,6.0,5.0,7.0,7.0,1.0,2.0,1.0,9.0,20.0,0.0,2.0,0.0,0.0,0.0,87.25,71.43,10.0,28.57,52.94,48.72,0.0,0.0,1.478247004072108,0.4229416043075463,6.0,16.0,0.4482625999999999,4.0,7.0,11.0,0.4764812600000001,31.0,8.898305084745763,13.983050847457628,22.6271186440678,0.2542372881355932,4.830508474576272,3.5593220338983054,0.2542372881355932,1.2711864406779665,1.2711864406779665,4.322033898305085,2.796610169491525,1.5254237288135597,1.2711864406779665,1.779661016949153,1.779661016949153,0.2542372881355932,0.5084745762711864,0.2542372881355932,2.288135593220339,5.084745762711865,0.0,0.5084745762711864,0.0,0.0,0.0,87.25,71.43,10.0,28.57,52.94,48.72,0.0,0.0,0.375825509509858,0.1075275265188677,1.5254237288135597,4.067796610169491,0.1139650677966101,1.0169491525423728,1.779661016949153,2.796610169491525,0.1211393033898305,7.88135593220339,LW,86,57,57,21,57,86,43,86,71,100,100,71,86,64,43,36,86,43,100,71,29,57,36,57,50,71,86,43,57,86,71,14,29,100,71,71,71,71,50,86,71,86,71,86,43,57,14,57,100,43,86,57,100,100,71,86,29,14,29,86,43,100,57,29,57,36,57,50,71,86,43,57,86,71,14,29,100,43,71,71,71,29,86,86,86,71,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,Mikkel Mouritz Jensen,29.0,Midfielder,Denmark,Midfielder,95.0,94.0,189.0,1.0,8.0,405.0,1.0,0.0,17.0,4.0,7.0,0.0,7.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,84.75,53.12,0.0,0.0,42.86,40.0,14.29,50.0,0.3819222558907202,0.2171113125184151,6.0,2.0,0.04347372,1.0,21.0,22.0,0.40978896,90.0,21.11111111111111,20.88888888888889,42.0,0.2222222222222222,1.7777777777777777,0.2222222222222222,0.0,3.7777777777777777,0.8888888888888888,1.5555555555555556,0.0,1.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,2.2222222222222223,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,84.75,53.12,0.0,0.0,42.86,40.0,14.29,50.0,0.08487161242016,0.0482469583374255,1.3333333333333333,0.4444444444444444,0.0096608266666666,0.2222222222222222,4.666666666666667,4.888888888888889,0.0910642133333333,20.0,DM/CM,77,62,71,23,21,12,29,90,71,88,23,94,56,25,25,83,92,19,88,8,35,19,40,52,52,58,62,29,19,79,29,25,33,71,46,98,23,17,33,69,73,46,62,54,50,46,21,4,8,29,88,71,88,23,96,50,21,21,67,96,8,92,8,17,19,40,52,52,58,62,29,19,79,29,25,33,71,42,100,17,12,25,50,58,33,42,Danish 2nd Tier
Hillerød,aqtkb4mgrz8c6iqfufj6qjbv9,khqldwfq14b7giakss24l9t5,K. Enghardt,Kasper Enghardt,34.0,Defender,Denmark,Defender,35.0,38.0,73.0,3.0,9.0,202.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,72.28,13.33,0.0,0.0,0.0,64.29,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.594059405940596,16.93069306930693,32.524752475247524,1.3366336633663367,4.00990099009901,0.0,0.0,0.8910891089108911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5643564356435644,0.0,1.3366336633663367,0.0,0.4455445544554455,2.227722772277228,0.0,0.0,0.0,0.0,72.28,13.33,0.0,0.0,0.0,64.29,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,8,42,17,17,11,8,40,10,19,10,10,31,33,15,15,19,38,29,21,14,85,28,43,42,51,6,6,40,28,21,78,6,78,8,21,32,15,15,22,8,8,7,7,14,47,19,28,28,8,40,6,19,10,10,31,33,15,15,25,38,47,21,17,94,28,43,42,51,6,6,40,28,21,78,6,78,8,21,32,15,15,22,8,8,7,7,Danish 2nd Tier
Hobro,b2vft81kyjurzbmekvgrqwr64,2qedb8t85t1ieeed9613c9crt,C. Enemark,Christian Enemark,27.0,Defender,Denmark,Defender,71.0,69.0,137.0,6.0,12.0,450.0,1.0,3.0,10.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,16.0,0.0,4.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,76.54,32.26,60.0,0.0,0.0,35.29,42.86,80.0,0.2261724289376662,0.2949569329384831,1.0,2.0,0.04282587,1.0,21.0,18.0,0.7482549099999998,78.0,14.2,13.8,27.4,1.2,2.4,0.2,0.6,2.0,0.4,0.6,0.2,0.4,0.0,0.2,0.2,3.2,0.0,0.8,0.0,1.4,0.8,0.0,0.0,0.0,0.0,76.54,32.26,60.0,0.0,0.0,35.29,42.86,80.0,0.0452344857875332,0.0589913865876966,0.2,0.4,0.008565174,0.2,4.2,3.6,0.1496509819999999,15.6,CB,36,50,42,36,24,31,90,51,67,54,28,90,33,46,46,44,38,42,21,64,69,28,43,42,51,8,22,96,28,21,3,19,72,42,78,75,53,53,53,65,57,86,40,11,39,11,21,3,24,83,33,61,42,22,83,33,38,38,22,38,22,21,51,47,28,43,42,51,8,22,96,28,21,3,19,72,28,72,67,44,42,53,57,47,78,22,Danish 2nd Tier
