Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total ontarget attempt_Total,total accurate cross_Total,total attempts obox_Total,total won contest_Total,total big chances saved_Total,total direct corner goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total ontarget attempt_p90,total accurate cross_p90,total attempts obox_p90,total won contest_p90,total big chances saved_p90,total direct corner goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total accurate cross_TotalPR,total attempts obox_TotalPR,total won contest_TotalPR,total big chances saved_TotalPR,total direct corner goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total accurate cross_p90PR,total attempts obox_p90PR,total won contest_p90PR,total big chances saved_p90PR,total direct corner goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Cambuur,ears40cp6opsgvhsy0dgyszpd,1y0a3f7erint69gz9anavkz6c,M. Costarelli,Morgan Costarelli,21,Defender,France,Defender,26.0,38.0,1.0,64.0,1.0,7.0,1.0,3.0,135.0,5.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.43,50.0,0.0,0.0,0.0,43.75,25.0,80.0,0.1459630841292141,0.173142052952447,1.0,6.0,0.11564582,6.0,3.0,1.0,0.13810969,26.0,17.333333333333332,25.33333333333333,0.6666666666666666,42.66666666666666,0.6666666666666666,4.666666666666667,0.6666666666666666,2.0,3.333333333333333,0.6666666666666666,2.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,91.43,50.0,0.0,0.0,0.0,43.75,25.0,80.0,0.0973087227528094,0.1154280353016313,0.6666666666666666,4.0,0.0770972133333333,4.0,2.0,0.6666666666666666,0.0920731266666666,17.333333333333332,CB,12,53,9,28,14,33,5,64,90,43,87,46,89,73,59,85,70,68,41,30,45,82,37,47,51,51,77,56,45,37,30,15,16,61,57,89,85,85,81,96,34,26,47,29,11,66,9,32,16,57,4,89,100,47,98,46,91,85,73,91,79,77,41,30,45,89,37,47,51,51,77,56,45,37,30,15,16,61,68,94,94,89,89,100,37,24,62,35,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,2w1xj4ixw4hw1cgiz44ihk36c,I. Hamache,Ilyès Hamache,23,Attacker,France,Striker,8.0,33.0,0.0,39.0,1.0,14.0,0.0,1.0,223.0,5.0,3.0,3.0,0.0,2.0,4.0,2.0,3.0,12.0,12.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,78.0,0.0,50.0,33.33,25.0,56.0,33.33,50.0,0.3214390648653858,0.1988492329164171,3.0,12.0,0.2957277899999999,3.0,0.0,7.0,0.41331407,16.0,3.2286995515695067,13.318385650224217,0.0,15.739910313901344,0.4035874439461883,5.650224215246636,0.0,0.4035874439461883,2.0179372197309418,1.210762331838565,1.210762331838565,0.0,0.8071748878923767,1.6143497757847534,0.8071748878923767,1.210762331838565,4.84304932735426,4.84304932735426,0.0,0.4035874439461883,0.8071748878923767,0.8071748878923767,1.6143497757847534,0.0,0.0,0.0,78.0,0.0,50.0,33.33,25.0,56.0,33.33,50.0,0.1297287705734741,0.080253053643397,1.210762331838565,4.84304932735426,0.1193520228699551,1.210762331838565,0.0,2.825112107623318,0.1668083690582959,6.457399103139013,LW,50,55,23,45,45,91,36,64,32,55,77,32,36,50,36,82,91,91,32,50,82,73,73,55,55,55,36,23,95,45,55,64,68,50,45,36,82,73,64,64,18,91,73,64,45,55,23,55,36,73,36,64,18,55,73,32,27,27,27,73,82,82,32,45,73,64,55,55,55,55,36,23,95,45,55,64,68,50,27,27,64,55,55,55,18,64,64,55,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,3srqm69qud5sfy14rgveaeuxg,L. Jetten,Lucas Jetten,19,Defender,Netherlands,Defender,36.0,65.0,2.0,100.0,2.0,12.0,9.0,3.0,217.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,89.29,28.57,25.0,100.0,0.0,60.0,66.67,66.67,0.0744600246512269,0.2459561516272069,0.0,17.0,0.3347821099999999,5.0,12.0,7.0,0.2142463199999998,48.0,14.930875576036868,26.95852534562212,0.8294930875576038,41.474654377880185,0.8294930875576038,4.976958525345623,3.7327188940092166,1.2442396313364057,0.4147465437788019,1.6589861751152075,0.8294930875576038,0.0,1.2442396313364057,0.4147465437788019,0.4147465437788019,0.4147465437788019,1.2442396313364057,1.6589861751152075,0.0,0.0,0.4147465437788019,0.0,1.2442396313364057,0.0,0.0,0.0,89.29,28.57,25.0,100.0,0.0,60.0,66.67,66.67,0.0308820378737807,0.102009463808519,0.0,7.050691244239632,0.1388497230414746,2.0737327188940093,4.976958525345623,2.903225806451613,0.0888579207373271,19.90783410138249,LB/LCB,60,85,25,85,68,82,72,65,28,82,50,35,45,45,57,78,75,82,52,48,32,38,95,50,52,52,95,22,35,92,48,75,95,57,50,45,32,100,95,88,85,50,45,80,70,85,20,85,65,75,70,70,20,80,55,35,45,45,60,80,70,70,52,48,35,38,95,50,52,52,95,22,35,92,48,75,95,57,50,40,32,100,95,90,85,45,40,80,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,4c65gdiaqot7196uavziw4gt0,I. Henstra,Iwan Henstra,19,Attacker,Netherlands,Striker,21.0,42.0,1.0,59.0,1.0,18.0,5.0,0.0,250.0,12.0,2.0,3.0,0.0,5.0,5.0,5.0,2.0,19.0,20.0,0.0,1.0,4.0,0.0,10.0,0.0,0.0,0.0,90.77,50.0,36.36,52.63,20.0,47.37,16.67,60.0,0.3476953667981395,0.6618401973787637,3.0,14.0,0.40876143,1.0,2.0,6.0,0.93378446,19.0,7.56,15.12,0.36,21.24,0.36,6.48,1.8,0.0,4.32,0.72,1.08,0.0,1.8,1.8,1.8,0.72,6.84,7.2,0.0,0.36,1.44,0.0,3.6,0.0,0.0,0.0,90.77,50.0,36.36,52.63,20.0,47.37,16.67,60.0,0.1251703320473302,0.2382624710563549,1.08,5.04,0.1471541147999999,0.36,0.72,2.16,0.3361624056,6.84,RW,85,62,46,73,42,92,92,27,65,42,85,42,77,50,81,62,100,100,38,42,92,12,92,54,54,54,92,65,85,54,42,62,31,69,38,92,65,77,69,31,46,46,100,46,77,54,31,54,31,77,92,27,54,31,77,42,69,38,62,46,100,100,38,23,77,12,92,54,54,54,92,65,85,54,42,62,31,69,38,85,46,69,69,23,38,31,100,46,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,6kxcsg5ipbqdl97nfdoh335lg,I. Baouf,Ismaël Baouf,19,Defender,Morocco,Defender,110.0,85.0,6.0,195.0,6.0,9.0,10.0,6.0,270.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,91.55,42.86,0.0,100.0,100.0,50.0,46.15,100.0,0.1823412889388491,0.0,0.0,13.0,0.2546819,5.0,16.0,19.0,0.20446855,89.0,36.66666666666666,28.33333333333333,2.0,65.0,2.0,3.0,3.333333333333333,2.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,91.55,42.86,0.0,100.0,100.0,50.0,46.15,100.0,0.060780429646283,0.0,0.0,4.333333333333333,0.0848939666666666,1.6666666666666667,5.333333333333333,6.333333333333333,0.0681561833333333,29.666666666666668,CB,87,90,57,91,79,46,61,95,55,17,54,46,30,45,59,37,70,68,41,76,45,36,82,47,51,51,79,39,45,93,93,32,47,84,66,30,37,96,96,93,82,90,60,80,70,72,40,79,59,21,36,89,44,17,32,46,30,32,45,37,56,56,41,64,45,36,78,47,51,51,79,39,45,93,93,32,47,84,49,30,37,94,91,89,72,79,53,63,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,78p3n8qluaev2d82rantcj9ck,W. Kooistra,Wiebe Kooistra,20,Attacker,Netherlands,Striker,29.0,31.0,1.0,59.0,2.0,10.0,6.0,3.0,135.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,89.39,25.0,33.33,40.0,100.0,37.04,40.0,83.33,0.0864458674166548,0.0,1.0,6.0,0.1304094499999999,3.0,10.0,9.0,0.13165509,25.0,19.33333333333333,20.666666666666668,0.6666666666666666,39.333333333333336,1.3333333333333333,6.666666666666667,4.0,2.0,0.0,0.0,3.333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,3.333333333333333,3.333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,89.39,25.0,33.33,40.0,100.0,37.04,40.0,83.33,0.0576305782777698,0.0,0.6666666666666666,4.0,0.0869396333333332,2.0,6.666666666666667,6.0,0.08777006,16.666666666666668,RW,100,50,46,73,81,54,100,88,8,12,100,42,12,12,8,15,46,46,38,42,38,27,42,54,54,54,85,31,77,38,96,31,54,77,15,12,23,50,38,65,100,69,31,69,100,69,46,92,92,85,100,100,8,12,100,42,12,8,8,15,62,54,38,54,54,23,54,54,54,54,85,31,77,38,96,31,54,77,15,12,23,62,54,77,100,92,31,92,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,90vny1388bdhx8103lp9njac4,J. Amofa,Jamal Amofa,27,Defender,Netherlands,Defender,104.0,85.0,11.0,189.0,3.0,17.0,8.0,3.0,262.0,0.0,4.0,7.0,0.0,4.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,89.57,50.0,0.0,80.0,0.0,50.0,50.0,100.0,0.0313329140961945,0.3011323733245989,1.0,8.0,0.17202591,2.0,27.0,24.0,0.5018115499999998,115.0,35.725190839694655,29.198473282442748,3.7786259541984735,64.92366412213741,1.0305343511450382,5.8396946564885495,2.748091603053436,1.0305343511450382,0.0,1.3740458015267176,2.404580152671756,0.0,1.3740458015267176,0.3435114503816794,0.0,0.0,1.717557251908397,1.717557251908397,0.0,0.0,0.0,0.3435114503816794,1.3740458015267176,0.0,0.0,0.0,89.57,50.0,0.0,80.0,0.0,50.0,50.0,100.0,0.0107632147658683,0.1034424183176103,0.3435114503816794,2.748091603053436,0.0590928698473282,0.6870229007633588,9.274809160305344,8.244274809160306,0.1723780133587785,39.50381679389313,CB,83,90,87,89,45,100,45,64,13,91,100,46,96,45,20,37,96,96,41,30,45,82,99,47,51,51,53,56,45,83,30,32,55,84,30,96,85,93,89,79,98,96,94,87,66,77,81,77,36,85,32,62,13,79,96,46,94,38,20,37,96,96,41,30,45,81,98,47,51,51,53,56,45,83,30,32,55,84,30,89,83,87,85,81,89,85,87,77,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,d2g3nqaeldjxd1um0o4k3unmc,S. Bouhoudane,Sami Bouhoudane,18,Attacker,Netherlands,Striker,11.0,11.0,0.0,22.0,4.0,5.0,0.0,0.0,197.0,7.0,1.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,61.11,0.0,0.0,0.0,16.67,35.71,40.0,0.0,0.7120566915065398,0.051636039209458,0.0,0.0,0.0,0.0,1.0,1.0,0.02425282,6.0,5.025380710659898,5.025380710659898,0.0,10.050761421319796,1.8274111675126905,2.284263959390863,0.0,0.0,3.197969543147208,0.4568527918781725,0.0,0.0,0.4568527918781725,2.741116751269036,2.284263959390863,0.0,0.0,0.0,0.0,0.4568527918781725,0.0,0.4568527918781725,0.0,0.0,0.0,0.0,61.11,0.0,0.0,0.0,16.67,35.71,40.0,0.0,0.3253050874902973,0.0235900686743716,0.0,0.0,0.0,0.0,0.4568527918781725,0.4568527918781725,0.0110799685279187,2.741116751269036,ST,53,19,24,32,58,26,18,39,29,32,31,40,26,69,71,18,11,10,23,34,40,56,19,52,52,52,6,24,40,19,23,29,53,31,74,19,13,16,16,23,50,37,26,37,58,19,24,23,55,13,18,39,26,29,31,40,19,68,61,18,11,10,23,26,40,48,19,52,52,52,6,24,40,19,23,29,53,31,61,16,13,16,16,23,45,35,29,32,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,em7ie3i4w6bt476naq80umcd0,S. Vink,Skye Vink,20,Attacker,Netherlands,Striker,22.0,14.0,2.0,36.0,5.0,13.0,1.0,1.0,202.0,5.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,76.6,100.0,0.0,100.0,0.0,54.17,50.0,100.0,0.2046965781731011,0.1916984018548124,1.0,1.0,0.02401521,2.0,0.0,1.0,0.0980008699999999,7.0,9.801980198019802,6.237623762376238,0.8910891089108911,16.03960396039604,2.227722772277228,5.792079207920792,0.4455445544554455,0.4455445544554455,2.227722772277228,0.8910891089108911,0.8910891089108911,0.0,0.8910891089108911,1.3366336633663367,0.4455445544554455,0.8910891089108911,1.7821782178217822,1.7821782178217822,0.0,0.0,0.0,0.8910891089108911,1.7821782178217822,0.0,0.0,0.0,76.6,100.0,0.0,100.0,0.0,54.17,50.0,100.0,0.0912014457206886,0.0854101790442233,0.4455445544554455,0.4455445544554455,0.0106998460396039,0.8910891089108911,0.0,0.4455445544554455,0.043663753960396,3.118811881188119,ST,90,37,85,77,66,76,42,85,16,48,82,40,52,21,13,82,56,56,23,11,40,81,84,52,52,52,58,89,40,95,11,77,69,89,19,65,45,40,40,74,18,37,65,44,94,32,87,68,68,77,35,84,13,45,87,40,50,10,10,81,58,58,23,11,40,79,81,52,52,52,58,89,40,95,11,77,69,89,13,65,45,39,35,74,18,32,58,39,Eredivisie
Cambuur,ears40cp6opsgvhsy0dgyszpd,epkss1rj7z6duqd3axbcm8l0q,N. Souren,Nicky Souren,26,Midfielder,Curaçao,Midfielder,32.0,74.0,7.0,105.0,3.0,12.0,5.0,4.0,270.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,86.07,87.5,100.0,100.0,100.0,75.0,0.0,50.0,0.1814952253488239,0.5227592675510779,1.0,9.0,0.18146081,5.0,9.0,14.0,0.37408383,59.0,10.666666666666666,24.666666666666668,2.333333333333333,35.0,1.0,4.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,86.07,87.5,100.0,100.0,100.0,75.0,0.0,50.0,0.0604984084496079,0.1742530891836926,0.3333333333333333,3.0,0.0604869366666666,1.6666666666666667,3.0,4.666666666666667,0.12469461,19.666666666666668,CM/AM,85,85,96,85,85,83,76,96,30,80,69,81,72,31,39,22,28,26,35,65,43,41,43,52,52,52,52,93,94,91,96,96,30,44,37,74,48,72,63,78,65,81,59,89,56,67,85,67,72,52,72,93,26,65,54,74,54,26,30,22,19,19,35,52,26,22,33,52,52,52,52,93,94,91,96,96,30,44,37,63,37,59,48,67,52,74,48,74,Eredivisie
Heerenveen,4vd2t5schmvvufrfib7f2vjdf,412l28fqhx21ivpcxzn1kpilm,V. Zagaritis,Vasilios Zagaritis,25,Defender,Greece,Defender,44.0,42.0,2.0,83.0,5.0,13.0,11.0,3.0,270.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,93.26,100.0,27.27,80.0,0.0,59.09,62.5,33.33,0.0,0.2057505853341934,0.0,2.0,0.0469833199999999,1.0,7.0,9.0,0.20949664,34.0,14.666666666666666,14.0,0.6666666666666666,27.666666666666668,1.6666666666666667,4.333333333333333,3.6666666666666665,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,93.26,100.0,27.27,80.0,0.0,59.09,62.5,33.33,0.0,0.0685835284447311,0.0,0.6666666666666666,0.0156611066666666,0.3333333333333333,2.333333333333333,3.0,0.0698322133333333,11.333333333333334,LB/LCB,75,65,25,68,100,90,82,65,70,25,20,35,60,18,22,30,90,90,52,48,72,38,100,50,52,52,100,100,40,80,48,70,85,18,20,30,32,48,55,52,52,72,40,62,65,55,10,55,95,70,62,52,65,15,12,35,52,18,22,30,75,75,52,48,60,38,100,50,52,52,100,100,40,80,48,70,85,18,20,30,32,42,50,48,40,55,30,48,Eredivisie
Heerenveen,4vd2t5schmvvufrfib7f2vjdf,5oghztk07za2yuqq4jnav22y2,M. Rivera,Maxence Rivera,24,Midfielder,France,Midfielder,9.0,25.0,3.0,34.0,0.0,3.0,1.0,1.0,98.0,12.0,2.0,0.0,0.0,0.0,8.0,6.0,2.0,3.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,89.47,75.0,0.0,0.0,50.0,33.33,0.0,0.0,0.7283716337506874,0.0,1.0,8.0,0.16025165,1.0,5.0,6.0,0.1077509,13.0,8.26530612244898,22.95918367346939,2.7551020408163267,31.22448979591837,0.0,2.7551020408163267,0.9183673469387756,0.9183673469387756,11.020408163265309,1.8367346938775515,0.0,0.0,0.0,7.346938775510205,5.510204081632653,1.8367346938775515,2.7551020408163267,2.7551020408163267,0.9183673469387756,3.673469387755103,0.0,1.8367346938775515,0.0,0.0,0.0,0.0,89.47,75.0,0.0,0.0,50.0,33.33,0.0,0.0,0.6689127248730803,0.0,0.9183673469387756,7.346938775510205,0.1471698826530612,0.9183673469387756,4.591836734693878,5.510204081632653,0.0989549081632653,11.938775510204083,LM/LCM,100,33,100,33,33,33,50,83,33,67,67,50,33,100,100,50,33,33,83,100,50,67,33,67,67,67,100,100,50,33,100,33,33,67,100,33,33,33,33,33,100,100,33,67,100,67,100,67,33,33,67,100,100,100,67,50,33,100,100,100,33,33,100,100,50,100,33,67,67,67,100,100,50,33,100,33,33,67,100,33,33,33,33,33,100,100,33,100,Eredivisie
Heerenveen,4vd2t5schmvvufrfib7f2vjdf,8jm8a7w3a5b5nzikcom7cvf2s,M. Willemsen,Maas Willemsen,23,Defender,Netherlands,Defender,144.0,77.0,14.0,221.0,3.0,10.0,7.0,2.0,270.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,93.25,66.67,0.0,0.0,100.0,66.67,60.0,75.0,0.1225273106342987,0.0,0.0,4.0,0.08252483,1.0,21.0,18.0,0.3762831399999998,129.0,48.0,25.666666666666668,4.666666666666667,73.66666666666667,1.0,3.333333333333333,2.333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,93.25,66.67,0.0,0.0,100.0,66.67,60.0,75.0,0.0408424368780995,0.0,0.0,1.3333333333333333,0.0275082766666666,0.3333333333333333,7.0,6.0,0.1254277133333332,43.0,CB,100,87,94,96,45,57,38,49,35,79,72,46,30,45,59,37,27,27,41,76,45,36,37,97,51,51,83,87,45,37,93,88,74,55,45,30,37,71,72,69,90,86,87,94,99,68,94,89,30,26,24,37,27,62,54,46,30,32,45,37,27,27,41,64,45,36,37,95,51,51,83,87,45,37,93,88,74,55,38,30,37,68,70,65,81,77,74,79,Eredivisie
Heerenveen,4vd2t5schmvvufrfib7f2vjdf,8y6kxc66t4hurxuz4m4cm388a,L. Oyen,Luca Oyen,23,Attacker,Belgium,Striker,3.0,12.0,0.0,15.0,1.0,10.0,1.0,0.0,103.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,8.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,71.43,0.0,0.0,57.14,100.0,58.82,33.33,0.0,0.1760755305867176,0.0,0.0,2.0,0.05157833,2.0,0.0,1.0,0.02002383,3.0,2.621359223300971,10.485436893203884,0.0,13.106796116504857,0.8737864077669903,8.737864077669903,0.8737864077669903,0.0,1.7475728155339807,3.4951456310679614,0.0,0.0,0.0,1.7475728155339807,1.7475728155339807,0.0,6.116504854368932,6.990291262135923,0.8737864077669903,1.7475728155339807,0.0,0.0,3.4951456310679614,0.0,0.0,0.0,71.43,0.0,0.0,57.14,100.0,58.82,33.33,0.0,0.1538524053670348,0.0,0.0,1.7475728155339807,0.0450684436893203,1.7475728155339807,0.0,0.8737864077669903,0.0174965504854368,2.621359223300971,LW,18,18,23,18,45,50,73,27,9,77,18,32,14,18,36,23,55,68,82,73,32,18,73,55,55,55,27,23,32,73,100,82,68,18,18,14,18,23,27,45,18,18,9,18,18,45,23,27,55,91,73,27,9,100,18,32,14,36,64,23,91,91,91,91,32,18,91,55,55,55,27,23,32,73,100,82,68,18,36,14,18,27,27,73,18,18,9,18,Eredivisie
Heerenveen,4vd2t5schmvvufrfib7f2vjdf,9najgqcaamqj0qtiicuq9hey,R. Meerveld,Ringo Meerveld,23,Midfielder,Netherlands,Midfielder,17.0,46.0,3.0,62.0,0.0,12.0,1.0,0.0,208.0,9.0,4.0,1.0,0.0,6.0,3.0,1.0,0.0,10.0,10.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,86.11,100.0,100.0,70.0,33.33,60.0,0.0,100.0,0.2178448597322546,0.5375218615847602,2.0,11.0,0.3302090299999999,5.0,9.0,6.0,0.4218970999999999,38.0,7.355769230769232,19.90384615384616,1.2980769230769231,26.82692307692308,0.0,5.1923076923076925,0.4326923076923077,0.0,3.8942307692307696,1.7307692307692308,0.4326923076923077,0.0,2.5961538461538463,1.2980769230769231,0.4326923076923077,0.0,4.3269230769230775,4.3269230769230775,0.0,0.4326923076923077,0.4326923076923077,0.8653846153846154,3.028846153846154,0.0,0.0,0.0,86.11,100.0,100.0,70.0,33.33,60.0,0.0,100.0,0.0942597950764563,0.2325815747241751,0.8653846153846154,4.759615384615385,0.1428789072115384,2.1634615384615388,3.8942307692307696,2.5961538461538463,0.1825516298076923,16.442307692307693,CM/AM,37,63,52,52,20,83,33,19,78,80,41,37,83,46,39,22,96,96,35,41,43,70,96,52,52,52,56,98,94,70,43,81,30,91,48,81,70,85,85,78,65,43,70,67,26,52,44,41,20,78,26,19,63,89,33,37,78,41,37,22,89,89,35,41,37,67,100,52,52,52,56,98,94,70,43,81,30,91,44,70,63,78,81,78,59,33,56,67,Eredivisie
Heerenveen,4vd2t5schmvvufrfib7f2vjdf,a76yp8gkkg6frtuhh3d6l46i,D. Proper,Dirk Proper,24,Midfielder,Netherlands,Midfielder,64.0,60.0,1.0,123.0,3.0,8.0,10.0,4.0,246.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,85.42,16.67,100.0,100.0,33.33,47.06,60.0,50.0,0.2056102230954174,0.0731085883476802,0.0,1.0,0.02401521,2.0,4.0,2.0,0.3644298499999999,49.0,23.414634146341463,21.95121951219512,0.3658536585365853,45.0,1.0975609756097562,2.926829268292683,3.658536585365854,1.4634146341463414,0.7317073170731707,0.3658536585365853,0.3658536585365853,0.0,0.3658536585365853,1.0975609756097562,0.0,0.3658536585365853,0.7317073170731707,0.7317073170731707,0.0,0.3658536585365853,0.3658536585365853,1.0975609756097562,0.7317073170731707,0.0,0.0,0.0,85.42,16.67,100.0,100.0,33.33,47.06,60.0,50.0,0.0752232523519819,0.0267470445174439,0.0,0.3658536585365853,0.0087860524390243,0.7317073170731707,1.4634146341463414,0.7317073170731707,0.133327993902439,17.926829268292682,DM/CM,90,66,12,79,78,50,95,86,31,33,33,41,28,72,17,72,57,57,45,60,72,88,76,52,50,50,41,7,95,93,52,45,91,43,66,41,26,21,24,59,38,16,79,67,72,55,10,66,60,31,93,66,28,28,34,41,17,59,17,66,48,45,45,62,76,79,69,52,50,50,41,7,95,93,52,45,91,43,48,34,26,21,21,62,21,10,69,55,Eredivisie
