Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total accurate cross_Total,total assists_Total,total attempts obox_Total,total blocked scoring att_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total accurate cross_p90,total assists_p90,total attempts obox_p90,total blocked scoring att_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,total assists_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Alverca,2f40cprg8nv4stxq2o4yxpx54,eg3mx23k0j077ep5aqfmbfwno,B. Meupiyou,Bastien Meupiyou,20.0,Defender,France,Defender,45.0,30.0,7.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,173.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,88.24,63.64,0.0,0.0,0.0,60.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.41040462427745,15.60693641618497,3.6416184971098255,39.017341040462426,0.0,0.5202312138728323,0.0,0.0,0.0,0.0,3.121387283236994,3.121387283236994,0.0,0.0,0.5202312138728323,1.0404624277456649,0.0,1.560693641618497,0.0,0.0,0.0,0.0,0.0,0.0,88.24,63.64,0.0,0.0,0.0,60.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,79,53,89,63,8,45,37,50,8,8,32,55,50,47,58,66,18,68,13,50,24,47,37,47,95,89,24,18,47,68,13,68,37,21,42,29,29,26,18,18,18,18,95,53,89,89,8,42,37,50,8,8,32,68,50,47,63,68,18,74,13,50,24,47,37,47,95,89,24,18,47,68,13,68,37,21,42,29,29,26,18,18,18,18,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,28di7m86rlpzjuq6m4kg9vhbe,O. Lebedenko,Orest Lebedenko,27.0,Defender,Ukraine,Defender,39.0,31.0,1.0,70.0,4.0,0.0,0.0,0.0,7.0,8.0,10.0,10.0,0.0,205.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,85.37,20.0,0.0,14.29,0.0,47.62,66.67,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.121951219512194,13.609756097560975,0.4390243902439024,30.731707317073173,1.7560975609756098,0.0,0.0,0.0,3.073170731707317,3.5121951219512195,4.390243902439025,4.390243902439025,0.0,0.0,0.0,0.4390243902439024,0.4390243902439024,1.3170731707317074,1.7560975609756098,0.0,0.0,0.0,0.0,0.0,85.37,20.0,0.0,14.29,0.0,47.62,66.67,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,53,58,8,58,82,16,37,50,97,97,50,84,50,47,24,42,45,68,87,50,24,47,37,47,79,8,24,37,47,42,66,68,37,21,42,29,29,26,18,18,18,18,58,42,5,42,89,16,37,50,95,95,63,84,50,47,24,42,37,58,95,50,24,47,37,47,79,8,24,37,47,42,66,68,37,21,42,29,29,26,18,18,18,18,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,José Fontán,26.0,Defender,Spain,Defender,165.0,44.0,15.0,209.0,4.0,0.0,2.0,2.0,0.0,0.0,13.0,27.0,1.0,270.0,2.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,87.08,39.47,0.0,0.0,100.0,61.9,50.0,16.67,0.2214052650145413,0.0,0.0,1.0,0.01870347,0.0,10.0,10.0,0.2543808899999999,120.0,55.0,14.666666666666666,5.0,69.66666666666667,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,4.333333333333333,9.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,87.08,39.47,0.0,0.0,100.0,61.9,50.0,16.67,0.0738017550048471,0.0,0.0,0.3333333333333333,0.00623449,0.0,3.333333333333333,3.333333333333333,0.0847936299999999,40.0,CB,100,60,91,90,52,30,76,85,30,30,78,98,95,99,64,94,32,45,79,96,45,49,41,44,35,38,45,32,99,78,48,28,80,36,44,68,69,34,80,72,75,91,95,48,86,80,34,30,65,76,30,30,71,95,94,98,54,84,32,32,65,94,45,49,41,44,35,38,45,32,99,78,48,28,75,36,44,65,68,34,78,71,70,84,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,37l1sqw1z7gqwd6gfw7nt7j84,T. Fukui,Taichi Fukui,22.0,Midfielder,Japan,Midfielder,79.0,56.0,7.0,133.0,1.0,5.0,3.0,0.0,4.0,5.0,16.0,7.0,0.0,259.0,2.0,1.0,6.0,3.0,3.0,6.0,0.0,2.0,0.0,3.0,0.0,90.48,46.67,50.0,75.0,66.67,59.26,33.33,50.0,0.1701256472745933,0.3824316840733764,3.0,2.0,0.05240351,3.0,11.0,10.0,0.2273093999999999,65.0,27.45173745173745,19.45945945945946,2.4324324324324325,46.21621621621622,0.3474903474903475,1.7374517374517375,1.0424710424710424,0.0,1.38996138996139,1.7374517374517375,5.55984555984556,2.4324324324324325,0.0,0.694980694980695,0.3474903474903475,2.0849420849420848,1.0424710424710424,1.0424710424710424,2.0849420849420848,0.0,0.694980694980695,0.0,1.0424710424710424,0.0,90.48,46.67,50.0,75.0,66.67,59.26,33.33,50.0,0.0591170202884687,0.1328913187899763,1.0424710424710424,0.694980694980695,0.0182097138996139,1.0424710424710424,3.8223938223938223,3.474903474903475,0.0789878223938223,22.586872586872587,DM/CM,94,86,83,94,29,100,83,34,87,91,84,89,47,97,46,100,91,66,96,50,96,49,96,33,76,37,94,77,97,74,41,49,77,100,96,54,54,94,80,81,71,93,89,69,71,77,23,97,80,34,77,86,71,77,47,94,40,91,77,60,89,50,91,49,91,33,76,37,94,77,97,74,41,49,66,100,91,49,51,86,66,66,60,74,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,4fjr74igamnglla1q6njvcley,A. Trezza,Alfonso Trezza,27.0,Attacker,Uruguay,Striker,13.0,14.0,0.0,26.0,0.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,0.0,234.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.29,0.0,16.67,0.0,0.0,31.25,0.0,0.0,0.3186310080547491,0.2453893991914787,0.0,2.0,0.03555943,0.0,2.0,4.0,0.17359449,9.0,5.0,5.384615384615384,0.0,10.0,0.0,1.5384615384615383,0.7692307692307692,0.7692307692307692,0.3846153846153846,0.3846153846153846,1.923076923076923,0.7692307692307692,0.0,0.0,0.7692307692307692,1.1538461538461535,0.0,0.0,0.0,0.0,0.3846153846153846,0.0,0.0,0.0,74.29,0.0,16.67,0.0,0.0,31.25,0.0,0.0,0.122550387713365,0.0943805381505687,0.0,0.7692307692307692,0.0136767038461538,0.0,0.7692307692307692,1.5384615384615383,0.0667671115384615,3.461538461538461,RW,50,12,31,12,12,88,31,44,25,25,19,56,44,19,25,88,19,19,44,50,50,38,31,31,62,31,50,19,19,25,19,19,38,50,38,31,25,31,38,38,25,25,38,12,31,12,12,88,25,38,25,25,12,50,44,19,25,100,19,19,44,50,38,38,31,31,62,31,50,19,19,25,19,19,50,50,38,38,38,31,38,38,25,25,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,56rmdrb8cf96r2e6c8bt5fug9,N. Djouahra,Naïs Djouahra,26.0,Attacker,France,Striker,33.0,42.0,1.0,73.0,0.0,5.0,4.0,2.0,8.0,8.0,6.0,5.0,0.0,270.0,1.0,6.0,0.0,2.0,1.0,9.0,0.0,2.0,3.0,2.0,1.0,81.11,16.67,20.0,25.0,25.0,35.29,0.0,25.0,0.3434374863677434,0.6308289643009524,2.0,5.0,0.1434822,4.0,4.0,9.0,0.61438577,21.0,11.0,14.0,0.3333333333333333,24.33333333333333,0.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.6666666666666665,2.0,1.6666666666666667,0.0,0.3333333333333333,2.0,0.0,0.6666666666666666,0.3333333333333333,3.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,81.11,16.67,20.0,25.0,25.0,35.29,0.0,25.0,0.1144791621225811,0.2102763214336508,0.6666666666666666,1.6666666666666667,0.0478274,1.3333333333333333,1.3333333333333333,3.0,0.2047952566666666,7.0,LW,100,88,38,100,19,88,50,56,69,69,25,100,50,44,88,12,44,62,100,56,62,100,31,62,62,12,75,44,38,12,25,50,50,100,50,88,88,100,50,94,88,88,100,62,12,75,19,88,38,50,62,50,12,100,50,25,88,12,38,50,100,56,62,100,25,50,62,12,75,44,38,12,25,50,50,88,25,88,88,88,50,62,88,38,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,71lya4jkyu0uqacr0pvl0cjmy,Barbero,Iván Martínez Gonzálvez,28.0,Attacker,Spain,Striker,15.0,12.0,1.0,27.0,4.0,0.0,4.0,4.0,3.0,3.0,11.0,3.0,2.0,186.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14,50.0,0.0,0.0,75.0,50.0,44.44,50.0,0.7453733521549385,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0189018,9.0,7.258064516129031,5.806451612903225,0.4838709677419354,13.064516129032256,1.935483870967741,0.0,1.935483870967741,1.935483870967741,1.4516129032258065,1.4516129032258065,5.32258064516129,1.4516129032258065,0.9677419354838708,1.4516129032258065,1.935483870967741,1.4516129032258065,0.0,0.9677419354838708,0.0,0.0,0.0,0.0,0.0,0.0,77.14,50.0,0.0,0.0,75.0,50.0,44.44,50.0,0.3606645252362605,0.0,0.0,0.0,0.0,0.0,0.4838709677419354,0.4838709677419354,0.0091460322580645,4.354838709677419,ST,84,35,54,53,73,9,50,59,43,43,73,81,89,77,32,54,19,73,31,51,35,41,24,26,57,65,35,19,97,73,59,43,78,12,16,15,15,23,46,35,27,53,92,30,57,59,65,9,46,62,43,43,62,89,84,78,16,57,19,62,31,51,35,41,24,26,57,65,35,19,97,73,59,43,81,12,16,15,15,23,46,32,27,49,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,7cd65zsn4cnrilrablg47svmc,Lee Hyun-Ju,Hyun-Ju Lee,23.0,Midfielder,Korea Republic,Midfielder,21.0,21.0,1.0,42.0,0.0,1.0,4.0,3.0,2.0,2.0,6.0,1.0,0.0,204.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,84.0,100.0,0.0,0.0,0.0,28.57,0.0,66.67,0.2921084200310067,0.0811786636448505,2.0,3.0,0.06067815,0.0,4.0,0.0,0.0395088499999999,15.0,9.264705882352942,9.264705882352942,0.4411764705882353,18.529411764705884,0.0,0.4411764705882353,1.7647058823529411,1.3235294117647058,0.8823529411764706,0.8823529411764706,2.647058823529412,0.4411764705882353,0.0,0.0,2.2058823529411766,1.3235294117647058,0.0,0.8823529411764706,0.4411764705882353,0.0,0.0,0.4411764705882353,0.4411764705882353,0.8823529411764706,84.0,100.0,0.0,0.0,0.0,28.57,0.0,66.67,0.1288713617783853,0.0358141163139046,0.8823529411764706,1.3235294117647058,0.0267697720588235,0.0,1.7647058823529411,0.0,0.0174303749999999,6.61764705882353,CM/AM,55,10,29,24,14,17,64,69,26,24,14,36,33,14,31,55,14,45,50,52,24,83,48,83,57,93,24,14,14,5,24,62,38,24,76,45,43,14,43,7,14,19,52,10,24,29,14,19,62,67,24,24,14,38,33,14,33,57,14,48,52,52,24,90,52,86,57,93,24,14,14,5,24,62,48,24,76,36,33,14,48,7,10,14,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,9f83clp1v95kvlxdb376tgbth,Javi Sánchez,Javi Sánchez,29.0,Defender,Spain,Defender,133.0,36.0,12.0,169.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,22.0,0.0,253.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,95.48,60.0,0.0,100.0,0.0,53.85,37.5,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.31225296442688,12.806324110671936,4.2687747035573125,60.11857707509882,1.067193675889328,0.0,0.0,0.0,0.3557312252964427,0.3557312252964427,2.490118577075099,7.82608695652174,0.0,0.0,0.0,0.0,0.3557312252964427,0.3557312252964427,1.7786561264822136,0.0,0.0,0.0,0.0,0.0,95.48,60.0,0.0,100.0,0.0,53.85,37.5,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,85,48,80,79,39,30,20,24,71,70,40,88,45,42,15,15,79,45,86,46,45,49,41,44,95,82,45,88,42,44,22,32,21,36,44,31,31,34,21,20,20,20,75,38,72,60,28,30,20,24,75,72,15,80,45,42,15,15,80,42,80,46,45,49,41,44,95,82,45,88,42,44,22,32,21,36,44,31,31,34,21,20,20,20,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,Tiago Alexandre de Sousa Esgaio,31.0,Defender,Portugal,Defender,34.0,35.0,3.0,68.0,6.0,3.0,1.0,1.0,2.0,2.0,12.0,8.0,0.0,268.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,73.12,27.27,16.67,50.0,0.0,66.67,66.67,33.33,0.0984576478019472,0.2740931165460721,0.0,4.0,0.32971363,3.0,5.0,9.0,0.17562478,36.0,11.417910447761194,11.75373134328358,1.007462686567164,22.83582089552239,2.014925373134328,1.007462686567164,0.335820895522388,0.335820895522388,0.6716417910447761,0.6716417910447761,4.029850746268656,2.686567164179104,0.0,0.0,0.6716417910447761,0.6716417910447761,0.335820895522388,0.335820895522388,1.007462686567164,0.0,0.335820895522388,0.0,0.0,0.0,73.12,27.27,16.67,50.0,0.0,66.67,66.67,33.33,0.0330641354558777,0.0920461958550242,0.0,1.343283582089552,0.1107247264925373,1.007462686567164,1.67910447761194,3.0223880597014925,0.0589784708955223,12.08955223880597,RB/RCB,47,66,50,47,94,72,69,78,59,56,72,66,53,44,62,66,66,38,50,53,69,44,47,44,6,25,59,66,44,84,81,34,75,62,44,75,100,81,69,84,56,69,12,31,38,12,88,56,56,69,31,31,38,44,53,44,44,50,56,31,44,53,56,44,47,44,6,25,59,66,44,84,81,34,69,56,44,69,100,69,62,75,50,50,Liga Portugal
Arouca,dich5v7sw466smbqap0d9rbyj,drutqywn51qzby01rhveqk1ec,E. van Ee,Espen van Ee,23.0,Midfielder,Netherlands,Midfielder,44.0,28.0,4.0,72.0,4.0,0.0,0.0,0.0,1.0,1.0,10.0,5.0,0.0,222.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,84.71,66.67,0.0,0.0,0.0,41.67,50.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83783783783784,11.35135135135135,1.6216216216216215,29.18918918918919,1.6216216216216215,0.0,0.0,0.0,0.4054054054054054,0.4054054054054054,4.0540540540540535,2.0270270270270268,0.0,0.0,0.4054054054054054,1.2162162162162162,0.0,0.4054054054054054,1.6216216216216215,0.0,0.0,0.0,0.0,0.0,84.71,66.67,0.0,0.0,0.0,41.67,50.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,57,34,54,46,77,16,16,34,37,37,46,74,47,39,46,60,26,29,83,50,43,49,23,33,31,77,43,26,39,17,54,29,16,17,24,16,16,24,7,7,7,7,43,17,49,26,66,16,16,34,34,34,37,69,47,39,49,54,26,26,86,50,43,49,23,33,31,77,43,26,39,17,54,29,16,17,24,16,16,24,7,7,7,7,Liga Portugal
