Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total accurate cross_Total,total assists_Total,total attempts obox_Total,total blocked scoring att_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total accurate cross_p90,total assists_p90,total attempts obox_p90,total blocked scoring att_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,total assists_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Famalicão,5c0sf1eaipcxvdw9o22of2jdp,482oia33ewkfi8iwtz6m3nevo,Sorriso,Marcos Vinicios Lopes Moura,25.0,Attacker,Brazil,Striker,27.0,46.0,1.0,70.0,6.0,4.0,9.0,6.0,13.0,13.0,22.0,4.0,0.0,252.0,3.0,14.0,7.0,8.0,1.0,2.0,0.0,3.0,0.0,3.0,4.0,76.92,20.0,15.79,61.54,33.33,53.66,54.55,100.0,0.7894632045042944,0.5201171622789863,2.0,16.0,0.49985213,3.0,3.0,2.0,0.6960215999999999,20.0,9.642857142857144,16.42857142857143,0.3571428571428571,25.0,2.142857142857143,1.4285714285714286,3.2142857142857144,2.142857142857143,4.642857142857143,4.642857142857143,7.857142857142858,1.4285714285714286,0.0,1.0714285714285714,5.0,2.5,2.857142857142857,0.3571428571428571,0.7142857142857143,0.0,1.0714285714285714,0.0,1.0714285714285714,1.4285714285714286,76.92,20.0,15.79,61.54,33.33,53.66,54.55,100.0,0.2819511444658194,0.1857561293853522,0.7142857142857143,5.714285714285714,0.1785186178571428,1.0714285714285714,1.0714285714285714,0.7142857142857143,0.2485791428571428,7.142857142857143,LW,88,100,38,88,100,75,100,100,100,94,100,88,50,88,100,81,100,62,81,56,81,44,62,100,50,25,62,88,56,75,100,88,88,75,50,100,100,81,38,25,100,75,75,100,25,100,100,75,88,100,88,88,88,88,50,88,100,62,100,62,75,56,75,44,38,100,50,25,62,88,56,75,100,88,88,75,38,100,100,75,38,25,100,50,Liga Portugal
Famalicão,5c0sf1eaipcxvdw9o22of2jdp,5a7h31ukgi0uza80oskg64msq,Rodrigo Pinheiro,Rodrigo Pinheiro Ferreira,23.0,Defender,Portugal,Defender,78.0,78.0,2.0,152.0,3.0,4.0,0.0,0.0,3.0,3.0,16.0,11.0,0.0,270.0,0.0,2.0,2.0,2.0,7.0,3.0,0.0,4.0,0.0,0.0,0.0,86.36,33.33,44.44,66.67,0.0,59.26,50.0,77.78,0.0,0.302419530192977,0.0,6.0,0.1347668199999999,6.0,10.0,15.0,0.4943874499999999,71.0,26.0,26.0,0.6666666666666666,50.66666666666666,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,5.333333333333333,3.6666666666666665,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.333333333333333,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,86.36,33.33,44.44,66.67,0.0,59.26,50.0,77.78,0.0,0.1008065100643256,0.0,2.0,0.0449222733333333,2.0,3.333333333333333,5.0,0.1647958166666666,23.666666666666668,RB/RCB,81,100,34,100,56,91,28,34,81,75,88,75,53,44,62,66,88,100,50,53,91,44,47,44,66,47,81,81,44,56,62,75,28,81,44,94,88,97,94,94,94,94,69,94,25,88,50,75,28,34,66,56,62,62,53,44,31,41,81,88,38,53,88,44,47,44,66,47,81,81,44,56,62,75,28,75,44,94,81,94,81,88,75,94,Liga Portugal
Famalicão,5c0sf1eaipcxvdw9o22of2jdp,935srx8zzpfqhkqdl14tohf1m,G. Koutsias,Georgios Koutsias,22.0,Attacker,Greece,Striker,11.0,18.0,2.0,29.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,245.0,1.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,66.67,0.0,66.67,50.0,33.33,16.67,0.0,0.3388641621482651,0.0389085008477103,0.0,1.0,0.06442595,0.0,1.0,0.0,0.0104335699999998,7.0,4.040816326530612,6.612244897959183,0.7346938775510203,10.653061224489797,0.3673469387755101,0.3673469387755101,0.7346938775510203,0.7346938775510203,1.1020408163265305,1.1020408163265305,1.469387755102041,0.0,0.3673469387755101,0.3673469387755101,4.040816326530612,0.3673469387755101,0.7346938775510203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,66.67,0.0,66.67,50.0,33.33,16.67,0.0,0.1244807126258932,0.0142929186787507,0.0,0.3673469387755101,0.023666675510204,0.0,0.3673469387755101,0.0,0.0038327399999999,2.571428571428571,ST,74,51,72,62,31,31,26,34,43,43,16,22,66,46,65,22,73,15,31,51,35,41,24,26,73,77,35,84,73,31,24,15,35,30,16,41,59,23,46,14,22,39,43,38,65,35,27,19,16,27,35,35,8,22,68,38,57,14,59,15,31,51,35,41,24,26,73,77,35,84,73,31,24,15,35,24,16,32,51,23,38,14,22,27,Liga Portugal
Famalicão,5c0sf1eaipcxvdw9o22of2jdp,9oajgqqc9gkgbcz090it0tlhw,F. van Breemen,Finn van Breemen,23.0,Defender,Netherlands,Defender,153.0,93.0,7.0,246.0,6.0,1.0,1.0,1.0,2.0,2.0,12.0,28.0,1.0,270.0,1.0,1.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,91.45,31.82,0.0,100.0,100.0,50.0,60.0,0.0,0.111216627748625,0.0401535556968919,0.0,0.0,0.0,1.0,20.0,20.0,0.2793176599999999,112.0,51.0,31.0,2.333333333333333,82.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,4.0,9.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,91.45,31.82,0.0,100.0,100.0,50.0,60.0,0.0,0.0370722092495416,0.0133845185656306,0.0,0.0,0.0,0.3333333333333333,6.666666666666667,6.666666666666667,0.0931058866666666,37.333333333333336,CB,95,100,55,100,72,70,54,62,89,88,72,100,95,90,40,49,98,14,98,46,45,49,41,44,68,28,45,88,99,34,65,14,55,72,44,31,31,76,96,94,80,85,88,92,41,100,54,65,46,54,85,82,60,98,94,88,32,38,92,14,95,46,45,49,41,44,68,28,45,88,99,34,65,14,50,72,44,31,31,71,90,88,75,75,Liga Portugal
Famalicão,5c0sf1eaipcxvdw9o22of2jdp,9swvyuy90djyox6ezfmposums,Pedro Bondo,Pedro Bondo Francisco,21.0,Defender,Angola,Defender,55.0,48.0,4.0,103.0,3.0,0.0,0.0,0.0,7.0,8.0,15.0,11.0,0.0,221.0,0.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,84.43,33.33,0.0,57.14,0.0,57.69,42.86,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.398190045248867,19.5475113122172,1.6289592760180995,41.94570135746606,1.2217194570135743,0.0,0.0,0.0,2.850678733031674,3.257918552036199,6.108597285067873,4.479638009049774,0.0,0.0,1.2217194570135743,0.8144796380090498,1.6289592760180995,1.6289592760180995,1.2217194570135743,0.0,0.0,0.0,0.0,0.0,84.43,33.33,0.0,57.14,0.0,57.69,42.86,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,100,84,71,95,58,16,37,50,97,97,95,92,50,47,89,66,100,87,74,50,24,47,37,47,58,29,24,89,47,53,42,53,37,21,42,29,29,26,18,18,18,18,89,84,58,95,58,16,37,50,89,89,84,89,50,47,95,63,95,79,74,50,24,47,37,47,58,29,24,89,47,53,42,53,37,21,42,29,29,26,18,18,18,18,Liga Portugal
Famalicão,5c0sf1eaipcxvdw9o22of2jdp,c6aimwjdxhprw9yq0eab1w5ih,T. van de Looi,Tom van de Looi,27.0,Midfielder,Netherlands,Midfielder,74.0,110.0,2.0,184.0,6.0,4.0,3.0,0.0,0.0,0.0,15.0,10.0,0.0,270.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,88.46,20.0,0.0,0.0,0.0,57.69,60.0,37.5,0.1185717991220204,0.33841933906519,3.0,5.0,0.10231053,3.0,17.0,21.0,0.3327584999999998,107.0,24.666666666666668,36.66666666666666,0.6666666666666666,61.333333333333336,2.0,1.3333333333333333,1.0,0.0,0.0,0.0,5.0,3.333333333333333,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,88.46,20.0,0.0,0.0,0.0,57.69,60.0,37.5,0.0395239330406734,0.1128064463550633,1.0,1.6666666666666667,0.03410351,1.0,5.666666666666667,7.0,0.1109194999999999,35.666666666666664,DM/CM,91,100,26,97,93,94,83,34,13,13,77,97,47,39,87,24,26,66,11,50,43,49,96,100,66,13,43,26,39,69,70,37,66,97,96,93,91,94,97,100,94,100,80,94,14,86,73,83,76,34,13,13,64,94,47,39,77,16,26,56,11,50,43,49,87,100,66,13,43,26,39,69,70,37,49,89,87,83,80,83,83,91,77,91,Liga Portugal
Famalicão,5c0sf1eaipcxvdw9o22of2jdp,et6guovyhypg06lgr08a5rpck,Pedro Santos,Pedro Miguel Costa Santos,23.0,Attacker,Portugal,Striker,20.0,36.0,2.0,56.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,176.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,86.15,66.67,0.0,0.0,0.0,33.33,0.0,66.67,0.0522793714118925,0.0626953087772598,2.0,1.0,0.01935132,0.0,2.0,4.0,0.0594147399999999,12.0,10.227272727272728,18.40909090909091,1.0227272727272727,28.63636363636364,0.0,0.5113636363636364,1.0227272727272727,0.0,0.0,0.0,3.5795454545454546,0.0,0.0,0.0,0.5113636363636364,2.0454545454545454,0.0,1.0227272727272727,1.5340909090909092,0.0,0.0,0.0,1.0227272727272727,0.5113636363636364,86.15,66.67,0.0,0.0,0.0,33.33,0.0,66.67,0.0267337694719904,0.0320601010792805,1.0227272727272727,0.5113636363636364,0.0098955613636363,0.0,1.0227272727272727,2.0454545454545454,0.0303825374999999,6.136363636363637,ST,96,92,72,92,12,31,26,12,5,5,38,22,26,16,9,69,19,73,93,51,35,41,80,58,95,77,35,19,16,31,12,62,22,35,74,41,34,23,66,68,38,77,100,95,76,95,12,30,24,12,5,5,35,22,26,16,8,76,19,73,95,51,35,41,86,59,95,77,35,19,16,31,12,62,19,35,78,46,41,23,70,76,38,76,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,19s3ei718jouszy30uxli8xd5,Z. Sanusi,Zaidu Sanusi,29.0,Defender,Nigeria,Defender,51.0,56.0,8.0,105.0,5.0,0.0,0.0,0.0,4.0,4.0,12.0,8.0,0.0,270.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,84.68,72.73,28.57,75.0,0.0,63.16,71.43,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.666666666666668,2.6666666666666665,35.0,1.6666666666666667,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,4.0,2.6666666666666665,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,84.68,72.73,28.57,75.0,0.0,63.16,71.43,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,92,95,95,100,97,16,37,50,71,71,68,79,50,47,24,66,95,16,37,50,76,47,37,47,63,100,76,100,47,79,82,29,37,21,42,29,29,26,18,18,18,18,50,79,79,74,82,16,37,50,47,47,55,58,50,47,24,55,84,11,26,50,61,47,37,47,63,100,76,100,47,79,82,29,37,21,42,29,29,26,18,18,18,18,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,1bcq4ix63ss3i9gj3mwlvipsk,D. Gül,Deniz Gül,22.0,Attacker,Türkiye,Striker,2.0,8.0,0.0,10.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,0.0,0.0,92.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,62.5,0.0,0.0,100.0,0.0,40.0,50.0,50.0,0.438523429995285,0.2735259612580714,2.0,2.0,0.06064062,1.0,1.0,2.0,0.1637353,6.0,1.956521739130435,7.82608695652174,0.0,9.782608695652174,0.9782608695652176,2.9347826086956523,3.91304347826087,2.9347826086956523,0.9782608695652176,0.9782608695652176,3.91304347826087,0.0,0.0,0.0,6.847826086956522,0.0,0.9782608695652176,0.9782608695652176,0.0,0.0,0.0,0.0,0.9782608695652176,0.9782608695652176,62.5,0.0,0.0,100.0,0.0,40.0,50.0,50.0,0.4289903119519092,0.2675797447089829,1.956521739130435,1.956521739130435,0.0593223456521739,0.9782608695652176,0.9782608695652176,1.956521739130435,0.1601758369565217,5.869565217391305,ST,7,23,24,11,31,64,50,47,20,18,16,22,26,16,45,7,51,46,31,51,35,41,59,58,22,24,35,96,16,47,68,43,46,70,74,58,57,58,46,50,59,34,14,51,24,27,41,97,84,86,32,32,43,22,26,16,84,7,70,65,31,51,35,41,78,81,22,24,35,96,16,47,68,43,84,97,95,76,78,73,68,70,81,73,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,1tbc8iokapjgu8zjrc1knq28l,J. Bednarek,Jan Bednarek,30.0,Defender,Poland,Defender,149.0,61.0,12.0,210.0,8.0,2.0,2.0,2.0,0.0,0.0,11.0,15.0,0.0,268.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,94.59,75.0,0.0,0.0,0.0,47.83,50.0,50.0,0.4386982471396075,0.1459097477880971,0.0,5.0,0.09737573,1.0,16.0,14.0,0.3008255399999999,130.0,50.037313432835816,20.48507462686567,4.029850746268656,70.52238805970148,2.686567164179104,0.6716417910447761,0.6716417910447761,0.6716417910447761,0.0,0.0,3.694029850746269,5.037313432835821,0.0,0.0,1.343283582089552,0.335820895522388,0.0,0.335820895522388,1.007462686567164,0.0,0.0,0.0,0.0,0.0,94.59,75.0,0.0,0.0,0.0,47.83,50.0,50.0,0.1473240382185248,0.0489995421676445,0.0,1.67910447761194,0.0327008048507462,0.335820895522388,5.3731343283582085,4.701492537313433,0.1010235022388059,43.656716417910445,CB,92,88,80,92,85,88,76,85,30,30,70,65,45,42,88,49,32,45,69,46,45,49,41,44,92,98,45,32,42,25,48,45,95,90,44,96,95,76,88,84,85,98,85,75,70,82,75,90,70,80,30,30,42,42,45,42,82,48,32,40,62,46,45,49,41,44,92,98,45,32,42,25,48,45,92,90,44,98,92,78,85,82,80,90,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,Gabri Veiga,24.0,Midfielder,Spain,Midfielder,33.0,62.0,2.0,87.0,3.0,9.0,7.0,4.0,6.0,6.0,14.0,3.0,2.0,221.0,3.0,12.0,1.0,2.0,4.0,2.0,0.0,8.0,1.0,3.0,2.0,86.14,66.67,32.0,33.33,42.86,50.0,0.0,50.0,0.6262326989916833,1.03007362937403,1.0,5.0,0.09903232,0.0,17.0,21.0,0.4993187899999999,44.0,13.43891402714932,25.248868778280546,0.8144796380090498,35.42986425339366,1.2217194570135743,3.665158371040724,2.850678733031674,1.6289592760180995,2.443438914027149,2.443438914027149,5.701357466063348,1.2217194570135743,0.8144796380090498,1.2217194570135743,4.886877828054298,0.4072398190045249,0.8144796380090498,1.6289592760180995,0.8144796380090498,0.0,3.257918552036199,0.4072398190045249,1.2217194570135743,0.8144796380090498,86.14,66.67,32.0,33.33,42.86,50.0,0.0,50.0,0.2550268909920882,0.419486998387614,0.4072398190045249,2.0361990950226243,0.0403299040723981,0.0,6.9230769230769225,8.552036199095022,0.2033424936651583,17.918552036199095,CM/AM,81,90,50,86,93,100,86,83,64,62,71,69,100,88,95,17,57,81,76,52,100,83,95,83,76,64,67,33,48,67,24,31,76,100,50,62,52,14,100,100,90,95,81,95,52,86,90,100,86,81,62,62,62,67,100,90,86,10,57,86,71,52,100,81,86,81,76,64,67,33,48,67,24,31,76,100,48,76,52,14,100,100,86,90,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,4t3melft6fc2ams9zcyxnqqz8,William Gomes,William Gomes Carvalho Santos,20.0,Attacker,Brazil,Striker,7.0,30.0,0.0,35.0,1.0,3.0,7.0,2.0,8.0,8.0,9.0,1.0,0.0,200.0,4.0,13.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,5.0,1.0,70.0,0.0,12.5,25.0,57.14,42.86,50.0,75.0,0.4545950129119682,0.3227046540738146,4.0,5.0,0.15265858,2.0,3.0,8.0,0.7044832399999998,16.0,3.15,13.5,0.0,15.75,0.4499999999999999,1.35,3.15,0.8999999999999999,3.6,3.6,4.05,0.4499999999999999,0.0,1.7999999999999998,5.85,0.8999999999999999,0.8999999999999999,1.35,0.0,0.0,0.8999999999999999,0.4499999999999999,2.25,0.4499999999999999,70.0,0.0,12.5,25.0,57.14,42.86,50.0,75.0,0.2045677558103856,0.1452170943332165,1.7999999999999998,2.25,0.068696361,0.8999999999999999,1.35,3.6,0.3170174579999999,7.199999999999999,RW,12,75,31,50,44,62,88,44,88,88,38,19,44,100,100,50,56,75,44,50,88,88,100,75,25,31,25,44,88,62,69,75,62,75,100,75,75,88,50,81,100,62,12,62,31,38,50,62,100,50,88,88,50,12,44,100,100,50,50,88,44,50,88,88,100,75,25,31,25,44,88,62,69,75,75,75,100,75,75,88,50,100,100,50,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,Jakub Kiwior,26.0,Defender,Poland,Defender,147.0,71.0,15.0,218.0,9.0,2.0,3.0,3.0,0.0,0.0,14.0,21.0,0.0,270.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,88.98,51.72,0.0,0.0,0.0,58.33,64.29,60.0,0.2915825992430319,0.1415829568525474,0.0,1.0,0.01689528,2.0,19.0,24.0,0.47491603,141.0,49.0,23.666666666666668,5.0,72.66666666666667,3.0,0.6666666666666666,1.0,1.0,0.0,0.0,4.666666666666667,7.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,88.98,51.72,0.0,0.0,0.0,58.33,64.29,60.0,0.0971941997476773,0.0471943189508491,0.0,0.3333333333333333,0.0056317599999999,0.6666666666666666,6.333333333333333,8.0,0.1583053433333333,47.0,CB,90,94,91,95,91,88,89,95,30,30,86,82,45,42,95,15,32,82,34,46,45,49,41,98,52,68,45,32,42,60,72,52,90,88,44,68,65,92,92,98,95,100,80,80,86,88,81,85,80,89,30,30,78,69,45,42,85,15,32,72,25,46,45,49,41,98,52,68,45,32,42,60,72,52,82,85,44,65,62,90,88,90,90,95,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,a6r2hqalh9ydoy2a8uv9rztux,Pepê,Eduardo Gabriel Aquino Cossa,29.0,Attacker,Brazil,Striker,25.0,39.0,7.0,63.0,2.0,4.0,8.0,5.0,6.0,6.0,7.0,0.0,0.0,269.0,0.0,13.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,77.78,77.78,25.0,16.67,0.0,31.82,33.33,100.0,0.7969382429354294,0.4355743213106423,1.0,6.0,0.1498652,2.0,5.0,12.0,0.4214957200000002,33.0,8.364312267657992,13.048327137546467,2.3420074349442377,21.07806691449814,0.6691449814126395,1.338289962825279,2.676579925650558,1.6728624535315986,2.007434944237918,2.007434944237918,2.3420074349442377,0.0,0.0,0.0,4.349442379182156,0.6691449814126395,0.3345724907063197,0.6691449814126395,0.3345724907063197,0.0,0.3345724907063197,0.3345724907063197,1.003717472118959,1.003717472118959,77.78,77.78,25.0,16.67,0.0,31.82,33.33,100.0,0.2666336128780247,0.1457311855686163,0.3345724907063197,2.007434944237918,0.0501407732342007,0.6691449814126395,1.6728624535315986,4.014869888475836,0.1410208728624536,11.04089219330855,ST,100,95,100,97,46,74,84,72,84,81,38,22,26,16,80,39,51,73,73,51,74,89,89,96,64,86,76,38,16,26,42,86,81,92,47,86,78,78,91,100,89,97,97,84,100,92,30,65,73,54,59,57,19,22,26,16,59,27,41,57,62,51,70,81,84,84,64,86,76,38,16,26,42,86,65,81,35,78,73,59,84,95,76,97,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,bsvlql13pj2qf2z45r7no9hqs,Alberto Costa,Alberto Oliveira Baio,22.0,Defender,Portugal,Defender,17.0,12.0,2.0,28.0,4.0,4.0,0.0,0.0,2.0,2.0,9.0,4.0,0.0,110.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,82.35,100.0,50.0,50.0,0.0,75.0,80.0,75.0,0.0,0.379290023492599,0.0,2.0,0.05710404,2.0,0.0,3.0,0.3397809699999999,15.0,13.909090909090908,9.818181818181817,1.6363636363636362,22.909090909090907,3.2727272727272725,3.2727272727272725,0.0,0.0,1.6363636363636362,1.6363636363636362,7.363636363636363,3.2727272727272725,0.0,0.0,0.8181818181818181,0.0,0.8181818181818181,2.454545454545454,0.0,0.0,0.8181818181818181,0.0,0.0,0.0,82.35,100.0,50.0,50.0,0.0,75.0,80.0,75.0,0.0,0.3103282010393992,0.0,1.6363636363636362,0.0467214872727272,1.6363636363636362,0.0,2.454545454545454,0.2780026118181817,12.272727272727272,RB/RCB,9,6,34,6,78,91,28,34,59,56,59,38,53,44,25,9,66,69,16,53,69,44,47,44,31,100,91,66,44,94,100,69,28,94,44,59,69,72,22,44,75,38,31,12,56,19,100,100,28,34,88,75,100,56,53,44,69,9,88,94,16,53,81,44,47,44,31,100,91,66,44,94,100,69,28,94,44,75,88,81,22,69,88,56,Liga Portugal
Porto,66bsnl0zjb7l5akwo00h0y5me,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,Victor Froholdt,20.0,Midfielder,Denmark,Midfielder,22.0,31.0,2.0,51.0,3.0,3.0,4.0,4.0,5.0,5.0,11.0,0.0,0.0,270.0,3.0,11.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,83.61,66.67,66.67,20.0,75.0,36.67,30.0,60.0,0.496322881214595,0.3640481015500016,0.0,6.0,0.15067466,3.0,4.0,5.0,0.7379438199999998,20.0,7.333333333333333,10.333333333333334,0.6666666666666666,17.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,3.6666666666666665,0.0,0.0,1.0,3.6666666666666665,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,83.61,66.67,66.67,20.0,75.0,36.67,30.0,60.0,0.165440960404865,0.1213493671833338,0.0,2.0,0.0502248866666666,1.0,1.3333333333333333,1.6666666666666667,0.2459812733333332,6.666666666666667,CM/AM,62,38,50,48,93,57,64,83,55,52,50,12,33,88,86,40,38,60,17,52,62,36,19,24,48,64,95,29,81,14,57,50,67,71,19,83,86,76,43,57,100,33,43,24,40,24,74,40,52,74,48,43,29,12,33,62,62,31,29,52,17,52,55,36,19,24,48,64,95,29,81,14,57,50,57,43,19,64,62,57,29,33,100,19,Liga Portugal
