Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total contest_Total,total dribbles attempted_Total,total won contest_Total,total accurate cross_Total,total blocked scoring att_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total contest_p90,total dribbles attempted_p90,total won contest_p90,total accurate cross_p90,total blocked scoring att_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total blocked scoring att_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total won contest_p90PR,total accurate cross_p90PR,total blocked scoring att_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,Mërgim Berisha,28,Attacker,Germany,Striker,9.0,12.0,0.0,21.0,2.0,0.0,2.0,2.0,0.0,7.0,4.0,0.0,0.0,145.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,80.77,0.0,0.0,100.0,0.0,43.75,50.0,50.0,0.2325907069389021,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0153924199999998,6.0,5.586206896551724,7.448275862068965,0.0,13.034482758620689,1.2413793103448276,0.0,1.2413793103448276,1.2413793103448276,0.0,4.344827586206897,2.4827586206896552,0.0,0.0,0.0,1.862068965517241,1.2413793103448276,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.0,0.0,0.0,0.0,0.0,80.77,0.0,0.0,100.0,0.0,43.75,50.0,50.0,0.1443666456862151,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.6206896551724138,0.0095539158620688,3.724137931034482,ST,60,33,27,40,58,8,22,38,15,53,93,23,37,12,18,60,67,35,35,47,42,25,38,52,52,77,27,42,95,12,55,75,67,37,12,15,13,13,27,38,32,13,28,63,37,27,50,57,8,20,37,15,50,93,23,37,12,17,63,73,40,40,50,42,25,38,52,52,77,27,42,95,12,55,75,67,33,12,15,13,13,27,43,37,13,30,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,o5vd32oa837a8vttimjoaw2d,F. Kunze,Fabian Kunze,28,Midfielder,Germany,Midfielder,24.0,23.0,1.0,47.0,6.0,0.0,1.0,0.0,1.0,17.0,4.0,0.0,4.0,168.0,0.0,0.0,5.0,4.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,85.45,100.0,0.0,50.0,0.0,60.71,66.67,100.0,0.1224894839637414,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.04310214,18.0,12.857142857142858,12.321428571428571,0.5357142857142857,25.178571428571427,3.2142857142857144,0.0,0.5357142857142857,0.0,0.5357142857142857,9.107142857142858,2.142857142857143,0.0,2.142857142857143,0.0,0.0,2.6785714285714284,2.142857142857143,2.142857142857143,2.6785714285714284,1.0714285714285714,0.0,0.5357142857142857,0.0,0.0,0.0,85.45,100.0,0.0,50.0,0.0,60.71,66.67,100.0,0.0656193664091471,0.0,0.5357142857142857,0.0,0.0,0.0,2.142857142857143,1.0714285714285714,0.0230904321428571,9.642857142857142,DM/CM,19,26,16,21,90,10,37,21,66,94,59,46,97,40,13,93,88,93,96,84,37,74,47,51,51,54,97,37,63,40,71,85,85,41,16,72,16,16,28,38,24,24,26,21,21,10,15,91,10,41,21,71,94,62,46,97,40,13,91,88,91,97,85,37,76,47,51,51,54,97,37,63,40,71,85,85,41,16,74,16,16,28,35,26,26,26,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,2nrkoyk72b7zd62cknp8ytln9,T. Müller,Tobias Müller,32,Defender,Germany,Defender,65.0,25.0,8.0,90.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,114.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,92.78,80.0,0.0,100.0,0.0,53.85,0.0,60.0,0.0,0.0513327805572748,0.0,2.0,0.04255496,1.0,5.0,4.0,0.15386044,58.0,51.31578947368421,19.73684210526316,6.315789473684211,71.05263157894737,0.0,0.7894736842105263,0.0,0.0,0.0,5.526315789473684,4.736842105263158,0.0,0.0,0.0,0.7894736842105263,0.7894736842105263,2.368421052631579,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.0,0.0,0.7894736842105263,0.0,0.0,92.78,80.0,0.0,100.0,0.0,53.85,0.0,60.0,0.0,0.0405258793873222,0.0,1.5789473684210529,0.0335960210526315,0.7894736842105263,3.947368421052632,3.1578947368421053,0.1214687684210526,45.78947368421053,CB,81,32,82,63,6,65,19,27,39,34,31,45,11,34,35,58,84,77,76,89,44,42,98,47,52,100,95,44,94,34,37,13,48,21,61,42,74,77,79,60,42,61,76,100,77,100,100,6,68,19,27,39,87,42,45,11,34,42,71,94,87,84,94,44,42,100,47,52,100,95,44,94,34,37,13,48,21,65,42,84,84,87,71,58,84,97,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,3dan3e5ozdggj3rkg65jir2ay,P. Nadjombe,Pierre Nadjombe,23,Defender,Togo,Defender,21.0,28.0,0.0,47.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,116.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,85.45,0.0,66.67,50.0,0.0,28.57,50.0,0.0,0.0,0.1449933164719802,0.0,8.0,0.17411351,4.0,4.0,7.0,0.4181197900000001,22.0,16.29310344827586,21.72413793103448,0.0,36.46551724137931,0.7758620689655172,0.7758620689655172,0.0,0.0,0.0,1.5517241379310345,1.5517241379310345,0.0,0.0,0.0,0.7758620689655172,0.0,0.0,1.5517241379310345,2.327586206896552,0.7758620689655172,1.5517241379310345,0.0,0.0,0.0,0.0,85.45,0.0,66.67,50.0,0.0,28.57,50.0,0.0,0.0,0.1124948145041225,0.0,6.206896551724138,0.1350880681034482,3.103448275862069,3.103448275862069,5.43103448275862,0.3244032853448276,17.068965517241377,RB/RCB,45,55,14,50,26,48,10,19,26,10,33,50,14,38,29,12,12,67,79,64,86,33,43,50,52,67,14,100,60,38,10,64,12,12,76,29,100,100,95,57,64,86,57,62,76,14,62,33,71,10,19,26,10,38,50,14,38,29,12,12,71,95,76,90,33,43,50,52,67,14,100,60,38,10,64,12,12,81,29,100,100,100,62,86,95,67,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,3fhqq4991etzowo979yey5ega,F. Michel,Falko Michel,25,Midfielder,Germany,Midfielder,55.0,25.0,8.0,80.0,2.0,1.0,4.0,3.0,1.0,4.0,6.0,0.0,0.0,156.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.02,72.73,0.0,0.0,0.0,44.44,66.67,0.0,0.2978868234308286,0.0336515526352348,1.0,2.0,0.04797389,1.0,6.0,7.0,0.10135589,41.0,31.73076923076923,14.423076923076923,4.615384615384615,46.15384615384615,1.1538461538461535,0.5769230769230769,2.3076923076923075,1.7307692307692306,0.5769230769230769,2.3076923076923075,3.461538461538461,0.0,0.0,0.0,1.7307692307692306,1.1538461538461535,0.0,0.5769230769230769,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,93.02,72.73,0.0,0.0,0.0,44.44,66.67,0.0,0.1718577827485549,0.0194143572895585,0.5769230769230769,1.1538461538461535,0.0276772442307692,0.5769230769230769,3.461538461538461,4.038461538461538,0.0584745519230769,23.65384615384616,DM/CM,90,35,91,65,57,41,90,93,66,15,75,46,15,40,63,51,10,40,38,24,37,31,47,51,51,94,85,37,24,40,38,85,10,79,32,72,57,54,66,54,65,35,69,97,35,94,76,59,54,97,100,76,12,79,46,15,40,65,54,10,46,43,24,37,31,47,51,51,94,85,37,24,40,38,85,10,82,32,79,62,65,76,56,74,38,74,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,3ocslgciv1qp18qr028ip0qac,L. Mergner,Leon Mergner,20,Midfielder,Germany,Midfielder,9.0,11.0,1.0,20.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,107.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,50.0,0.0,0.0,0.0,33.33,33.33,0.0,0.1263227573089796,0.0,0.0,1.0,0.02756312,0.0,2.0,3.0,0.0261291999999999,10.0,7.570093457943925,9.25233644859813,0.8411214953271028,16.822429906542055,1.6822429906542056,0.0,0.8411214953271028,0.8411214953271028,0.0,4.205607476635514,0.8411214953271028,0.0,1.6822429906542056,0.0,3.364485981308411,1.6822429906542056,0.0,1.6822429906542056,1.6822429906542056,0.0,0.0,0.0,0.0,0.0,0.0,62.5,50.0,0.0,0.0,0.0,33.33,33.33,0.0,0.1062527865215716,0.0,0.0,0.8411214953271028,0.0231839327102803,0.0,1.6822429906542056,2.5233644859813085,0.0219778317757008,8.411214953271028,DM/CM,3,6,16,4,57,10,37,54,26,24,16,46,68,40,78,51,10,63,62,24,37,31,47,51,51,6,54,37,24,40,12,43,10,44,16,31,41,44,28,19,32,15,18,3,6,26,6,68,10,47,65,26,50,24,46,88,40,94,76,10,85,82,24,37,31,47,51,51,6,54,37,24,40,12,43,10,59,16,31,50,50,28,29,38,21,24,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,8j19g553xmh4lr4kz6r0mqi8l,B. Atik,Baris Atik,31,Attacker,Türkiye,Striker,23.0,39.0,12.0,60.0,1.0,10.0,2.0,0.0,2.0,4.0,1.0,0.0,1.0,179.0,1.0,3.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,81.08,70.59,18.18,50.0,50.0,21.05,25.0,100.0,0.0795829691758465,0.9136689589599586,2.0,9.0,0.26741391,2.0,8.0,11.0,0.7898595100000001,20.0,11.564245810055866,19.60893854748604,6.033519553072626,30.167597765363126,0.5027932960893855,5.027932960893855,1.005586592178771,0.0,1.005586592178771,2.011173184357542,0.5027932960893855,0.0,0.5027932960893855,0.5027932960893855,1.5083798882681565,0.0,0.5027932960893855,2.011173184357542,2.011173184357542,1.005586592178771,1.005586592178771,0.0,1.005586592178771,0.0,0.0,81.08,70.59,18.18,50.0,50.0,21.05,25.0,100.0,0.0400137833845038,0.459386627410035,1.005586592178771,4.5251396648044695,0.1344539212290502,1.005586592178771,4.022346368715084,5.5307262569832405,0.3971360664804469,10.05586592178771,LW,88,100,100,94,62,100,56,12,100,19,31,44,56,56,25,19,38,38,38,56,75,50,100,56,56,50,88,62,75,56,12,69,88,25,100,94,81,88,56,100,100,100,100,75,75,100,75,56,100,38,12,100,12,19,44,31,38,12,19,31,38,38,50,75,50,100,56,56,50,88,62,75,56,12,69,88,12,100,88,62,75,50,100,100,100,88,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,aeks1yjg9e1a07zdtor0yvluy,M. Żukowski,Mateusz Zukowski,24,Attacker,Poland,Striker,11.0,11.0,1.0,21.0,0.0,2.0,10.0,8.0,2.0,4.0,0.0,1.0,0.0,171.0,4.0,12.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,75.0,100.0,100.0,0.0,40.0,23.53,0.0,100.0,1.36189550376459,0.179018541998409,4.0,0.0,0.0,0.0,2.0,2.0,0.1832985399999999,7.0,5.789473684210527,5.789473684210527,0.5263157894736842,11.052631578947368,0.0,1.0526315789473684,5.2631578947368425,4.2105263157894735,1.0526315789473684,2.1052631578947367,0.0,0.5263157894736842,0.0,2.1052631578947367,6.315789473684211,1.0526315789473684,1.0526315789473684,0.5263157894736842,0.5263157894736842,0.0,0.5263157894736842,0.5263157894736842,0.0,0.0,0.0,75.0,100.0,100.0,0.0,40.0,23.53,0.0,100.0,0.716787107244521,0.0942202852623205,2.1052631578947367,0.0,0.0,0.0,1.0526315789473684,1.0526315789473684,0.0964729157894736,3.68421052631579,ST,77,25,67,40,13,62,97,93,83,25,20,62,37,80,90,60,93,35,35,20,85,62,38,52,52,52,92,100,20,52,10,17,90,100,63,97,13,13,27,62,57,77,43,70,17,65,27,13,57,93,93,80,13,20,68,37,83,83,53,93,30,30,20,83,60,38,52,52,52,92,100,20,52,10,17,90,97,63,97,13,13,27,57,53,70,27,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,bnbxzr09vcjvl6uxh2zpafb9x,E. Iyoha,Emmanuel Iyoha,28,Attacker,Germany,Striker,21.0,29.0,1.0,50.0,1.0,1.0,3.0,3.0,0.0,12.0,2.0,1.0,0.0,171.0,1.0,4.0,5.0,0.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,78.12,20.0,0.0,71.43,33.33,63.16,50.0,0.0,0.1823288377695777,0.0470927966316376,1.0,6.0,0.16353438,0.0,4.0,6.0,0.31745548,15.0,11.052631578947368,15.263157894736842,0.5263157894736842,26.31578947368421,0.5263157894736842,0.5263157894736842,1.5789473684210529,1.5789473684210529,0.0,6.315789473684211,1.0526315789473684,0.5263157894736842,0.0,0.5263157894736842,2.1052631578947367,2.631578947368421,0.0,3.68421052631579,4.2105263157894735,2.631578947368421,0.0,0.0,0.0,0.0,0.0,78.12,20.0,0.0,71.43,33.33,63.16,50.0,0.0,0.0959625461945145,0.024785682437704,0.5263157894736842,3.1578947368421053,0.0860707263157894,0.0,2.1052631578947367,3.1578947368421053,0.1670818315789473,7.894736842105264,ST,100,93,67,97,37,32,37,53,15,85,77,62,37,35,28,97,25,87,88,93,42,25,38,52,52,63,53,42,83,40,87,75,25,30,27,48,90,83,27,83,85,90,87,97,90,65,97,33,30,23,50,15,83,77,68,37,27,20,93,25,83,87,93,42,25,38,52,52,63,53,42,83,40,87,75,25,20,27,40,90,77,27,83,87,90,83,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,bv5f7oter2ppn71ti2434vlyh,A. Nollenberger,Alexander Nollenberger,29,Attacker,Germany,Striker,36.0,25.0,5.0,60.0,3.0,0.0,4.0,4.0,0.0,14.0,2.0,2.0,1.0,173.0,3.0,5.0,2.0,4.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,90.91,83.33,10.0,80.0,75.0,82.35,0.0,80.0,0.3641836484212491,0.0,1.0,5.0,0.13823874,4.0,2.0,3.0,0.5217326999999999,18.0,18.728323699421964,13.005780346820808,2.601156069364162,31.21387283236994,1.560693641618497,0.0,2.0809248554913293,2.0809248554913293,0.0,7.283236994219653,1.0404624277456649,1.0404624277456649,0.5202312138728323,1.560693641618497,2.601156069364162,1.0404624277456649,2.0809248554913293,2.601156069364162,3.121387283236994,2.0809248554913293,0.5202312138728323,0.0,0.0,0.0,0.0,90.91,83.33,10.0,80.0,75.0,82.35,0.0,80.0,0.1894597014908232,0.0,0.5202312138728323,2.601156069364162,0.0719161075144508,2.0809248554913293,1.0404624277456649,1.560693641618497,0.2714216358381502,9.364161849710982,LW,100,38,88,94,100,12,100,100,44,88,81,100,56,100,69,44,100,56,69,88,56,50,38,56,56,88,100,50,100,75,100,31,62,100,12,75,56,62,94,44,38,88,69,100,25,88,100,100,12,100,100,44,75,62,100,62,100,50,38,100,62,62,75,62,50,38,56,56,88,100,50,100,75,100,31,62,88,12,75,50,38,100,50,38,88,62,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,Anselmo MacNulty,23,Defender,Republic of Ireland,Defender,101.0,26.0,7.0,127.0,1.0,0.0,1.0,1.0,0.0,6.0,8.0,0.0,1.0,180.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,87.59,43.75,0.0,66.67,0.0,42.86,20.0,33.33,0.0849541347055829,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.1535531599999999,55.0,50.5,13.0,3.5,63.5,0.5,0.0,0.5,0.5,0.0,3.0,4.0,0.0,0.5,0.0,0.5,0.0,0.5,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,87.59,43.75,0.0,66.67,0.0,42.86,20.0,33.33,0.0424770673527914,0.0,0.0,0.0,0.0,0.5,2.0,3.5,0.0767765799999999,27.5,LB/LCB,100,50,84,95,24,11,63,87,32,34,76,50,39,42,34,18,26,76,76,82,21,37,47,53,53,89,47,21,79,42,21,32,21,68,11,37,13,13,42,45,53,37,95,100,42,79,95,18,11,58,82,32,24,63,50,39,42,24,18,18,66,66,79,21,37,47,53,53,89,47,21,79,42,21,32,21,68,11,37,13,13,34,37,47,26,89,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,ex263044s3lw0qei74nb5e904,L. Hyryläinen,Luka Hyryläinen,22,Midfielder,Finland,Midfielder,55.0,35.0,4.0,89.0,6.0,2.0,2.0,1.0,1.0,19.0,7.0,0.0,1.0,179.0,0.0,4.0,6.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,86.41,50.0,100.0,66.67,0.0,50.0,54.55,100.0,0.1812578657074663,0.1537636697193383,0.0,1.0,0.05491138,1.0,5.0,8.0,0.4255972899999999,36.0,27.6536312849162,17.59776536312849,2.011173184357542,44.7486033519553,3.016759776536313,1.005586592178771,1.005586592178771,0.5027932960893855,0.5027932960893855,9.553072625698324,3.519553072625698,0.0,0.5027932960893855,0.0,2.011173184357542,3.016759776536313,2.5139664804469275,1.5083798882681565,2.011173184357542,1.005586592178771,0.5027932960893855,1.005586592178771,0.5027932960893855,0.0,0.0,86.41,50.0,100.0,66.67,0.0,50.0,54.55,100.0,0.0911352397411841,0.0773113423169857,0.0,0.5027932960893855,0.0276090737430167,0.5027932960893855,2.5139664804469275,4.022346368715084,0.21398746424581,18.10055865921788,DM/CM,90,62,57,76,90,71,54,54,66,99,85,46,43,40,78,97,97,82,90,84,84,91,96,51,51,68,54,99,75,40,56,65,85,56,79,31,41,65,66,47,72,97,62,88,56,56,68,87,71,53,53,63,100,88,46,37,40,74,97,99,79,88,81,82,91,94,51,51,68,54,99,75,40,56,65,85,50,74,31,35,62,63,46,71,97,53,2. Bundesliga
Nürnberg,c8rdmlwqz77xe8yzv3r881dz3,1el5jabd8ax82groqut6z9a1g,T. Janisch,Tim Janisch,21,Defender,Germany,Defender,13.0,20.0,2.0,33.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,127.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.62,66.67,0.0,0.0,100.0,14.29,33.33,0.0,0.0683474182184943,0.0848719040594968,1.0,4.0,0.0783853,2.0,3.0,8.0,0.12249402,18.0,9.21259842519685,14.173228346456693,1.4173228346456692,23.38582677165354,0.7086614173228346,0.7086614173228346,0.7086614173228346,0.0,0.7086614173228346,0.7086614173228346,0.7086614173228346,0.0,0.0,0.7086614173228346,0.0,0.0,0.0,1.4173228346456692,1.4173228346456692,0.0,0.0,0.0,0.0,0.0,0.0,84.62,66.67,0.0,0.0,100.0,14.29,33.33,0.0,0.0484351782650746,0.0601454438216906,0.7086614173228346,2.8346456692913384,0.0555486377952755,1.4173228346456692,2.125984251968504,5.669291338582677,0.0868067858267716,12.755905511811022,RB/RCB,14,33,45,19,26,48,36,19,62,5,14,50,14,88,7,12,12,67,64,24,31,33,43,50,52,52,98,31,24,95,5,21,12,29,52,64,93,81,71,40,76,33,36,19,43,48,33,29,67,48,19,67,5,14,50,14,100,7,12,12,67,67,24,31,33,43,50,52,52,98,31,24,95,5,21,12,29,57,71,95,86,76,52,90,48,52,2. Bundesliga
Nürnberg,c8rdmlwqz77xe8yzv3r881dz3,1qw1mczntkei5rdhqb5mdspp0,P. Scobel,Piet Scobel,21,Attacker,Germany,Striker,11.0,12.0,0.0,23.0,6.0,4.0,6.0,5.0,1.0,7.0,1.0,2.0,3.0,173.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.31,0.0,0.0,0.0,66.67,43.75,42.86,100.0,0.676359464181991,0.3192222169703884,1.0,1.0,0.01685596,0.0,1.0,1.0,0.0082466,6.0,5.722543352601156,6.242774566473988,0.0,11.965317919075144,3.121387283236994,2.0809248554913293,3.121387283236994,2.601156069364162,0.5202312138728323,3.6416184971098255,0.5202312138728323,1.0404624277456649,1.560693641618497,2.0809248554913293,4.161849710982659,0.0,0.5202312138728323,0.0,0.0,0.0,0.0,0.0,0.5202312138728323,0.0,0.0,79.31,0.0,0.0,0.0,66.67,43.75,42.86,100.0,0.3518633050657757,0.1660693614296818,0.5202312138728323,0.5202312138728323,0.0087689965317919,0.0,0.5202312138728323,0.5202312138728323,0.0042901387283236,3.121387283236994,ST,77,33,27,50,88,88,65,70,52,53,53,87,100,80,62,15,67,13,13,20,42,25,85,52,52,70,27,42,20,87,55,63,90,67,87,48,35,27,27,38,32,7,28,67,23,27,33,87,87,60,67,43,40,53,83,100,80,57,15,63,13,13,20,42,25,77,52,52,70,27,42,20,87,55,63,90,60,80,37,27,27,27,30,27,7,23,2. Bundesliga
Nürnberg,c8rdmlwqz77xe8yzv3r881dz3,2eaelm8qn6rvw1tm7p7hyq54a,A. Markhiyev,Adam Markhiyev,24,Midfielder,Finland,Midfielder,38.0,73.0,6.0,110.0,1.0,2.0,1.0,0.0,1.0,14.0,6.0,0.0,1.0,180.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,90.16,54.55,50.0,66.67,0.0,63.64,50.0,37.5,0.0385095071464858,0.1938111918248992,1.0,7.0,0.13735069,2.0,17.0,16.0,0.5256518200000001,71.0,19.0,36.5,3.0,55.0,0.5,1.0,0.5,0.0,0.5,7.0,3.0,0.0,0.5,0.0,1.0,1.5,1.5,1.5,1.5,1.0,0.5,0.0,0.0,0.0,0.0,90.16,54.55,50.0,66.67,0.0,63.64,50.0,37.5,0.0192547535732429,0.0969055959124496,0.5,3.5,0.068675345,1.0,8.5,8.0,0.26282591,35.5,DM/CM,60,97,74,91,34,71,37,21,66,81,75,46,43,40,46,76,72,82,81,84,84,31,47,51,51,79,65,88,75,40,76,56,26,29,85,72,91,91,84,100,97,100,94,53,96,68,88,21,66,31,21,56,74,74,46,31,40,38,63,65,75,75,76,76,31,47,51,51,79,65,88,75,40,76,56,26,29,82,65,88,88,81,100,97,100,94,2. Bundesliga
Nürnberg,c8rdmlwqz77xe8yzv3r881dz3,2pkpc9z2xk2bnkqtop5plgq21,J. Justvan,Julian Justvan,28,Midfielder,Germany,Midfielder,9.0,32.0,3.0,40.0,0.0,1.0,6.0,1.0,5.0,4.0,2.0,2.0,1.0,160.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,72.73,37.5,50.0,0.0,33.33,57.14,0.0,100.0,0.4732688523616546,0.1452909118632246,4.0,8.0,0.19754185,0.0,5.0,8.0,0.3928949,18.0,5.0625,18.0,1.6875,22.5,0.0,0.5625,3.375,0.5625,2.8125,2.25,1.125,1.125,0.5625,1.125,1.125,1.6875,0.5625,0.5625,0.5625,0.0,0.5625,1.6875,0.5625,0.0,0.0,72.73,37.5,50.0,0.0,33.33,57.14,0.0,100.0,0.2662137294534307,0.0817261379230638,2.25,4.5,0.111117290625,0.0,2.8125,4.5,0.22100338125,10.125,CM/AM,38,52,72,40,32,22,92,57,95,20,82,98,52,88,32,65,45,22,22,20,68,98,90,52,50,30,48,90,20,82,80,32,85,90,45,98,100,100,15,32,70,95,42,35,52,75,35,32,25,90,65,95,20,85,100,55,90,30,60,40,15,15,20,65,100,90,52,50,30,48,90,20,82,80,32,85,90,45,100,95,95,15,35,55,85,35,2. Bundesliga
