Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total contest_Total,total dribbles attempted_Total,total won contest_Total,total accurate cross_Total,total blocked scoring att_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total contest_p90,total dribbles attempted_p90,total won contest_p90,total accurate cross_p90,total blocked scoring att_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total blocked scoring att_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total won contest_p90PR,total accurate cross_p90PR,total blocked scoring att_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Eintracht Braunschweig,kxpw3rqn4ukt7nqmtjj62lbn,2rsdnuf5kuu8kxybsjq7ogbje,M. Aydın,Mehmet Can Aydin,24,Midfielder,Türkiye,Midfielder,36.0,43.0,7.0,78.0,5.0,1.0,4.0,1.0,3.0,19.0,8.0,1.0,2.0,180.0,2.0,2.0,7.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,79.59,46.67,12.5,100.0,50.0,73.08,71.43,75.0,0.1415510901720159,0.0,2.0,2.0,0.04534369,5.0,11.0,13.0,0.30287338,36.0,18.0,21.5,3.5,39.0,2.5,0.5,2.0,0.5,1.5,9.5,4.0,0.5,1.0,1.0,1.0,3.5,1.5,1.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0,79.59,46.67,12.5,100.0,50.0,73.08,71.43,75.0,0.0707755450860079,0.0,1.0,1.0,0.022671845,2.5,5.5,6.5,0.15143669,18.0,DM/CM,54,76,82,59,81,41,90,54,96,99,91,94,68,94,46,100,72,82,81,97,84,31,47,51,51,26,44,74,91,88,100,94,60,47,16,93,57,50,97,79,91,85,62,44,71,78,47,78,24,82,46,93,97,91,91,63,93,38,100,65,75,75,94,76,31,47,51,51,26,44,74,91,88,100,94,60,44,16,87,54,47,97,76,88,85,50,2. Bundesliga
Eintracht Braunschweig,kxpw3rqn4ukt7nqmtjj62lbn,4rbwu9j1hucsm95jertjbju38,M. Marie,Max Marie,21,Midfielder,Germany,Midfielder,25.0,54.0,7.0,79.0,1.0,7.0,3.0,3.0,0.0,9.0,1.0,0.0,0.0,179.0,0.0,10.0,2.0,5.0,10.0,10.0,2.0,0.0,1.0,2.0,0.0,0.0,85.87,100.0,0.0,20.0,0.0,31.03,16.67,100.0,0.2176772192923323,0.6232493866100395,0.0,11.0,0.2421682,6.0,10.0,13.0,0.3983178699999999,41.0,12.569832402234637,27.15083798882681,3.519553072625698,39.720670391061454,0.5027932960893855,3.519553072625698,1.5083798882681565,1.5083798882681565,0.0,4.5251396648044695,0.5027932960893855,0.0,0.0,0.0,5.027932960893855,1.005586592178771,2.5139664804469275,5.027932960893855,5.027932960893855,1.005586592178771,0.0,0.5027932960893855,1.005586592178771,0.0,0.0,85.87,100.0,0.0,20.0,0.0,31.03,16.67,100.0,0.1094466465715637,0.3133656133793494,0.0,5.5307262569832405,0.1217605474860335,3.016759776536313,5.027932960893855,6.536312849162011,0.2002715547486033,20.614525139664803,DM/CM,24,79,82,62,34,100,71,93,26,53,16,46,15,40,100,51,97,100,100,84,37,74,100,51,51,62,97,37,49,40,6,29,85,71,100,31,100,100,100,75,91,91,69,18,79,82,50,24,100,60,88,26,53,12,46,15,40,100,38,99,100,100,81,37,66,100,51,51,62,97,37,49,40,6,29,85,68,100,31,100,100,100,74,91,91,68,2. Bundesliga
Eintracht Braunschweig,kxpw3rqn4ukt7nqmtjj62lbn,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,Florian Flick,26,Midfielder,Germany,Midfielder,45.0,73.0,13.0,118.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,177.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.19,81.25,0.0,0.0,66.67,37.5,0.0,100.0,0.4601803667172751,0.0449145319320889,0.0,8.0,0.16947227,4.0,12.0,6.0,0.1613868499999999,76.0,22.88135593220339,37.11864406779661,6.610169491525424,60.0,0.5084745762711864,0.5084745762711864,1.5254237288135597,1.5254237288135597,0.0,1.5254237288135597,1.5254237288135597,0.5084745762711864,0.5084745762711864,1.0169491525423728,1.5254237288135597,0.0,1.0169491525423728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.19,81.25,0.0,0.0,66.67,37.5,0.0,100.0,0.2339900169748856,0.0228378975925875,0.0,4.067796610169491,0.0861723406779661,2.0338983050847457,6.101694915254238,3.050847457627119,0.0820611101694914,38.64406779661017,DM/CM,76,97,100,97,34,41,71,93,26,10,44,94,43,94,63,6,49,15,15,24,37,31,47,51,51,88,91,37,24,91,21,15,85,94,38,31,94,94,94,84,51,59,100,71,100,100,97,26,29,65,91,26,9,38,94,41,97,59,6,44,15,15,24,37,31,47,51,51,88,91,37,24,91,21,15,85,94,35,31,94,94,94,82,44,53,100,2. Bundesliga
Eintracht Braunschweig,kxpw3rqn4ukt7nqmtjj62lbn,6las8etwx9c9kdkcip8gz26wa,K. Ehlers,Kevin Ehlers,25,Defender,Germany,Defender,66.0,51.0,5.0,117.0,5.0,0.0,1.0,1.0,0.0,10.0,12.0,0.0,2.0,180.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,86.67,45.45,0.0,100.0,0.0,62.5,55.56,100.0,0.1306835005040393,0.0,0.0,3.0,0.05731012,1.0,13.0,10.0,0.23077288,77.0,33.0,25.5,2.5,58.5,2.5,0.0,0.5,0.5,0.0,5.0,6.0,0.0,1.0,0.0,0.5,0.5,1.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,86.67,45.45,0.0,100.0,0.0,62.5,55.56,100.0,0.0653417502520196,0.0,0.0,1.5,0.02865506,0.5,6.5,5.0,0.11538644,38.5,RB/RCB,95,95,79,95,90,10,36,62,26,69,98,50,74,38,29,43,71,38,38,64,31,33,43,50,52,76,50,31,90,38,64,81,83,52,14,29,81,71,43,100,90,62,100,95,95,69,95,90,10,24,45,26,64,95,50,69,38,14,31,67,31,31,55,31,33,43,50,52,76,50,31,90,38,64,81,83,48,14,29,74,67,33,100,76,57,100,2. Bundesliga
Eintracht Braunschweig,kxpw3rqn4ukt7nqmtjj62lbn,aw83l7afhw2lhkg8qm7mbnms4,J. Urbich,Jan Urbich,22,Attacker,Germany,Striker,6.0,9.0,0.0,15.0,1.0,1.0,8.0,6.0,2.0,4.0,0.0,2.0,0.0,153.0,6.0,12.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,75.0,0.0,0.0,50.0,75.0,28.57,16.67,0.0,1.2717334472527255,0.0,2.0,1.0,0.01935132,0.0,1.0,1.0,0.02663498,3.0,3.5294117647058822,5.294117647058823,0.0,8.823529411764707,0.5882352941176471,0.5882352941176471,4.705882352941177,3.5294117647058822,1.1764705882352942,2.3529411764705883,0.0,1.1764705882352942,0.0,3.5294117647058822,7.0588235294117645,1.1764705882352942,0.0,1.1764705882352942,1.1764705882352942,0.5882352941176471,0.0,0.5882352941176471,0.0,0.0,0.0,75.0,0.0,0.0,50.0,75.0,28.57,16.67,0.0,0.7480784983839562,0.0,1.1764705882352942,0.5882352941176471,0.0113831294117647,0.0,0.5882352941176471,0.5882352941176471,0.0156676352941176,1.7647058823529411,ST,32,15,27,18,37,32,80,77,83,25,20,87,37,97,90,60,25,48,48,47,42,62,38,52,52,52,27,42,63,95,28,35,25,97,12,77,35,30,27,38,32,30,13,23,13,27,13,40,33,90,83,87,17,20,87,37,100,90,60,25,47,47,47,42,63,38,52,52,52,27,42,63,95,28,35,25,100,12,77,37,30,27,37,33,30,10,2. Bundesliga
Eintracht Braunschweig,kxpw3rqn4ukt7nqmtjj62lbn,cyvk6luj08lo8hpgimx518yl0,Y. Sturm,Yann Sturm,21,Midfielder,Germany,Midfielder,7.0,24.0,0.0,31.0,0.0,6.0,6.0,5.0,1.0,10.0,0.0,0.0,1.0,155.0,1.0,8.0,2.0,1.0,10.0,13.0,6.0,0.0,2.0,1.0,0.0,0.0,88.57,0.0,0.0,60.0,16.67,66.67,0.0,50.0,0.505409578689833,0.4453725421542954,4.0,10.0,0.28252471,3.0,2.0,6.0,0.29034318,17.0,4.064516129032258,13.935483870967742,0.0,18.0,0.0,3.4838709677419355,3.4838709677419355,2.9032258064516125,0.5806451612903225,5.806451612903225,0.0,0.0,0.5806451612903225,0.5806451612903225,4.64516129032258,1.161290322580645,0.5806451612903225,5.806451612903225,7.548387096774193,3.4838709677419355,0.0,1.161290322580645,0.5806451612903225,0.0,0.0,88.57,0.0,0.0,60.0,16.67,66.67,0.0,50.0,0.293463626336032,0.2586034115734618,2.32258064516129,5.806451612903225,0.1640466058064516,1.7419354838709675,1.161290322580645,3.4838709677419355,0.1685863625806451,9.870967741935484,LM/LCM,15,45,15,25,25,90,70,90,40,80,15,55,60,60,70,50,60,100,100,100,35,70,90,55,55,70,15,35,75,50,100,30,55,70,70,85,100,100,80,35,55,70,50,10,30,15,20,25,90,70,90,40,80,15,55,50,60,70,50,50,100,100,100,35,70,90,55,55,70,15,35,75,50,100,30,55,90,70,90,100,100,80,30,60,70,40,2. Bundesliga
Eintracht Braunschweig,kxpw3rqn4ukt7nqmtjj62lbn,dfvji53ap80gfup5k0ise57ca,L. Frenkert,Lukas Frenkert,26,Defender,Germany,Defender,43.0,35.0,2.0,78.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,101.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7,50.0,0.0,0.0,0.0,40.0,40.0,50.0,0.0685538207097849,0.0,0.0,3.0,0.0678373999999999,3.0,8.0,3.0,0.10720601,51.0,38.31683168316832,31.18811881188119,1.7821782178217822,69.5049504950495,1.7821782178217822,0.0,0.8910891089108911,0.8910891089108911,0.0,3.5643564356435644,1.7821782178217822,0.0,0.0,0.0,0.8910891089108911,0.0,0.8910891089108911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7,50.0,0.0,0.0,0.0,40.0,40.0,50.0,0.0610875630087192,0.0,0.0,2.6732673267326734,0.0604491683168315,2.6732673267326734,7.128712871287129,2.6732673267326734,0.095530107920792,45.445544554455445,CB,26,81,16,39,27,27,52,66,39,13,6,45,11,34,35,23,40,32,32,40,44,42,48,47,52,81,60,44,40,34,10,32,40,45,29,42,89,94,100,79,32,42,63,84,94,26,97,42,27,58,74,39,32,16,45,11,34,45,23,55,32,32,40,44,42,48,47,52,81,60,44,40,34,10,32,40,58,29,42,94,97,100,94,45,71,94,2. Bundesliga
Eintracht Braunschweig,kxpw3rqn4ukt7nqmtjj62lbn,esb5jfhw65o0dgbs6gwvibyeh,A. Opoku,Aaron Opoku,27,Attacker,Germany,Striker,9.0,27.0,0.0,35.0,1.0,5.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,141.0,1.0,6.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,68.63,0.0,25.0,25.0,25.0,20.0,33.33,0.0,0.243227879377202,0.4434649961190872,1.0,5.0,0.1202152599999999,1.0,4.0,4.0,0.14004818,19.0,5.74468085106383,17.23404255319149,0.0,22.34042553191489,0.6382978723404256,3.191489361702128,2.5531914893617023,1.2765957446808511,1.2765957446808511,1.2765957446808511,2.5531914893617023,0.6382978723404256,0.6382978723404256,0.6382978723404256,3.8297872340425534,0.0,0.0,2.5531914893617023,2.5531914893617023,0.6382978723404256,0.6382978723404256,0.6382978723404256,0.0,0.0,0.0,68.63,0.0,25.0,25.0,25.0,20.0,33.33,0.0,0.1552518379003417,0.2830627634802684,0.6382978723404256,3.191489361702128,0.0767331446808509,0.6382978723404256,2.5531914893617023,2.5531914893617023,0.0893924553191489,12.127659574468083,RW,75,88,50,100,62,100,75,50,88,25,100,100,62,75,50,25,38,50,50,50,75,88,62,62,62,50,50,75,50,75,25,100,38,50,100,75,62,50,62,100,100,50,100,75,88,50,75,62,100,75,50,88,25,100,100,50,62,50,25,38,50,50,50,62,75,62,62,62,50,50,75,50,75,25,100,38,50,100,62,38,25,50,100,100,50,100,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,2pr5dhz0lfsy86ka37xoeub8q,J. Grodowski,Joel Grodowski,28,Attacker,Germany,Striker,4.0,13.0,3.0,17.0,3.0,1.0,8.0,7.0,1.0,11.0,2.0,3.0,1.0,180.0,5.0,9.0,5.0,0.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,70.83,75.0,0.0,50.0,62.5,44.0,37.5,0.0,1.1859808918600616,0.1659884803541601,3.0,3.0,0.11239984,2.0,0.0,2.0,0.21007254,9.0,2.0,6.5,1.5,8.5,1.5,0.5,4.0,3.5,0.5,5.5,1.0,1.5,0.5,2.5,4.5,2.5,0.0,2.0,2.0,1.0,0.0,1.5,0.0,0.0,0.0,70.83,75.0,0.0,50.0,62.5,44.0,37.5,0.0,0.5929904459300308,0.08299424017708,1.5,1.5,0.05619992,1.0,0.0,1.0,0.10503627,4.5,ST,15,43,95,25,73,32,80,87,52,78,77,98,80,88,72,97,25,67,65,65,42,93,38,52,52,40,80,42,63,78,60,57,25,90,53,88,70,63,82,12,57,83,65,7,27,93,10,63,18,72,78,33,75,72,97,75,87,65,90,25,58,58,58,42,93,38,52,52,40,80,42,63,78,60,57,25,87,50,88,60,57,75,12,47,80,47,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,38e1vhlbuwztsud75adfexs0k,M. Wörl,Marius Wörl,22,Midfielder,Germany,Midfielder,16.0,18.0,3.0,34.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,124.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,80.95,75.0,0.0,0.0,0.0,18.18,0.0,100.0,0.30027358797793,0.0591406109963844,2.0,2.0,0.05365512,1.0,5.0,6.0,0.07402426,16.0,11.612903225806452,13.064516129032258,2.177419354838709,24.677419354838708,0.0,0.7258064516129032,2.177419354838709,0.7258064516129032,1.4516129032258065,1.4516129032258065,1.4516129032258065,0.0,0.7258064516129032,0.0,4.354838709677419,0.7258064516129032,0.7258064516129032,1.4516129032258065,1.4516129032258065,0.0,0.0,1.4516129032258065,0.0,0.0,0.0,80.95,75.0,0.0,0.0,0.0,18.18,0.0,100.0,0.2179405074033363,0.0429246370135048,1.4516129032258065,1.4516129032258065,0.0389432322580645,0.7258064516129032,3.629032258064516,4.354838709677419,0.0537272854838709,11.612903225806452,LM/LCM,45,10,75,40,25,35,55,50,75,20,70,55,60,25,60,35,60,30,30,20,35,70,45,55,55,40,70,35,20,25,20,30,90,60,40,60,35,30,45,80,55,30,40,60,10,80,60,25,40,60,60,80,20,80,55,80,25,60,40,70,30,30,20,35,80,45,55,55,40,70,35,20,25,20,30,90,60,40,60,40,30,60,90,80,30,70,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,63mjx2t3943wpqiomzdwg0mlm,M. Großer,Maximilian Großer,25,Defender,Germany,Defender,60.0,11.0,2.0,71.0,8.0,0.0,3.0,3.0,0.0,9.0,10.0,0.0,2.0,180.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.54,33.33,0.0,0.0,0.0,56.25,66.67,0.0,0.3971532816869421,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0498895799999999,51.0,30.0,5.5,1.0,35.5,4.0,0.0,1.5,1.5,0.0,4.5,5.0,0.0,1.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,85.54,33.33,0.0,0.0,0.0,56.25,66.67,0.0,0.198576640843471,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0249447899999999,25.5,CB,73,6,16,26,97,27,97,98,39,71,52,45,53,34,94,58,13,32,32,40,44,92,48,47,52,45,23,44,40,34,61,87,13,94,29,42,26,26,35,27,26,26,63,60,6,11,19,92,27,97,98,39,63,48,45,48,34,94,53,13,32,32,40,44,90,48,47,52,45,23,44,40,34,61,87,13,94,29,42,26,26,35,27,26,26,58,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,6tuxx5z4yoa95m83g9t9oyne,M. Momuluh,Monju Momuluh,24,Attacker,Germany,Striker,3.0,11.0,1.0,13.0,2.0,1.0,3.0,3.0,0.0,15.0,3.0,0.0,1.0,138.0,1.0,8.0,4.0,3.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,56.52,50.0,33.33,66.67,33.33,75.0,0.0,60.0,0.4467612600931101,0.1511374734592934,1.0,5.0,0.13744069,2.0,0.0,1.0,0.32367092,6.0,1.9565217391304344,7.173913043478261,0.6521739130434783,8.478260869565217,1.3043478260869563,0.6521739130434783,1.9565217391304344,1.9565217391304344,0.0,9.782608695652174,1.9565217391304344,0.0,0.6521739130434783,0.6521739130434783,5.217391304347826,2.608695652173913,1.9565217391304344,3.913043478260869,3.913043478260869,2.608695652173913,0.6521739130434783,0.0,0.0,0.0,0.0,56.52,50.0,33.33,66.67,33.33,75.0,0.0,60.0,0.2913660391911588,0.0985679174734522,0.6521739130434783,3.260869565217391,0.0896352326086956,1.3043478260869563,0.0,0.6521739130434783,0.2110897304347825,3.913043478260869,RW,25,25,100,25,100,38,50,88,38,100,75,50,62,75,75,100,100,88,88,75,75,38,62,62,62,25,100,100,75,100,100,50,75,75,75,75,62,75,100,25,25,75,38,25,25,100,25,100,50,50,100,38,100,75,50,75,100,75,100,100,100,100,75,100,38,62,62,62,25,100,100,75,100,100,50,75,75,50,100,75,50,100,25,25,100,25,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,8bu0qcj7offuotc82kr2vhafo,H. Koudossou,Henri Koudossou,26,Defender,Germany,Defender,35.0,17.0,4.0,49.0,2.0,3.0,1.0,1.0,0.0,9.0,11.0,0.0,2.0,180.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,75.38,57.14,42.86,50.0,100.0,52.94,40.0,80.0,0.135901634229283,0.4748964887774006,0.0,1.0,0.03485072,1.0,4.0,5.0,0.7134450200000002,32.0,17.5,8.5,2.0,24.5,1.0,1.5,0.5,0.5,0.0,4.5,5.5,0.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.5,0.0,0.5,0.0,0.0,75.38,57.14,42.86,50.0,100.0,52.94,40.0,80.0,0.0679508171146415,0.2374482443887003,0.0,0.5,0.01742536,0.5,2.0,2.5,0.3567225100000001,16.0,RB/RCB,71,19,67,64,62,88,36,62,26,55,90,50,74,88,57,43,86,67,64,64,93,33,90,50,52,24,81,90,60,95,45,38,57,57,90,29,40,57,43,57,45,100,71,67,14,62,38,55,86,24,45,26,52,90,50,69,81,48,31,83,57,57,55,86,33,86,50,52,24,81,90,60,95,45,38,57,57,90,29,33,52,33,45,38,100,62,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,8jildds7zfj7uk3iohmmkj3kl,A. Sicker,Arne Sicker,29,Defender,Germany,Defender,19.0,20.0,7.0,38.0,2.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,2.0,108.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,77.55,77.78,25.0,0.0,0.0,66.67,0.0,100.0,0.0,0.142976319851011,0.0,1.0,0.0174506,1.0,4.0,8.0,0.102865,18.0,15.833333333333334,16.666666666666668,5.833333333333334,31.666666666666668,1.6666666666666667,0.8333333333333334,0.0,0.0,0.0,3.333333333333333,5.833333333333334,0.0,1.6666666666666667,0.0,2.5,0.0,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,77.55,77.78,25.0,0.0,0.0,66.67,0.0,100.0,0.0,0.1191469332091758,0.0,0.8333333333333334,0.0145421666666666,0.8333333333333334,3.333333333333333,6.666666666666667,0.0857208333333333,15.0,LB/LCB,13,21,84,8,50,34,26,37,32,11,66,50,63,42,79,18,61,32,32,21,53,37,47,53,53,21,100,53,21,42,89,16,92,26,47,37,37,26,42,45,63,26,18,37,47,100,32,79,47,26,37,32,32,95,50,79,42,95,18,89,42,42,21,63,37,47,53,53,21,100,53,21,42,89,16,92,26,63,37,42,37,47,58,89,32,32,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,9aqzi05rzxjcberb53718z5xx,M. Mehlem,Marvin Mehlem,28,Midfielder,Germany,Midfielder,15.0,7.0,1.0,22.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,95.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.86,25.0,0.0,0.0,66.67,55.56,50.0,100.0,0.313496856569587,0.0983165166575435,1.0,0.0,0.0,0.0,2.0,1.0,0.04182524,10.0,14.210526315789473,6.631578947368421,0.9473684210526316,20.84210526315789,0.9473684210526316,1.894736842105263,2.8421052631578947,1.894736842105263,0.9473684210526316,4.7368421052631575,2.8421052631578947,0.9473684210526316,2.8421052631578947,1.894736842105263,3.789473684210526,1.894736842105263,1.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.86,25.0,0.0,0.0,66.67,55.56,50.0,100.0,0.2969970220132929,0.0931419631492517,0.9473684210526316,0.0,0.0,0.0,1.894736842105263,0.9473684210526316,0.0396239115789473,9.473684210526317,CM/AM,55,5,38,5,78,52,68,82,45,35,92,88,92,88,65,48,72,5,5,20,28,20,40,52,50,40,30,28,20,100,75,85,85,75,40,55,10,10,15,12,5,5,8,90,5,50,30,85,60,80,95,65,60,100,90,100,95,95,65,85,5,5,20,28,20,40,52,50,40,30,28,20,100,75,85,85,95,50,70,10,10,15,15,5,10,25,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,av5y7xqlp9hw9cw0hupvsl4kq,S. Russo,Stefano Russo,26,Midfielder,Germany,Midfielder,38.0,22.0,5.0,60.0,2.0,1.0,3.0,2.0,1.0,10.0,10.0,0.0,2.0,165.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,41.67,0.0,0.0,0.0,47.62,40.0,80.0,0.2465407067252894,0.063132303592481,0.0,1.0,0.0241224,1.0,9.0,6.0,0.1507154,25.0,20.727272727272727,12.0,2.7272727272727275,32.72727272727273,1.090909090909091,0.5454545454545455,1.6363636363636365,1.090909090909091,0.5454545454545455,5.454545454545455,5.454545454545455,0.0,1.090909090909091,0.0,1.090909090909091,1.6363636363636365,2.181818181818182,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,80.0,41.67,0.0,0.0,0.0,47.62,40.0,80.0,0.1344767491228851,0.034435801959535,0.0,0.5454545454545455,0.0131576727272727,0.5454545454545455,4.909090909090909,3.272727272727273,0.0822084,13.636363636363637,DM/CM,60,19,65,34,57,41,71,76,66,60,97,46,68,40,46,76,88,15,15,24,37,74,47,51,51,31,35,37,24,40,50,47,65,76,44,31,41,41,66,71,51,53,32,59,18,65,32,53,47,71,82,74,59,97,46,74,40,50,74,91,15,15,24,37,79,47,51,51,31,35,37,24,40,50,47,65,74,47,31,41,41,71,71,56,56,35,2. Bundesliga
