Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total effective clearance_Total,total mins played,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total goals_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total blocked scoring att_Total,total won contest_Total,total interception_Total,total won tackle_Total,total attempts obox_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total effective clearance_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total blocked scoring att_p90,total won contest_p90,total interception_p90,total won tackle_p90,total attempts obox_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total effective clearance_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total blocked scoring att_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total attempts obox_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total effective clearance_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total blocked scoring att_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total attempts obox_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Frosinone,5khizzei8z0qbb7exz622wxw3,ct2t62s5gte4o5hodlfz9hkb8,A. Raimondo,Antonio Raimondo,22,Attacker,Italy,Striker,0.0,0.0,3.0,0.0,3.0,1.0,0.0,90.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,14.29,33.33,0.0,0.1122344112765558,0.0637571476171479,0.0,0.0,0.0,1.0,0.0,1.0,0.01379315,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,14.29,33.33,0.0,0.1122344112765558,0.0637571476171479,0.0,0.0,0.0,1.0,0.0,1.0,0.01379315,2.0,ST,12,54,8,38,8,67,25,62,50,21,25,29,29,8,46,17,29,17,71,25,46,38,29,54,17,38,54,25,17,17,79,38,33,58,29,29,29,67,29,71,33,42,12,54,8,38,8,67,25,62,50,21,25,29,29,8,46,17,29,17,71,25,46,38,29,54,17,38,54,25,17,17,79,38,33,58,29,29,29,67,29,71,33,42,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,eg9jgcpcll4b1rfcx7u1gspw4,G. Calvani,Gabriele Calvani,22,Defender,Italy,Defender,21.0,0.0,2.0,0.0,23.0,0.0,3.0,90.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85.19,0.0,0.0,0.0,0.0,42.86,0.0,100.0,0.2345845210358382,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.02353555,16.0,21.0,0.0,2.0,0.0,23.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85.19,0.0,0.0,0.0,0.0,42.86,0.0,100.0,0.2345845210358382,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.02353555,16.0,RB/RCB,69,50,8,31,23,35,69,85,54,88,88,38,27,50,54,50,73,35,50,38,73,58,50,54,54,31,50,38,50,46,42,77,92,35,50,38,38,38,58,58,54,69,69,50,8,31,23,35,69,85,54,88,88,38,27,50,54,50,73,35,50,38,73,58,50,54,54,31,50,38,50,46,42,77,92,35,50,38,38,38,58,58,54,69,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,1lxfpn0wmr895me9xbzcfnh90,A. Marcandalli,Alessandro Marcandalli,23,Defender,Italy,Defender,25.0,0.0,19.0,1.0,44.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91.67,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,19.0,1.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91.67,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,85,50,62,65,77,35,23,23,54,31,35,81,69,31,54,50,23,35,50,85,35,58,50,54,77,96,50,92,50,19,42,77,31,35,50,38,38,38,27,27,23,23,85,50,62,65,77,35,23,23,54,31,35,81,69,31,54,50,23,35,50,85,35,58,50,54,77,96,50,92,50,19,42,77,31,35,50,38,38,38,27,27,23,23,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,2um03dny7h3sdvehq3bygd1t6,M. Frendrup,Morten Frendrup,25,Midfielder,Denmark,Midfielder,27.0,1.0,29.0,2.0,55.0,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,96.49,100.0,100.0,0.0,0.0,80.0,0.0,100.0,0.0560359614636182,0.0578566647600181,1.0,5.0,0.10473215,4.0,3.0,4.0,0.09413923,27.0,27.0,1.0,29.0,2.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,96.49,100.0,100.0,0.0,0.0,80.0,0.0,100.0,0.0560359614636182,0.0578566647600181,1.0,5.0,0.10473215,4.0,3.0,4.0,0.09413923,27.0,DM/CM,69,97,62,69,62,53,16,31,50,53,47,34,34,59,53,38,34,78,44,34,47,88,59,53,94,88,100,34,38,94,44,88,75,75,78,88,88,100,53,69,69,62,69,97,62,69,62,53,16,31,50,53,47,34,34,59,53,38,34,78,44,34,47,88,59,53,94,88,100,34,38,94,44,88,75,75,78,88,88,100,53,69,69,62,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,7u9bpiajlgr3zibj89pub7wbu,M. Ellertsson,Mikael Ellertsson,24,Midfielder,Iceland,Midfielder,8.0,0.0,11.0,0.0,19.0,0.0,3.0,90.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,90.48,0.0,0.0,66.67,0.0,57.14,0.0,100.0,0.0556719096729641,0.0,1.0,2.0,0.05611514,0.0,0.0,2.0,0.05301499,9.0,8.0,0.0,11.0,0.0,19.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,90.48,0.0,0.0,66.67,0.0,57.14,0.0,100.0,0.0556719096729641,0.0,1.0,2.0,0.05611514,0.0,0.0,2.0,0.05301499,9.0,CM/AM,30,45,20,20,20,30,95,40,50,45,60,85,85,55,50,45,40,25,95,85,70,80,40,55,90,20,45,70,45,80,40,85,40,30,80,75,80,35,20,40,30,40,30,45,20,20,20,30,95,40,50,45,60,85,85,55,50,45,40,25,95,85,70,80,40,55,90,20,45,70,45,80,40,85,40,30,80,75,80,35,20,40,30,40,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,bj9f6t8o0nji79rbaxrsioep6,B. Norton-Cuffy,Brooke Norton-Cuffy,22,Defender,England,Defender,4.0,0.0,14.0,0.0,18.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.26,0.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0896452668687654,0.0,3.0,0.0811110499999999,4.0,0.0,0.0,0.01172097,5.0,4.0,0.0,14.0,0.0,18.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.26,0.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0896452668687654,0.0,3.0,0.0811110499999999,4.0,0.0,0.0,0.01172097,5.0,RB/RCB,8,50,38,31,8,81,88,23,54,31,35,96,96,15,54,50,46,35,50,85,35,19,50,54,31,31,50,77,50,38,42,19,31,92,50,88,92,100,27,27,46,46,8,50,38,31,8,81,88,23,54,31,35,96,96,15,54,50,46,35,50,85,35,19,50,54,31,31,50,77,50,38,42,19,31,92,50,88,92,100,27,27,46,46,Serie A
Genoa,4kumqzwifv478caxed8zywlh3,cnriqwh17pqgz7p2gt74uar6c,Vítinha,Vítor Manuel Carvalho Oliveira,26,Attacker,Portugal,Striker,5.0,0.0,7.0,1.0,12.0,0.0,1.0,90.0,0.0,0.0,3.0,2.0,7.0,7.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,80.0,50.0,0.0,0.0,33.33,12.5,0.0,100.0,0.2240678825860567,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0220279099999999,3.0,5.0,0.0,7.0,1.0,12.0,0.0,1.0,0.0,0.0,3.0,2.0,7.0,7.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,80.0,50.0,0.0,0.0,33.33,12.5,0.0,100.0,0.2240678825860567,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0220279099999999,3.0,ST,67,54,38,88,54,25,71,25,50,58,50,100,100,21,46,62,62,42,29,25,46,88,79,54,83,75,54,25,62,8,25,96,58,29,92,29,29,25,75,71,42,58,67,54,38,88,54,25,71,25,50,58,50,100,100,21,46,62,62,42,29,25,46,88,79,54,83,75,54,25,62,8,25,96,58,29,92,29,29,25,75,71,42,58,Serie A
Juventus,bqbbqm98ud8obe45ds9ohgyrd,288nn7pbq5ewriiyb9o7da86h,W. McKennie,Weston McKennie,27,Midfielder,USA,Midfielder,17.0,0.0,23.0,1.0,40.0,0.0,2.0,90.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,88.89,100.0,0.0,100.0,0.0,33.33,0.0,0.0,0.2809663641957898,0.0,1.0,1.0,0.05491138,1.0,4.0,4.0,0.0667775999999999,16.0,17.0,0.0,23.0,1.0,40.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,88.89,100.0,0.0,100.0,0.0,33.33,0.0,0.0,0.2809663641957898,0.0,1.0,1.0,0.05491138,1.0,4.0,4.0,0.0667775999999999,16.0,CM/AM,55,45,80,55,60,30,65,40,50,80,95,50,50,30,50,45,100,55,95,60,30,25,40,55,70,85,45,90,45,30,40,25,100,30,80,50,70,75,55,70,50,50,55,45,80,55,60,30,65,40,50,80,95,50,50,30,50,45,100,55,95,60,30,25,40,55,70,85,45,90,45,30,40,25,100,30,80,50,70,75,55,70,50,50,Serie A
Juventus,bqbbqm98ud8obe45ds9ohgyrd,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,Lloyd Kelly,27,Defender,England,Defender,42.0,0.0,13.0,4.0,55.0,0.0,2.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,36.36,0.0,0.0,0.0,20.0,0.0,0.0,0.1395909281146393,0.0,0.0,1.0,0.01685596,0.0,3.0,5.0,0.08419467,32.0,42.0,0.0,13.0,4.0,55.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,36.36,0.0,0.0,0.0,20.0,0.0,0.0,0.1395909281146393,0.0,0.0,1.0,0.01685596,0.0,3.0,5.0,0.08419467,32.0,CB,66,46,57,95,59,36,39,14,52,64,70,39,39,11,46,39,46,73,46,41,21,20,48,52,30,39,46,41,39,18,32,20,79,39,48,77,68,43,75,93,71,75,66,46,57,95,59,36,39,14,52,64,70,39,39,11,46,39,46,73,46,41,21,20,48,52,30,39,46,41,39,18,32,20,79,39,48,77,68,43,75,93,71,75,Serie A
Juventus,bqbbqm98ud8obe45ds9ohgyrd,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,Manuel Locatelli,28,Midfielder,Italy,Midfielder,25.0,0.0,26.0,3.0,51.0,1.0,5.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,83.61,30.0,0.0,0.0,0.0,66.67,75.0,100.0,0.0,0.075017934411251,0.0,2.0,0.0409104899999999,2.0,7.0,7.0,0.1509572899999999,35.0,25.0,0.0,26.0,3.0,51.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,83.61,30.0,0.0,0.0,0.0,66.67,75.0,100.0,0.0,0.075017934411251,0.0,2.0,0.0409104899999999,2.0,7.0,7.0,0.1509572899999999,35.0,DM/CM,62,47,53,91,56,53,97,94,50,16,47,34,34,88,53,38,34,100,44,34,100,56,22,53,19,25,47,34,38,81,94,88,31,88,34,62,56,84,78,81,81,75,62,47,53,91,56,53,97,94,50,16,47,34,34,88,53,38,34,100,44,34,100,56,22,53,19,25,47,34,38,81,94,88,31,88,34,62,56,84,78,81,81,75,Serie A
Juventus,bqbbqm98ud8obe45ds9ohgyrd,b33rlpjo3kx4477alx82si5wq,P. Kalulu,Pierre Kalulu,26,Defender,France,Defender,10.0,0.0,22.0,2.0,32.0,1.0,5.0,90.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,84.21,100.0,0.0,0.0,100.0,0.0,0.0,33.33,0.0961398023483526,0.0409131248741063,0.0,4.0,0.085288,3.0,6.0,3.0,0.09301652,15.0,10.0,0.0,22.0,2.0,32.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,84.21,100.0,0.0,0.0,100.0,0.0,0.0,33.33,0.0961398023483526,0.0409131248741063,0.0,4.0,0.085288,3.0,6.0,3.0,0.09301652,15.0,RB/RCB,15,50,73,85,46,81,100,85,54,69,73,38,27,73,54,100,96,35,50,38,92,58,50,54,46,96,50,38,100,19,42,42,69,69,50,100,100,92,96,88,85,58,15,50,73,85,46,81,100,85,54,69,73,38,27,73,54,100,96,35,50,38,92,58,50,54,46,96,50,38,100,19,42,42,69,69,50,100,100,92,96,88,85,58,Serie A
Juventus,bqbbqm98ud8obe45ds9ohgyrd,d196vatyvq6ycn1q7d477d2i1,Bremer,Gleison Bremer Silva Nascimento,29,Defender,Brazil,Defender,23.0,0.0,9.0,3.0,32.0,3.0,8.0,90.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,88.89,60.0,0.0,100.0,50.0,62.5,40.0,100.0,0.4080338729441498,0.270020588385007,0.0,0.0,0.0,0.0,1.0,2.0,0.04107349,19.0,23.0,0.0,9.0,3.0,32.0,3.0,8.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,88.89,60.0,0.0,100.0,50.0,62.5,40.0,100.0,0.4080338729441498,0.270020588385007,0.0,0.0,0.0,0.0,1.0,2.0,0.04107349,19.0,CB,36,46,32,77,36,98,93,73,52,95,98,86,86,68,96,89,96,27,46,91,55,77,48,52,46,66,46,93,80,62,71,88,100,96,48,32,32,43,57,64,50,61,36,46,32,77,36,98,93,73,52,95,98,86,86,68,96,89,96,27,46,91,55,77,48,52,46,66,46,93,80,62,71,88,100,96,48,32,32,43,57,64,50,61,Serie A
Juventus,bqbbqm98ud8obe45ds9ohgyrd,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,Randal Kolo Muani,27,Attacker,France,Striker,2.0,0.0,12.0,0.0,14.0,1.0,0.0,90.0,0.0,0.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,58.33,0.0,0.0,33.33,33.33,23.08,0.0,0.0,0.3295621866309273,0.0979222241474773,1.0,3.0,0.1251379,2.0,0.0,1.0,0.0837596499999999,7.0,2.0,0.0,12.0,0.0,14.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,58.33,0.0,0.0,33.33,33.33,23.08,0.0,0.0,0.3295621866309273,0.0979222241474773,1.0,3.0,0.1251379,2.0,0.0,1.0,0.0837596499999999,7.0,ST,33,54,79,38,67,67,25,25,50,58,50,67,71,38,46,62,92,67,71,62,46,38,79,54,8,38,54,58,62,33,25,38,67,83,67,100,100,96,29,71,92,75,33,54,79,38,67,67,25,25,50,58,50,67,71,38,46,62,92,67,71,62,46,38,79,54,8,38,54,58,62,33,25,38,67,83,67,100,100,96,29,71,92,75,Serie A
Parma,5aosfavi55p40c65lkriqnqnl,7pd1rtu3x4tjacwmvuodib4oa,A. Ndiaye,Abdoulaye Ndiaye,24,Defender,Senegal,Defender,46.0,0.0,8.0,1.0,54.0,0.0,4.0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,25.0,0.0,100.0,0.0,60.0,0.0,0.0,0.1244369695161108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03392349,36.0,46.0,0.0,8.0,1.0,54.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,25.0,0.0,100.0,0.0,60.0,0.0,0.0,0.1244369695161108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03392349,36.0,LB/LCB,82,32,14,61,71,25,79,25,54,57,82,64,61,93,50,36,54,96,43,82,18,21,32,54,75,64,32,89,36,68,39,21,79,32,39,29,29,32,29,29,50,86,82,32,14,61,71,25,79,25,54,57,82,64,61,93,50,36,54,96,43,82,18,21,32,54,75,64,32,89,36,68,39,21,79,32,39,29,29,32,29,29,50,86,Serie A
Parma,5aosfavi55p40c65lkriqnqnl,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,Emanuele Valeri,27,Defender,Italy,Defender,11.0,2.0,9.0,0.0,18.0,3.0,2.0,90.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,78.26,0.0,28.57,100.0,50.0,83.33,0.0,33.33,0.0983775872582629,0.3860994093063823,2.0,2.0,0.07176734,0.0,0.0,0.0,0.01381906,5.0,11.0,2.0,9.0,0.0,18.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,78.26,0.0,28.57,100.0,50.0,83.33,0.0,33.33,0.0983775872582629,0.3860994093063823,2.0,2.0,0.07176734,0.0,0.0,0.0,0.01381906,5.0,LB/LCB,14,86,25,25,7,96,46,25,54,82,36,64,61,75,50,79,86,79,43,82,54,61,96,54,21,25,71,89,75,100,39,43,64,100,100,79,86,32,29,29,43,43,14,86,25,25,7,96,46,25,54,82,36,64,61,75,50,79,86,79,43,82,54,61,96,54,21,25,71,89,75,100,39,43,64,100,100,79,86,32,29,29,43,43,Serie A
Parma,5aosfavi55p40c65lkriqnqnl,e5pi22e4qopz95q3y5co7thqs,C. Ordoñez,Christian Ordóñez,22,Midfielder,Argentina,Midfielder,27.0,0.0,14.0,1.0,41.0,2.0,1.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,87.23,100.0,0.0,0.0,0.0,91.67,0.0,66.67,0.1879263526511222,0.0970276934718536,0.0,3.0,0.06721802,2.0,4.0,3.0,0.13154917,21.0,27.0,0.0,14.0,1.0,41.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,87.23,100.0,0.0,0.0,0.0,91.67,0.0,66.67,0.1879263526511222,0.0970276934718536,0.0,3.0,0.06721802,2.0,4.0,3.0,0.13154917,21.0,CM/AM,95,45,30,55,70,85,40,40,50,80,60,20,20,100,50,45,40,100,45,25,30,95,90,55,50,85,45,25,45,100,40,60,90,60,30,95,100,95,55,55,100,80,95,45,30,55,70,85,40,40,50,80,60,20,20,100,50,45,40,100,45,25,30,95,90,55,50,85,45,25,45,100,40,60,90,60,30,95,100,95,55,55,100,80,Serie A
Parma,5aosfavi55p40c65lkriqnqnl,e6ok0deqkoe80184iu509gzu2,E. Touré,El Bilal Touré,24,Attacker,Mali,Striker,0.0,0.0,10.0,0.0,10.0,0.0,0.0,90.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,71.43,0.0,0.0,100.0,100.0,33.33,16.67,0.0,0.0686976960329045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0008905599999999,2.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,71.43,0.0,0.0,100.0,100.0,33.33,16.67,0.0,0.0686976960329045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0008905599999999,2.0,ST,12,54,67,38,29,25,25,62,50,21,12,29,29,38,46,62,12,42,29,62,46,38,79,54,58,38,54,100,100,58,50,38,25,29,29,29,29,67,29,25,25,42,12,54,67,38,29,25,25,62,50,21,12,29,29,38,46,62,12,42,29,62,46,38,79,54,58,38,54,100,100,58,50,38,25,29,29,29,29,67,29,25,25,42,Serie A
Parma,5aosfavi55p40c65lkriqnqnl,r9rn4eaw3twb224jrpojz0x6,E. Delprato,Enrico Delprato,26,Defender,Italy,Defender,20.0,0.0,15.0,0.0,35.0,0.0,1.0,90.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,74.47,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.3798422541199338,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0620674399999999,20.0,20.0,0.0,15.0,0.0,35.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,74.47,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.3798422541199338,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0620674399999999,20.0,RB/RCB,62,50,46,31,65,35,23,100,54,100,100,38,69,62,54,50,96,35,100,38,35,58,50,54,15,31,50,38,50,19,42,77,100,35,50,38,38,38,73,73,69,88,62,50,46,31,65,35,23,100,54,100,100,38,69,62,54,50,96,35,100,38,35,58,50,54,15,31,50,38,50,19,42,77,100,35,50,38,38,38,73,73,69,88,Serie A
Lazio,btcy9nra9ak4m22ovr2ia6m5v,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,Danilho Doekhi,28,Defender,Netherlands,Defender,29.0,0.0,5.0,1.0,34.0,0.0,5.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,97.14,100.0,0.0,0.0,0.0,57.14,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,5.0,1.0,34.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,97.14,100.0,0.0,0.0,0.0,57.14,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,50,46,11,29,39,36,73,46,52,21,23,39,39,55,46,39,46,98,46,41,55,20,48,52,89,93,46,41,39,54,80,20,29,39,48,32,32,43,25,25,21,21,50,46,11,29,39,36,73,46,52,21,23,39,39,55,46,39,46,98,46,41,55,20,48,52,89,93,46,41,39,54,80,20,29,39,48,32,32,43,25,25,21,21,Serie A
