Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total mins played,total touches in opposition box_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total effective clearance_Total,total goals_Total,total ontarget attempt_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total accurate cross_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total touches in opposition box_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total accurate cross_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total touches in opposition box_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total touches in opposition box_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Radnik Surdulica,c3uvbv6uzqxzqqqm7hw86885g,bivo0fd42te25n0onyqaprf2s,Đ. Jovanović,Đorđe Jovanović,25.0,Attacker,Serbia,Striker,14.0,40.0,3.0,52.0,7.0,10.0,7.0,16.0,260.0,14.0,0.0,6.0,3.0,3.0,2.0,2.0,8.0,0.0,3.0,6.0,0.0,1.0,2.0,0.0,2.0,0.0,75.36,100.0,20.0,0.0,30.0,48.48,70.0,33.33,0.6695008670593162,0.3383381969476843,3.0,10.0,0.2284963699999999,2.0,4.0,8.0,0.27036693,24.0,4.846153846153846,13.846153846153848,1.0384615384615383,18.0,2.423076923076923,3.4615384615384617,2.423076923076923,5.538461538461538,4.846153846153846,0.0,2.076923076923077,1.0384615384615383,1.0384615384615383,0.6923076923076923,0.6923076923076923,2.769230769230769,0.0,1.0384615384615383,2.076923076923077,0.0,0.3461538461538461,0.6923076923076923,0.0,0.6923076923076923,0.0,75.36,100.0,20.0,0.0,30.0,48.48,70.0,33.33,0.2317503001359171,0.1171170681741984,1.0384615384615383,3.4615384615384617,0.0790948973076922,0.6923076923076923,1.3846153846153846,2.769230769230769,0.0935885526923076,8.307692307692308,ST,55,74,81,69,67,72,67,51,65,42,81,69,71,29,29,90,28,67,67,17,35,70,51,77,51,65,91,73,17,48,63,93,21,47,65,70,88,72,51,69,81,72,74,58,84,88,79,60,79,67,52,69,42,84,74,79,22,22,88,28,72,56,17,35,74,51,84,51,65,91,73,17,48,63,93,21,44,67,74,95,93,56,67,84,77,81,Serbian SuperLeague
Radnik Surdulica,c3uvbv6uzqxzqqqm7hw86885g,chm3ii1itbjlscretvkecwdwq,S. Abubakar,Sadick Abubakar,28.0,Defender,Ghana,Defender,107.0,49.0,11.0,156.0,19.0,1.0,0.0,33.0,450.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,37.0,0.0,0.0,5.0,0.0,8.0,8.0,0.0,0.0,0.0,76.1,26.19,0.0,0.0,0.0,55.93,65.52,88.89,0.0469837793195016,0.1491203447865415,1.0,4.0,0.09527272,2.0,7.0,8.0,0.25261789,96.0,21.4,9.8,2.2,31.2,3.8,0.2,0.0,6.6,0.4,0.2,0.6,0.2,0.0,0.2,0.2,7.4,0.0,0.0,1.0,0.0,1.6,1.6,0.0,0.0,0.0,76.1,26.19,0.0,0.0,0.0,55.93,65.52,88.89,0.0093967558639003,0.0298240689573082,0.2,0.8,0.019054544,0.4,1.4,1.6,0.050523578,19.2,CB,65,56,68,62,96,41,23,100,48,98,85,77,34,53,51,94,48,33,78,25,97,92,51,38,51,17,15,38,25,33,44,71,84,33,75,76,68,67,70,48,47,42,62,38,31,52,33,94,33,23,92,33,99,75,69,34,41,39,94,48,33,72,25,83,81,51,38,51,17,15,38,25,33,44,71,84,31,60,66,56,56,61,35,31,27,46,Serbian SuperLeague
Radnik Surdulica,c3uvbv6uzqxzqqqm7hw86885g,eo99bjcr7q0eo1vcz4ib2xwtm,U. Lazić,Uros Lazic,23.0,Defender,Serbia,Defender,25.0,41.0,3.0,62.0,5.0,3.0,0.0,21.0,317.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,9.0,0.0,1.0,5.0,1.0,9.0,2.0,0.0,4.0,0.0,62.63,15.79,28.57,33.33,33.33,56.76,62.5,81.82,0.2053214983636007,0.1567775676786435,3.0,4.0,0.10179038,2.0,8.0,7.0,0.5125820499999998,41.0,7.097791798107256,11.6403785488959,0.8517350157728707,17.602523659305994,1.4195583596214512,0.8517350157728707,0.0,5.962145110410095,0.2839116719242902,0.0,0.5678233438485805,0.8517350157728707,0.0,0.8517350157728707,0.8517350157728707,2.555205047318612,0.0,0.2839116719242902,1.4195583596214512,0.2839116719242902,2.555205047318612,0.5678233438485805,0.0,1.135646687697161,0.0,62.63,15.79,28.57,33.33,33.33,56.76,62.5,81.82,0.0582931698824102,0.0445109813598672,0.8517350157728707,1.135646687697161,0.0288994769716088,0.5678233438485805,2.271293375394322,1.987381703470032,0.14552802681388,11.6403785488959,CB,16,48,20,21,39,80,23,69,31,48,74,97,34,90,89,43,48,81,78,67,100,40,51,99,51,6,4,83,51,77,46,65,79,69,77,98,68,69,70,50,41,79,34,4,42,4,10,33,83,23,83,27,48,71,94,34,83,83,23,48,85,81,67,100,31,51,96,51,6,4,83,51,77,46,65,79,62,75,96,69,75,77,48,38,83,38,Serbian SuperLeague
Radnik Surdulica,c3uvbv6uzqxzqqqm7hw86885g,m19qp49tn84pb39f8kouze95,L. Zorić,Luka Zoric,28.0,Defender,Serbia,Defender,9.0,17.0,2.0,26.0,3.0,3.0,2.0,6.0,113.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63.41,28.57,0.0,100.0,0.0,60.0,75.0,50.0,0.3225856555828969,0.1083086639349842,1.0,1.0,0.01935132,0.0,1.0,4.0,0.09510995,14.0,7.168141592920354,13.539823008849558,1.592920353982301,20.70796460176992,2.3893805309734515,2.3893805309734515,1.592920353982301,4.778761061946903,3.185840707964602,0.0,1.592920353982301,0.7964601769911505,0.7964601769911505,0.7964601769911505,0.7964601769911505,3.185840707964602,0.0,0.0,0.0,0.7964601769911505,0.7964601769911505,0.0,0.0,0.0,0.0,63.41,28.57,0.0,100.0,0.0,60.0,75.0,50.0,0.2569266283403604,0.0862635376473325,0.7964601769911505,0.7964601769911505,0.0154125557522123,0.0,0.7964601769911505,3.185840707964602,0.0757512876106194,11.150442477876108,CB,3,14,10,7,27,80,76,19,67,48,74,77,80,53,51,16,48,33,10,67,32,9,51,38,51,8,17,38,84,33,59,86,44,79,65,76,33,30,23,23,25,23,24,6,58,21,19,48,98,100,52,100,48,98,90,100,79,79,35,48,33,10,90,67,9,51,38,51,8,17,38,84,33,59,86,44,100,85,90,54,48,23,25,56,44,33,Serbian SuperLeague
Radnik Surdulica,c3uvbv6uzqxzqqqm7hw86885g,z3qgzbqn6di8wty7skg3cwh6,V. Bogdanović,Vukasin Bogdanovic,23.0,Attacker,Serbia,Striker,22.0,42.0,1.0,64.0,21.0,12.0,10.0,39.0,353.0,23.0,0.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,4.0,13.0,2.0,3.0,1.0,0.0,0.0,0.0,73.56,100.0,0.0,100.0,33.33,58.21,56.76,100.0,1.1722978196540934,0.2365460359010707,2.0,5.0,0.14986985,3.0,3.0,3.0,0.07481725,14.0,5.609065155807365,10.708215297450426,0.254957507082153,16.31728045325779,5.354107648725213,3.059490084985836,2.54957507082153,9.943342776203966,5.864022662889519,0.0,1.019830028328612,0.509915014164306,1.274787535410765,0.509915014164306,0.509915014164306,0.254957507082153,0.254957507082153,1.019830028328612,3.314447592067989,0.509915014164306,0.764872521246459,0.254957507082153,0.0,0.0,0.0,73.56,100.0,0.0,100.0,33.33,58.21,56.76,100.0,0.298886129656851,0.0603091876235024,0.509915014164306,1.274787535410765,0.0382104433427762,0.764872521246459,0.764872521246459,0.764872521246459,0.0190752195467422,3.5694050991501416,ST,78,79,40,79,95,81,88,93,95,42,56,55,94,29,29,33,70,83,94,55,83,58,51,33,51,56,91,33,94,62,91,79,85,79,47,53,59,60,65,53,43,28,48,70,65,28,74,93,67,72,98,84,42,44,47,84,12,12,23,65,70,95,42,72,58,51,33,51,56,91,33,94,62,91,79,85,63,30,42,44,44,65,44,33,26,26,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,2wh8nza2u4px1l6cpyre87ka2,M. Cissé,Mohamed Cissé,25.0,Attacker,France,Striker,5.0,47.0,1.0,47.0,3.0,10.0,5.0,22.0,327.0,17.0,0.0,7.0,5.0,3.0,13.0,14.0,0.0,2.0,3.0,10.0,6.0,2.0,0.0,0.0,5.0,0.0,71.21,50.0,38.46,46.15,30.0,55.0,37.5,66.67,0.6372115165639796,0.7630479647284526,5.0,12.0,0.36941237,3.0,2.0,8.0,1.1238693400000002,25.0,1.3761467889908257,12.935779816513762,0.2752293577981651,12.935779816513762,0.8256880733944955,2.752293577981652,1.3761467889908257,6.055045871559633,4.678899082568807,0.0,1.926605504587156,1.3761467889908257,0.8256880733944955,3.5779816513761467,3.853211009174312,0.0,0.5504587155963303,0.8256880733944955,2.752293577981652,1.651376146788991,0.5504587155963303,0.0,0.0,1.3761467889908257,0.0,71.21,50.0,38.46,46.15,30.0,55.0,37.5,66.67,0.1753793164854989,0.2100132013014089,1.3761467889908257,3.302752293577982,0.1016731293577981,0.8256880733944955,0.5504587155963303,2.201834862385321,0.3093218366972478,6.8807339449541285,ST,14,84,40,64,36,72,51,77,74,42,90,86,71,94,94,10,91,67,88,92,64,28,51,94,51,44,60,93,59,48,81,42,45,44,93,86,97,98,65,40,81,100,77,2,81,30,44,28,47,37,67,63,42,77,77,67,93,93,10,86,49,84,88,51,28,51,91,51,44,60,93,59,48,81,42,45,37,93,88,93,95,70,23,74,95,67,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,5uddkhbb8dyilqjybrjuyzg2c,S. Alić,Semir Alic,22.0,Midfielder,Serbia,Midfielder,12.0,35.0,2.0,45.0,0.0,2.0,0.0,9.0,232.0,8.0,0.0,5.0,2.0,1.0,6.0,7.0,5.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,69.23,40.0,40.0,16.67,0.0,34.62,0.0,40.0,0.1053988463592526,0.2971167637753539,1.0,5.0,0.15228776,2.0,3.0,6.0,0.36379837,27.0,4.655172413793103,13.577586206896552,0.7758620689655172,17.456896551724135,0.0,0.7758620689655172,0.0,3.4913793103448274,3.103448275862069,0.0,1.939655172413793,0.7758620689655172,0.3879310344827586,2.327586206896552,2.71551724137931,1.939655172413793,0.0,0.0,1.1637931034482758,0.3879310344827586,0.7758620689655172,0.3879310344827586,0.0,0.7758620689655172,0.0,69.23,40.0,40.0,16.67,0.0,34.62,0.0,40.0,0.0408874835014341,0.1152608135335424,0.3879310344827586,1.939655172413793,0.059077148275862,0.7758620689655172,1.1637931034482758,2.327586206896552,0.1411286780172413,10.474137931034482,CM/AM,21,23,18,18,9,9,9,29,59,34,45,32,39,71,75,88,29,11,29,36,46,30,52,70,50,11,14,82,21,11,11,11,25,7,36,25,36,39,43,12,25,46,32,14,21,14,14,9,7,9,18,66,34,54,39,39,68,71,96,29,11,32,46,50,32,52,71,50,11,14,82,21,11,11,11,25,7,39,29,46,50,46,18,25,57,32,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,5ujf1qwekbimtowyzv3euju1h,M. Kuzmanović,Mico Kuzmanovic,30.0,Defender,Bosnia and Herzegovina,Defender,9.0,6.0,1.0,15.0,0.0,0.0,0.0,7.0,92.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,62.5,25.0,0.0,66.67,0.0,63.64,0.0,100.0,0.0,0.1024429213870464,0.0,1.0,0.02855202,0.0,1.0,0.0,0.0694168,5.0,8.804347826086957,5.869565217391305,0.9782608695652176,14.673913043478262,0.0,0.0,0.0,6.847826086956522,1.956521739130435,0.0,0.9782608695652176,0.0,0.0,2.9347826086956523,2.9347826086956523,3.91304347826087,0.0,0.0,2.9347826086956523,1.956521739130435,1.956521739130435,0.0,0.0,0.0,0.0,62.5,25.0,0.0,66.67,0.0,63.64,0.0,100.0,0.0,0.1002159013568932,0.0,0.9782608695652176,0.0279313239130434,0.0,0.9782608695652176,0.0,0.0679077391304347,4.891304347826087,CB,3,4,4,3,6,15,23,25,48,48,52,32,34,90,89,16,48,33,64,90,50,9,51,38,51,4,10,38,66,33,73,9,94,16,60,31,33,38,23,23,10,19,19,10,10,9,4,6,15,23,98,90,48,85,32,34,98,98,50,48,33,98,98,90,9,51,38,51,4,10,38,66,33,73,9,94,16,90,31,59,71,23,27,10,40,21,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,5uo1gs2j84w8c3mhj1uwy18t1,N. Glavčić,Nemanja Glavcic,29.0,Midfielder,Serbia,Midfielder,32.0,85.0,3.0,108.0,2.0,7.0,1.0,14.0,311.0,7.0,1.0,12.0,6.0,4.0,4.0,5.0,5.0,0.0,2.0,4.0,2.0,5.0,2.0,0.0,9.0,0.0,80.0,23.08,40.91,50.0,28.57,48.28,33.33,83.33,0.5931094487595691,0.9933961208300632,3.0,10.0,0.23453768,3.0,16.0,24.0,0.7593897800000001,61.0,9.260450160771704,24.59807073954984,0.8681672025723473,31.2540192926045,0.5787781350482315,2.02572347266881,0.2893890675241157,4.05144694533762,2.02572347266881,0.2893890675241157,3.472668810289389,1.7363344051446945,1.157556270096463,1.157556270096463,1.4469453376205788,1.4469453376205788,0.0,0.5787781350482315,1.157556270096463,0.5787781350482315,1.4469453376205788,0.5787781350482315,0.0,2.604501607717041,0.0,80.0,23.08,40.91,50.0,28.57,48.28,33.33,83.33,0.171639390316274,0.2874779770890858,0.8681672025723473,2.893890675241157,0.0678726405144694,0.8681672025723473,4.630225080385852,6.945337620578778,0.2197591003215434,17.65273311897106,CM/AM,59,79,30,61,55,57,27,50,48,77,93,84,82,46,54,88,29,46,45,62,88,54,52,95,50,46,7,89,71,46,57,45,79,57,86,62,70,68,57,70,86,86,75,54,86,21,68,46,54,29,46,46,75,82,68,86,39,54,86,29,39,29,61,86,46,52,93,50,46,7,89,71,46,57,45,79,54,79,57,68,57,57,79,86,79,75,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,6ovwfmtohoxhz56q962x2t149,B. Nikčević,Bojica Nikcevic,26.0,Defender,Montenegro,Defender,42.0,70.0,5.0,110.0,0.0,4.0,2.0,10.0,450.0,15.0,2.0,5.0,2.0,2.0,8.0,9.0,8.0,0.0,1.0,2.0,5.0,1.0,5.0,0.0,2.0,0.0,77.46,45.45,9.09,62.5,25.0,32.26,0.0,33.33,0.3172847142719013,0.5518764687818967,1.0,13.0,0.30141575,3.0,14.0,14.0,1.07833294,56.0,8.4,14.0,1.0,22.0,0.0,0.8,0.4,2.0,3.0,0.4,1.0,0.4,0.4,1.6,1.8,1.6,0.0,0.2,0.4,1.0,0.2,1.0,0.0,0.4,0.0,77.46,45.45,9.09,62.5,25.0,32.26,0.0,33.33,0.0634569428543802,0.1103752937563793,0.2,2.6,0.0602831499999999,0.6,2.8,2.8,0.215666588,11.2,RM/RCM,83,100,67,100,33,75,67,50,100,83,83,83,100,100,100,67,50,50,33,100,33,92,58,50,58,67,67,33,83,33,50,33,25,67,83,25,83,83,67,100,100,83,100,67,83,67,83,33,50,67,33,83,83,42,67,100,67,67,50,50,33,17,100,17,83,58,33,58,67,67,33,83,33,50,33,25,67,50,17,67,67,50,100,67,83,83,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,7hzwkvpglkqwz1g6ox2x2fg9g,U. Sremčević,Uros Sremcevic,20.0,Attacker,Serbia,Striker,10.0,24.0,0.0,34.0,6.0,9.0,9.0,14.0,215.0,21.0,0.0,4.0,0.0,4.0,3.0,3.0,7.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,66.67,33.33,48.28,46.15,0.0,1.0339396568601775,0.2366197111844568,1.0,4.0,0.0919598,1.0,3.0,3.0,0.05410104,12.0,4.186046511627907,10.046511627906977,0.0,14.232558139534884,2.511627906976744,3.767441860465116,3.767441860465116,5.8604651162790695,8.790697674418604,0.0,1.6744186046511629,0.0,1.6744186046511629,1.255813953488372,1.255813953488372,2.9302325581395348,0.8372093023255814,1.255813953488372,2.0930232558139537,0.8372093023255814,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,66.67,33.33,48.28,46.15,0.0,0.4328119493833301,0.0990501116586098,0.4186046511627907,1.6744186046511629,0.0384947999999999,0.4186046511627907,1.255813953488372,1.255813953488372,0.0226469469767441,5.023255813953488,ST,37,37,13,35,59,60,85,45,87,42,56,15,84,41,41,85,91,67,53,55,10,28,51,33,51,30,13,33,78,62,60,65,10,70,49,34,50,44,36,53,43,21,37,37,58,13,56,63,81,91,63,98,42,72,15,91,44,44,91,95,81,58,60,10,28,51,33,51,30,13,33,78,62,60,65,10,86,63,35,67,47,37,63,49,30,44,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,9s6tngm50l92s35bu4zt1fv8p,A. Marušić,Aleksa Marusic,27.0,Attacker,Montenegro,Striker,9.0,14.0,0.0,23.0,2.0,6.0,5.0,7.0,171.0,9.0,0.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,76.67,0.0,0.0,50.0,16.67,41.18,40.0,0.0,0.6787504781666224,0.1602519002419935,0.0,2.0,0.0575652,0.0,1.0,2.0,0.02372869,7.0,4.736842105263158,7.36842105263158,0.0,12.105263157894738,1.0526315789473684,3.1578947368421053,2.631578947368421,3.68421052631579,4.736842105263158,0.0,1.0526315789473684,0.5263157894736842,0.0,2.1052631578947367,2.631578947368421,0.0,0.0,0.5263157894736842,1.5789473684210529,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,76.67,0.0,0.0,50.0,16.67,41.18,40.0,0.0,0.3572370937719065,0.0843431053905229,0.0,1.0526315789473684,0.0302974736842105,0.0,0.5263157894736842,1.0526315789473684,0.0124887842105263,3.68421052631579,ST,30,21,13,23,23,37,51,16,33,42,29,37,14,49,52,10,28,24,28,55,10,28,51,33,51,74,13,33,69,17,42,44,10,51,33,13,28,30,14,23,31,14,15,55,28,13,37,37,74,74,14,65,42,47,49,14,67,79,10,28,35,36,77,10,28,51,33,51,74,13,33,69,17,42,44,10,74,51,13,35,37,14,21,42,16,28,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,bx9j7zlcib4gzax226s9ee5ed,S. Simović,Slobodan Simovic,37.0,Defender,Serbia,Defender,146.0,73.0,24.0,219.0,10.0,7.0,6.0,28.0,411.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,1.0,5.0,10.0,0.0,5.0,6.0,0.0,0.0,0.0,86.9,57.14,0.0,0.0,71.43,62.22,52.63,62.5,0.9012430679284668,0.0,1.0,10.0,0.21289088,5.0,15.0,28.0,0.4008558399999999,139.0,31.97080291970803,15.985401459854016,5.255474452554745,47.956204379562045,2.18978102189781,1.5328467153284673,1.3138686131386863,6.131386861313869,1.7518248175182485,0.0,0.0,0.218978102189781,0.0,0.218978102189781,0.218978102189781,6.131386861313869,0.218978102189781,1.094890510948905,2.18978102189781,0.0,1.094890510948905,1.3138686131386863,0.0,0.0,0.0,86.9,57.14,0.0,0.0,71.43,62.22,52.63,62.5,0.1973524966266715,0.0,0.218978102189781,2.18978102189781,0.0466184408759124,1.094890510948905,3.2846715328467155,6.131386861313869,0.0877786510948905,30.437956204379564,DM/CM,100,67,92,96,85,90,100,81,96,44,13,33,29,17,17,96,90,98,90,12,65,81,52,27,52,88,56,27,12,88,73,46,46,100,13,35,87,85,96,60,96,54,100,96,58,88,88,85,81,100,77,92,44,13,31,29,15,15,100,88,96,85,12,42,65,52,27,52,88,56,27,12,88,73,46,46,96,13,35,85,77,96,54,92,58,92,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,ccqxc13lyqta2wtrkd4qteane,J. Ilić,Jovan Ilic,26.0,Midfielder,Bosnia and Herzegovina,Midfielder,33.0,54.0,6.0,81.0,3.0,4.0,2.0,13.0,270.0,5.0,0.0,5.0,2.0,2.0,5.0,5.0,1.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,6.0,0.0,81.82,85.71,40.0,60.0,25.0,52.0,33.33,100.0,0.7313213451683542,0.687825641373982,2.0,7.0,0.18056446,2.0,5.0,11.0,0.18815662,36.0,11.0,18.0,2.0,27.0,1.0,1.3333333333333333,0.6666666666666666,4.333333333333333,1.6666666666666667,0.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,0.0,2.0,0.0,81.82,85.71,40.0,60.0,25.0,52.0,33.33,100.0,0.2437737817227847,0.2292752137913273,0.6666666666666666,2.333333333333333,0.0601881533333333,0.6666666666666666,1.6666666666666667,3.6666666666666665,0.0627188733333333,12.0,DM/CM,35,52,33,35,37,69,88,38,81,44,85,52,88,63,63,10,42,60,38,69,42,17,52,96,52,62,92,81,63,56,35,17,94,96,96,60,65,77,71,29,44,38,35,27,65,38,35,37,73,88,31,88,44,88,56,96,67,67,12,42,67,42,77,58,17,52,96,52,62,92,81,63,56,35,17,94,100,96,60,88,92,77,27,54,35,27,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,cqwjl27qlms7fxa3edgkvpr6d,A. Suljić,Asmir Suljic,34.0,Attacker,Bosnia and Herzegovina,Striker,14.0,38.0,2.0,52.0,0.0,0.0,0.0,4.0,163.0,9.0,0.0,2.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,80.0,50.0,0.0,0.0,0.0,30.77,0.0,66.67,0.0,0.1003458023044298,0.0,10.0,0.35625088,3.0,3.0,8.0,0.23322889,26.0,7.730061349693251,20.98159509202454,1.1042944785276074,28.7116564417178,0.0,0.0,0.0,2.208588957055215,4.969325153374233,0.0,1.1042944785276074,0.0,0.0,1.656441717791411,1.656441717791411,2.208588957055215,0.0,0.0,0.5521472392638037,0.0,1.1042944785276074,1.1042944785276074,0.0,0.0,0.0,80.0,50.0,0.0,0.0,0.0,30.77,0.0,66.67,0.0,0.0554056577141023,0.0,5.521472392638037,0.1967029398773006,1.656441717791411,1.656441717791411,4.41717791411043,0.1287766877300613,14.355828220858896,LW,25,50,31,38,25,12,12,25,50,38,25,12,25,12,12,62,31,19,12,19,38,69,56,19,56,75,62,19,19,19,25,25,44,12,12,12,38,50,56,25,38,12,38,62,88,50,88,25,12,12,25,75,38,38,12,25,12,12,100,31,19,12,19,75,88,56,19,56,75,62,19,19,19,25,25,44,12,12,12,100,100,88,62,75,50,100,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,d681f54qps1fop6a5pvhkpbzd,M. Ristić,Milos Ristic,31.0,Midfielder,Serbia,Midfielder,37.0,31.0,4.0,67.0,6.0,2.0,0.0,14.0,214.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,79.76,50.0,100.0,0.0,50.0,58.33,60.0,62.5,0.0784691626586464,0.0,2.0,0.0,0.0,0.0,4.0,5.0,0.2059519699999999,45.0,15.5607476635514,13.037383177570094,1.6822429906542056,28.177570093457945,2.5233644859813085,0.8411214953271028,0.0,5.88785046728972,1.6822429906542056,0.0,0.0,0.8411214953271028,0.0,0.0,0.4205607476635514,1.6822429906542056,0.0,0.4205607476635514,0.0,0.0,2.102803738317757,0.8411214953271028,0.0,0.4205607476635514,0.0,79.76,50.0,100.0,0.0,50.0,58.33,60.0,62.5,0.0330010497162531,0.0,0.8411214953271028,0.0,0.0,0.0,1.6822429906542056,2.102803738317757,0.0866153144859812,18.92523364485981,CB,23,43,31,25,45,61,23,47,67,48,20,93,34,17,51,16,48,81,10,25,88,40,51,78,51,29,68,98,25,89,49,56,60,40,23,94,15,15,23,29,29,33,40,25,52,25,27,58,81,23,81,88,48,20,92,34,17,54,6,48,92,10,25,98,48,51,81,51,29,68,98,25,89,49,56,60,48,23,92,15,15,23,44,42,54,44,Serbian SuperLeague
