Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total mins played,total touches in opposition box_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total effective clearance_Total,total goals_Total,total ontarget attempt_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total accurate cross_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total touches in opposition box_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total accurate cross_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total touches in opposition box_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total touches in opposition box_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,ek7wsrbeq1yoqrxrxposjv3f8,K. Dixon,Kaheim Dixon,21.0,Attacker,Jamaica,Striker,19.0,41.0,4.0,58.0,3.0,4.0,2.0,23.0,324.0,7.0,1.0,5.0,2.0,0.0,7.0,7.0,5.0,1.0,2.0,8.0,4.0,4.0,1.0,0.0,2.0,0.0,65.17,40.0,66.67,57.14,50.0,51.11,27.27,50.0,0.8109372094227256,0.6243265240107922,2.0,13.0,0.34383321,9.0,2.0,10.0,0.51864884,38.0,5.277777777777778,11.38888888888889,1.1111111111111112,16.11111111111111,0.8333333333333333,1.1111111111111112,0.5555555555555556,6.388888888888888,1.9444444444444444,0.2777777777777778,1.3888888888888888,0.5555555555555556,0.0,1.9444444444444444,1.9444444444444444,1.3888888888888888,0.2777777777777778,0.5555555555555556,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.2777777777777778,0.0,0.5555555555555556,0.0,65.17,40.0,66.67,57.14,50.0,51.11,27.27,50.0,0.2252603359507571,0.1734240344474422,0.5555555555555556,3.611111111111111,0.095509225,2.5,0.5555555555555556,2.7777777777777777,0.1440691222222222,10.555555555555555,LW,50,62,56,50,81,25,31,50,25,81,50,31,25,44,44,88,75,50,56,50,62,44,56,38,56,12,12,100,88,94,75,62,12,75,62,25,69,38,100,12,50,62,75,50,38,62,50,88,25,25,88,12,88,50,25,25,25,25,88,88,38,75,75,88,50,56,50,56,12,12,100,88,94,75,62,12,62,75,25,50,50,100,12,50,62,62,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,epgpjsjwvk39k1zwsfnxxc7is,A. Hadžimujović,Ahmed Hadzimujovic,19.0,Defender,Serbia,Defender,157.0,79.0,45.0,236.0,4.0,3.0,2.0,10.0,540.0,6.0,0.0,9.0,1.0,0.0,0.0,1.0,42.0,0.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,82.23,53.57,0.0,0.0,33.33,40.0,30.77,75.0,0.327289286863297,0.9317602879731958,1.0,9.0,0.16860148,1.0,19.0,30.0,0.58374777,159.0,26.166666666666668,13.166666666666666,7.5,39.333333333333336,0.6666666666666666,0.5,0.3333333333333333,1.6666666666666667,1.0,0.0,1.5,0.1666666666666666,0.0,0.0,0.1666666666666666,7.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,82.23,53.57,0.0,0.0,33.33,40.0,30.77,75.0,0.0545482144772161,0.1552933813288659,0.1666666666666666,1.5,0.0281002466666666,0.1666666666666666,3.1666666666666665,5.0,0.097291295,26.5,CB,88,83,100,90,32,80,76,33,91,48,100,77,34,17,51,100,48,81,49,25,67,62,51,38,51,35,79,38,25,77,15,25,72,81,100,76,94,94,52,84,94,85,93,50,54,100,52,23,56,61,6,67,48,95,66,34,17,32,91,48,68,27,25,40,40,51,38,51,35,79,38,25,77,15,25,72,60,98,62,83,73,47,61,78,67,64,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,wzd4lu3edayiy81s9jd53qlm,Jonny Robert,Jonny Robert do Nascimento Torres,28.0,Attacker,Brazil,Striker,6.0,17.0,3.0,20.0,1.0,4.0,1.0,3.0,138.0,5.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,62.5,33.33,60.0,33.33,25.0,18.75,16.67,0.0,0.3100352385893228,0.3082524980162285,2.0,3.0,0.06499357,0.0,3.0,5.0,0.31529739,15.0,3.913043478260869,11.086956521739127,1.9565217391304344,13.043478260869565,0.6521739130434783,2.608695652173913,0.6521739130434783,1.9565217391304344,3.260869565217391,0.0,1.9565217391304344,1.9565217391304344,1.3043478260869563,1.9565217391304344,1.9565217391304344,0.0,0.0,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.0,0.0,0.0,1.9565217391304344,0.0,62.5,33.33,60.0,33.33,25.0,18.75,16.67,0.0,0.202196894732167,0.2010342378366707,1.3043478260869563,1.9565217391304344,0.0423871108695652,0.0,1.9565217391304344,3.260869565217391,0.2056287326086956,9.782608695652174,RW,18,32,61,21,32,36,21,14,21,39,43,68,61,18,14,21,36,32,21,14,18,18,54,93,54,29,21,100,11,43,7,36,18,36,57,29,21,14,11,50,46,57,50,43,57,79,29,43,64,43,14,50,39,64,100,100,57,43,21,36,57,43,14,18,18,54,100,54,29,21,100,11,43,7,36,18,57,71,57,50,29,11,64,57,86,71,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,115kqbrlwsdlm1zj2sm6pcems,Jeh,Jeferson Marinho dos Santos,26.0,Attacker,Brazil,Striker,6.0,19.0,0.0,25.0,10.0,13.0,9.0,20.0,187.0,22.0,0.0,2.0,4.0,6.0,6.0,8.0,1.0,0.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,33.33,23.08,45.45,43.48,100.0,1.9176332567559704,0.1959549209868186,6.0,2.0,0.0589647499999999,1.0,1.0,1.0,0.0545328199999999,7.0,2.887700534759358,9.144385026737968,0.0,12.032085561497324,4.81283422459893,6.256684491978609,4.331550802139037,9.62566844919786,10.588235294117649,0.0,0.962566844919786,1.925133689839572,2.887700534759358,2.887700534759358,3.850267379679144,0.481283422459893,0.0,1.443850267379679,2.887700534759358,0.962566844919786,0.962566844919786,0.0,0.0,0.0,0.0,71.43,0.0,0.0,33.33,23.08,45.45,43.48,100.0,0.922925096834424,0.0943098550203939,2.887700534759358,0.962566844919786,0.0283787566844919,0.481283422459893,0.481283422459893,0.481283422459893,0.0262457422459892,3.368983957219251,ST,20,26,13,26,81,85,85,70,92,42,29,76,100,63,72,33,28,67,67,55,64,28,51,33,51,48,13,33,41,33,51,53,85,95,40,97,28,33,36,23,17,23,15,19,53,13,35,88,100,98,95,100,42,37,98,100,86,91,37,28,88,88,67,79,28,51,33,51,48,13,33,41,33,51,53,85,100,60,100,33,35,40,19,21,33,21,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,18607htxxlicutuplkwzbg26s,B. Kostić,Bogdan Kostic,19.0,Attacker,Serbia,Striker,16.0,31.0,2.0,47.0,0.0,6.0,2.0,3.0,131.0,5.0,0.0,1.0,4.0,2.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,85.45,66.67,0.0,0.0,33.33,23.08,0.0,100.0,0.4975764758334117,0.1202003365519094,4.0,3.0,0.07175483,1.0,8.0,12.0,0.4316086299999999,20.0,10.99236641221374,21.29770992366412,1.3740458015267176,32.29007633587786,0.0,4.122137404580153,1.3740458015267176,2.0610687022900764,3.435114503816794,0.0,0.6870229007633588,2.748091603053436,1.3740458015267176,2.748091603053436,2.748091603053436,0.6870229007633588,0.0,1.3740458015267176,1.3740458015267176,0.0,0.6870229007633588,0.0,0.0,0.0,0.0,85.45,66.67,0.0,0.0,33.33,23.08,0.0,100.0,0.3418464337786798,0.0825803838906247,2.748091603053436,2.0610687022900764,0.0492972114503816,0.6870229007633588,5.496183206106871,8.244274809160306,0.2965250129770991,13.740458015267176,LW,38,12,31,25,25,50,31,12,12,38,12,62,75,25,25,19,31,50,25,19,19,19,56,19,56,88,100,19,19,38,12,25,88,38,25,69,12,12,38,88,62,38,25,100,100,75,100,25,100,88,12,38,38,12,100,88,62,50,50,31,100,38,19,38,19,56,19,56,88,100,19,19,38,12,25,88,88,25,100,25,25,50,100,100,88,88,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,Stefan Mitrovic,36.0,Defender,Serbia,Defender,117.0,61.0,9.0,178.0,2.0,0.0,0.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.89,81.82,0.0,0.0,0.0,25.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,30.5,4.5,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,98.89,81.82,0.0,0.0,0.0,25.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,73,70,59,69,22,15,23,9,11,48,20,32,34,17,15,22,48,33,29,25,11,9,51,38,51,100,94,38,25,33,8,27,11,16,23,31,15,15,23,9,10,9,9,100,98,92,100,27,15,23,4,11,48,20,32,34,17,15,19,48,33,39,25,11,9,51,38,51,100,94,38,25,33,8,27,11,16,23,31,15,15,23,9,10,9,9,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,49qtvqh1a3gvmf5syjg0ocjkk,S. Nwulu,Samson Nwulu,19.0,Defender,Nigeria,Defender,59.0,46.0,5.0,103.0,1.0,1.0,0.0,12.0,180.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,2.0,0.0,90.35,83.33,18.18,100.0,0.0,75.0,50.0,80.0,0.0535673451078688,0.222996191803638,1.0,7.0,0.14246896,3.0,11.0,16.0,0.81629401,50.0,29.5,23.0,2.5,51.5,0.5,0.5,0.0,6.0,2.0,0.0,1.0,0.5,0.5,0.5,0.5,3.0,0.0,0.0,2.5,0.5,2.0,1.0,0.0,1.0,0.0,90.35,83.33,18.18,100.0,0.0,75.0,50.0,80.0,0.0267836725539344,0.111498095901819,0.5,3.5,0.07123448,1.5,5.5,8.0,0.408147005,25.0,CB,35,54,42,40,16,41,23,41,67,48,74,77,80,53,51,29,48,33,78,67,80,40,51,86,51,85,96,77,84,33,97,40,76,35,83,76,88,88,86,60,77,96,44,67,77,60,73,16,56,23,85,93,48,88,85,94,69,68,28,48,33,95,82,94,57,51,93,51,85,96,77,84,33,97,40,76,42,92,88,98,96,97,88,96,100,58,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,4oi7t62g5b8a6yyw72auwsis4,V. Đurđević,Vukasin Djurdjevic,22.0,Defender,Serbia,Defender,124.0,100.0,13.0,220.0,14.0,3.0,2.0,21.0,360.0,10.0,0.0,6.0,1.0,0.0,3.0,3.0,14.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,83.02,59.09,50.0,33.33,33.33,60.0,87.5,25.0,0.2335033270484001,0.4644506791041556,1.0,11.0,0.26480651,3.0,21.0,26.0,0.94098015,132.0,31.0,25.0,3.25,55.0,3.5,0.75,0.5,5.25,2.5,0.0,1.5,0.25,0.0,0.75,0.75,3.5,0.0,0.25,0.5,0.25,0.25,0.5,0.0,1.0,0.0,83.02,59.09,50.0,33.33,33.33,60.0,87.5,25.0,0.0583758317621,0.1161126697760389,0.25,2.75,0.0662016275,0.75,5.25,6.5,0.2352450375,33.0,CB,77,94,76,81,84,80,76,69,98,48,96,77,34,90,89,52,48,81,49,67,32,40,51,99,51,40,83,93,51,77,59,100,23,71,96,76,99,100,86,92,91,100,79,69,83,73,77,86,77,75,67,96,48,95,77,34,77,77,42,48,80,39,61,26,26,51,93,51,40,83,93,51,77,59,100,23,65,94,76,94,94,84,83,88,96,82,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,57cal7rutdcgbfisiywladdzo,I. Zubairu,Ibrahim Zubairu,22.0,Midfielder,Ghana,Midfielder,6.0,48.0,1.0,54.0,8.0,11.0,10.0,29.0,249.0,20.0,0.0,11.0,1.0,1.0,6.0,8.0,2.0,1.0,5.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,79.41,20.0,0.0,100.0,45.45,67.44,61.54,50.0,1.1666122265062326,0.6700824507706036,2.0,14.0,0.47751379,4.0,2.0,7.0,0.4134631,21.0,2.1686746987951806,17.349397590361445,0.3614457831325301,19.518072289156628,2.891566265060241,3.975903614457832,3.614457831325301,10.481927710843374,7.228915662650603,0.0,3.975903614457832,0.3614457831325301,0.3614457831325301,2.1686746987951806,2.891566265060241,0.7228915662650602,0.3614457831325301,1.8072289156626504,3.253012048192771,2.1686746987951806,1.0843373493975903,0.0,0.0,0.0,0.0,79.41,20.0,0.0,100.0,45.45,67.44,61.54,50.0,0.4216670698215299,0.2421984761821458,0.7228915662650602,5.0602409638554215,0.1725953457831325,1.4457831325301205,0.7228915662650602,2.5301204819277108,0.1494444939759036,7.590361445783133,LM/LCM,12,69,12,50,75,88,100,88,100,44,100,38,56,69,81,44,88,88,100,100,81,25,56,31,56,75,12,31,94,62,100,88,56,88,100,69,88,88,75,12,50,75,25,12,50,12,38,75,100,100,100,100,44,100,38,62,88,88,50,88,100,88,88,88,25,56,31,56,75,12,31,94,62,100,88,56,100,88,50,88,100,88,38,50,75,50,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,5gvrq1nynyzsrykbfj7tvlses,E. Kojzek,Erik Kojzek,20.0,Attacker,Austria,Striker,14.0,22.0,0.0,36.0,4.0,0.0,0.0,9.0,238.0,11.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,70.59,0.0,0.0,0.0,0.0,37.5,57.14,100.0,0.0,0.2277999865757605,0.0,4.0,0.20026832,4.0,2.0,1.0,0.16304821,5.0,5.294117647058823,8.319327731092438,0.0,13.61344537815126,1.512605042016807,0.0,0.0,3.403361344537815,4.159663865546219,0.7563025210084033,1.134453781512605,0.0,0.0,0.7563025210084033,0.7563025210084033,0.3781512605042016,0.0,0.0,1.134453781512605,0.0,0.7563025210084033,0.0,0.0,0.0,0.0,70.59,0.0,0.0,0.0,0.0,37.5,57.14,100.0,0.0,0.086142852066464,0.0,1.512605042016807,0.0757317176470588,1.512605042016807,0.7563025210084033,0.3781512605042016,0.0616568861344537,1.8907563025210083,ST,55,31,13,40,49,5,6,26,44,98,43,15,14,29,29,33,28,8,28,17,64,28,51,33,51,41,13,33,17,8,19,81,85,5,44,13,50,63,81,40,17,53,12,65,42,13,51,51,5,6,9,53,98,53,15,14,26,26,30,28,8,23,17,70,28,51,33,51,41,13,33,17,8,19,81,85,5,53,13,55,88,93,42,14,63,9,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,7961scoo2gyi0q8kobul9qql0,O. Ugrešić,Ognjen Ugresic,20.0,Midfielder,Serbia,Midfielder,58.0,53.0,6.0,110.0,1.0,11.0,4.0,18.0,265.0,9.0,0.0,2.0,7.0,4.0,2.0,2.0,3.0,1.0,3.0,7.0,1.0,7.0,1.0,0.0,1.0,0.0,88.71,60.0,33.33,50.0,27.27,58.06,33.33,77.78,0.909753073245678,0.175389033641898,7.0,2.0,0.04797389,2.0,10.0,8.0,0.36918362,59.0,19.69811320754717,18.0,2.037735849056604,37.35849056603773,0.3396226415094339,3.735849056603773,1.3584905660377358,6.113207547169811,3.056603773584905,0.0,0.6792452830188679,2.3773584905660377,1.3584905660377358,0.6792452830188679,0.6792452830188679,1.018867924528302,0.3396226415094339,1.018867924528302,2.3773584905660377,0.3396226415094339,2.3773584905660377,0.3396226415094339,0.0,0.3396226415094339,0.0,88.71,60.0,33.33,50.0,27.27,58.06,33.33,77.78,0.3089727418570226,0.0595660868972483,2.3773584905660377,0.6792452830188679,0.016293019245283,0.6792452830188679,3.39622641509434,2.7169811320754715,0.125383116226415,20.0377358490566,CM/AM,77,57,55,64,32,82,75,75,66,34,12,89,82,27,25,75,73,71,75,36,96,30,52,52,50,93,45,71,71,36,89,45,68,82,14,93,12,9,43,59,30,54,71,89,57,61,79,25,86,82,82,61,34,18,93,89,21,21,79,75,71,86,38,100,25,52,52,50,93,45,71,71,36,89,45,68,86,18,96,7,7,36,57,32,46,82,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,7n4feroz4fvbr2k1s7eil1zbo,C. Traorè,Chaka Traorè,21.0,Midfielder,Côte d'Ivoire,Midfielder,11.0,42.0,3.0,53.0,0.0,11.0,8.0,17.0,173.0,20.0,0.0,4.0,3.0,4.0,10.0,10.0,0.0,1.0,3.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,82.81,60.0,0.0,50.0,27.27,58.62,0.0,66.67,1.265601971647585,0.4360223130838093,6.0,12.0,0.38820597,3.0,5.0,5.0,0.2146033,20.0,5.722543352601156,21.84971098265896,1.560693641618497,27.57225433526012,0.0,5.722543352601156,4.161849710982659,8.84393063583815,10.404624277456648,0.0,2.0809248554913293,1.560693641618497,2.0809248554913293,5.202312138728324,5.202312138728324,0.0,0.5202312138728323,1.560693641618497,4.682080924855491,2.601156069364162,1.0404624277456649,0.0,0.0,0.0,0.0,82.81,60.0,0.0,50.0,27.27,58.62,0.0,66.67,0.6584056499900731,0.2268324172112302,3.121387283236994,6.242774566473988,0.2019568630057803,1.560693641618497,2.601156069364162,2.601156069364162,0.1116433352601156,10.404624277456648,CM/AM,14,38,30,25,9,82,91,64,93,34,32,54,82,82,82,18,73,71,89,88,46,9,52,20,50,64,45,20,71,36,93,11,59,93,50,86,89,96,57,25,18,14,20,25,75,50,50,9,96,100,96,96,34,57,61,96,96,96,18,89,89,100,96,64,9,52,20,50,64,45,20,71,36,93,11,59,100,71,100,100,100,93,32,29,39,29,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,7rpkv4tfdw0numvekzf18d82c,M. Roganović,Milan Roganovic,20.0,Defender,Montenegro,Defender,87.0,109.0,11.0,188.0,8.0,2.0,0.0,20.0,360.0,3.0,1.0,7.0,2.0,1.0,4.0,4.0,9.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,8.0,0.0,85.45,47.83,40.0,75.0,0.0,76.92,72.73,60.0,0.1145583879695892,0.7326894227989287,2.0,6.0,0.1352126699999999,5.0,23.0,27.0,1.2139542799999996,102.0,21.75,27.25,2.75,47.0,2.0,0.5,0.0,5.0,0.75,0.25,1.75,0.5,0.25,1.0,1.0,2.25,0.0,0.0,1.0,0.75,0.75,1.0,0.0,2.0,0.0,85.45,47.83,40.0,75.0,0.0,76.92,72.73,60.0,0.0286395969923973,0.1831723556997321,0.5,1.5,0.0338031674999999,1.25,5.75,6.75,0.3034885699999999,25.5,RB/RCB,89,100,79,100,89,61,36,79,68,89,96,82,82,71,68,61,54,43,68,82,61,50,54,100,54,93,64,86,93,43,100,93,57,43,93,82,82,79,96,86,86,93,93,86,93,71,93,86,61,36,71,50,93,86,71,86,54,54,43,54,43,64,79,64,36,54,89,54,93,64,86,93,43,100,93,57,43,86,79,71,64,86,86,86,86,93,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,7t2ltk50ams794o3f6doyn6ga,M. Vukotić,Milan Vukotic,23.0,Midfielder,Montenegro,Midfielder,69.0,178.0,25.0,235.0,5.0,13.0,1.0,20.0,342.0,6.0,2.0,18.0,12.0,8.0,5.0,5.0,0.0,1.0,2.0,7.0,3.0,5.0,1.0,0.0,12.0,1.0,89.35,78.12,40.0,60.0,15.38,57.14,71.43,100.0,0.7153143031959502,1.7137429443103798,8.0,16.0,0.33728929,6.0,43.0,52.0,1.71243285,155.0,18.157894736842103,46.8421052631579,6.578947368421053,61.8421052631579,1.3157894736842106,3.421052631578948,0.2631578947368421,5.2631578947368425,1.5789473684210529,0.5263157894736842,4.736842105263158,3.1578947368421053,2.1052631578947367,1.3157894736842106,1.3157894736842106,0.0,0.2631578947368421,0.5263157894736842,1.842105263157895,0.7894736842105263,1.3157894736842106,0.2631578947368421,0.0,3.1578947368421053,0.2631578947368421,89.35,78.12,40.0,60.0,15.38,57.14,71.43,100.0,0.1882406061041974,0.4509849853448368,2.1052631578947367,4.2105263157894735,0.0887603394736842,1.5789473684210529,11.31578947368421,13.68421052631579,0.4506402236842105,40.78947368421053,CM/AM,86,100,100,100,82,93,27,86,38,91,100,100,100,61,54,18,73,46,75,77,88,30,52,100,100,96,86,82,89,21,86,96,91,68,96,98,96,93,93,100,100,100,100,82,96,93,96,82,82,25,71,25,93,93,100,100,54,43,18,68,36,68,64,79,18,52,100,100,96,86,82,89,21,86,96,91,68,96,89,93,75,96,93,96,96,100,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,9tylqkyhp34z6r7py95pp7or8,N. Simić,Nikola Simic,19.0,Defender,Serbia,Defender,81.0,59.0,9.0,140.0,8.0,2.0,2.0,13.0,270.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,86.42,52.94,0.0,100.0,0.0,61.9,57.14,50.0,0.2550419181569645,0.0,0.0,3.0,0.05760273,2.0,12.0,14.0,0.3344415699999999,101.0,27.0,19.666666666666668,3.0,46.66666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,4.333333333333333,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,86.42,52.94,0.0,100.0,0.0,61.9,57.14,50.0,0.0850139727189881,0.0,0.0,1.0,0.0192009099999999,0.6666666666666666,4.0,4.666666666666667,0.1114805233333333,33.666666666666664,CB,47,67,59,58,60,61,76,44,91,48,20,32,34,53,51,29,48,33,49,67,32,40,51,38,51,62,77,38,84,33,70,47,44,73,23,31,57,52,70,65,65,58,65,54,73,70,65,61,72,85,42,93,48,20,32,34,53,50,14,48,33,46,69,29,40,51,38,51,62,77,38,84,33,70,47,44,88,23,31,66,58,80,73,71,77,85,Serbian SuperLeague
Partizan,c0d1qca7kz0fi0ypx7aw4nusc,9x5o4ojsq2bz1xuurka6sj8k4,N. Trifunović,Nemanja Trifunovic,22.0,Midfielder,Serbia,Midfielder,6.0,35.0,1.0,37.0,0.0,5.0,3.0,11.0,207.0,9.0,0.0,5.0,2.0,1.0,7.0,7.0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,4.0,0.0,86.05,50.0,26.67,85.71,40.0,57.89,0.0,100.0,0.4356673718361572,0.3633055041211468,3.0,12.0,0.4031147,3.0,4.0,4.0,0.25672293,15.0,2.608695652173913,15.217391304347828,0.4347826086956522,16.086956521739133,0.0,2.173913043478261,1.3043478260869563,4.782608695652175,3.91304347826087,0.0,2.173913043478261,0.8695652173913044,0.4347826086956522,3.0434782608695654,3.0434782608695654,0.4347826086956522,0.0,0.8695652173913044,1.7391304347826089,2.608695652173913,0.4347826086956522,0.0,0.0,1.7391304347826089,0.0,86.05,50.0,26.67,85.71,40.0,57.89,0.0,100.0,0.1894205964505031,0.1579589148352812,1.3043478260869563,5.217391304347826,0.1752672608695652,1.3043478260869563,1.7391304347826089,1.7391304347826089,0.1116186652173913,6.521739130434783,LW,12,38,12,12,25,38,50,38,50,38,50,31,56,44,44,19,31,50,38,88,19,19,56,81,56,100,62,62,100,62,100,25,88,25,38,44,50,62,56,44,12,25,12,12,62,12,38,25,50,75,38,50,38,75,50,62,88,62,12,31,62,50,100,12,19,56,88,56,100,62,62,100,62,100,25,88,50,50,75,88,88,62,75,25,25,12,Serbian SuperLeague
