Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total effective clearance_Total,total mins played,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total aerial won_Total,total blocked scoring att_Total,total won tackle_Total,total goals_Total,total interception_Total,total assists_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total effective clearance_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total aerial won_p90,total blocked scoring att_p90,total won tackle_p90,total goals_p90,total interception_p90,total assists_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total effective clearance_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total aerial won_TotalPR,total blocked scoring att_TotalPR,total won tackle_TotalPR,total goals_TotalPR,total interception_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total effective clearance_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total aerial won_p90PR,total blocked scoring att_p90PR,total won tackle_p90PR,total goals_p90PR,total interception_p90PR,total assists_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
PAOK,deazflnflqmejndo05gviznzd,dr06uomclpl8onpbkvjj9qktl,G. Michailidis,Giannis Michailidis,26.0,Defender,Greece,Defender,31.0,22.0,9.0,53.0,4.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,89.83,64.29,0.0,0.0,0.0,75.0,0.0,0.0,0.1246916185375218,0.0,0.0,1.0,0.01685596,1.0,3.0,5.0,0.11394024,37.0,31.0,22.0,9.0,53.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,89.83,64.29,0.0,0.0,0.0,75.0,0.0,0.0,0.1246916185375218,0.0,0.0,1.0,0.01685596,1.0,3.0,5.0,0.11394024,37.0,CB,50,100,100,69,31,50,44,75,78,50,44,44,81,50,81,72,50,94,47,34,50,69,53,50,69,69,50,50,50,78,16,34,88,47,53,97,100,100,94,94,94,88,50,100,100,69,31,50,44,75,78,50,44,44,81,50,81,72,50,94,47,34,50,69,53,50,69,69,50,50,50,78,16,34,88,47,53,97,100,100,94,94,94,88,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,drv9wksjusdgp1np315rokzit,J. Kenny,Jonjoe Kenny,29.0,Defender,England,Defender,41.0,15.0,8.0,56.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,91.8,72.73,0.0,0.0,0.0,44.44,50.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,15.0,8.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,91.8,72.73,0.0,0.0,0.0,44.44,50.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,100,56,100,100,22,39,22,22,33,39,33,33,44,50,22,33,44,44,33,94,56,44,56,56,78,89,39,44,50,44,67,78,39,39,44,50,50,44,39,33,33,33,100,56,100,100,22,39,22,22,33,39,33,33,44,50,22,33,44,44,33,94,56,44,56,56,78,89,39,44,50,44,67,78,39,39,44,50,50,44,39,33,33,33,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,e35v2pspdgl7t769d57e67ob9,Aritz Elustondo,Aritz Elustondo,32.0,Defender,Spain,Defender,42.0,20.0,3.0,62.0,7.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,84.93,37.5,0.0,0.0,0.0,66.67,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0,3.0,62.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,84.93,37.5,0.0,0.0,0.0,66.67,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,75,84,50,75,72,50,44,34,34,50,44,44,50,50,31,28,50,56,47,91,50,69,53,50,50,31,50,50,50,69,78,88,41,47,53,47,47,50,38,38,38,38,75,84,50,75,72,50,44,34,34,50,44,44,50,50,31,28,50,56,47,91,50,69,53,50,50,31,50,50,50,69,78,88,41,47,53,47,47,50,38,38,38,38,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,4fj7q1tmk4nswq58ub9wxijv8,D. Diarra,Djibril Diarra,22.0,Midfielder,Senegal,Midfielder,14.0,3.0,0.0,17.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,80.0,71.43,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,80.0,71.43,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,50,10,10,10,60,50,40,30,45,35,25,25,65,35,40,20,40,100,50,90,50,30,55,55,10,10,50,40,35,100,90,70,45,50,50,50,50,50,40,40,40,40,50,10,10,10,60,50,40,30,45,35,25,25,65,35,40,20,40,100,50,90,50,30,55,55,10,10,50,40,35,100,90,70,45,50,50,50,50,50,40,40,40,40,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,542nw80ewe775gx64cfnlrnu2,S. Stroungis,Stefanos Stroungis,28.0,Defender,Greece,Defender,9.0,3.0,2.0,12.0,5.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.59,50.0,0.0,0.0,0.0,25.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.59,50.0,0.0,0.0,0.0,25.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,12,16,31,12,50,50,44,34,34,50,44,44,12,50,31,28,50,25,47,34,50,69,53,100,12,50,50,50,50,6,34,34,41,47,53,47,47,50,38,38,38,38,12,16,31,12,50,50,44,34,34,50,44,44,12,50,31,28,50,25,47,34,50,69,53,100,12,50,50,50,50,6,34,34,41,47,53,47,47,50,38,38,38,38,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,5s0ko2t8f9sv40b2l9i09kpas,E. Hamza,Erik Hamza,19.0,Attacker,Greece,Striker,3.0,6.0,0.0,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,64.29,0.0,0.0,0.0,0.0,63.64,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,64.29,0.0,0.0,0.0,0.0,63.64,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,25,69,38,62,31,38,56,31,38,44,31,31,62,38,25,75,38,25,50,100,50,44,38,56,38,38,38,38,38,100,25,88,38,31,44,38,38,38,44,50,25,31,25,69,38,62,31,38,56,31,38,44,31,31,62,38,25,75,38,25,50,100,50,44,38,56,38,38,38,38,38,100,25,88,38,31,44,38,38,38,44,50,25,31,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,9q6funungk6s8zuryowhww4wl,A. Mendes Moreira,Ahmad Mendes Moreira,31.0,Attacker,Guinea,Striker,4.0,4.0,1.0,7.0,1.0,90.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,50.0,25.0,25.0,0.0,0.0,47.37,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,50.0,25.0,25.0,0.0,0.0,47.37,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,56,31,88,38,81,88,56,62,38,88,62,62,100,38,25,100,38,81,50,88,50,44,81,56,25,75,75,38,38,62,75,88,38,31,44,38,38,38,44,50,25,31,56,31,88,38,81,88,56,62,38,88,62,62,100,38,25,100,38,81,50,88,50,44,81,56,25,75,75,38,38,62,75,88,38,31,44,38,38,38,44,50,25,31,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,2d6xui35cjywba7w61swfhr3e,Christian Manrique,Christian Manrique,27.0,Defender,Spain,Defender,9.0,9.0,1.0,17.0,7.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,68.0,14.29,33.33,0.0,100.0,37.5,50.0,100.0,0.0730140627663812,0.1578325038790851,1.0,2.0,0.04282587,0.0,2.0,2.0,0.03909762,6.0,9.0,9.0,1.0,17.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,68.0,14.29,33.33,0.0,100.0,37.5,50.0,100.0,0.0730140627663812,0.1578325038790851,1.0,2.0,0.04282587,0.0,2.0,2.0,0.03909762,6.0,LB/LCB,25,38,38,31,88,69,81,81,88,50,31,31,31,94,62,62,38,44,56,88,56,25,94,56,12,38,56,38,100,19,50,88,100,100,100,94,100,50,88,88,75,75,25,38,38,31,88,69,81,81,88,50,31,31,31,94,62,62,38,44,56,88,56,25,94,56,12,38,56,38,100,19,50,88,100,100,100,94,100,50,88,88,75,75,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,8v5wcpkj444hx6yuzzvtzlxp1,C. Mavrias,Charalampos Mavrias,32.0,Midfielder,Greece,Midfielder,6.0,15.0,0.0,21.0,3.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,77.78,0.0,0.0,0.0,100.0,25.0,33.33,100.0,0.0649756918756203,0.0,0.0,1.0,0.01935132,0.0,2.0,2.0,0.06271686,8.0,6.0,15.0,0.0,21.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,77.78,0.0,0.0,0.0,100.0,25.0,33.33,100.0,0.0649756918756203,0.0,0.0,1.0,0.01935132,0.0,2.0,2.0,0.06271686,8.0,RM/RCM,67,67,50,67,67,50,33,67,83,50,33,33,33,100,83,33,33,100,50,67,100,67,50,67,100,50,50,33,100,33,100,83,100,50,67,67,67,67,100,100,100,67,67,67,50,67,67,50,33,67,83,50,33,33,33,100,83,33,33,100,50,67,100,67,50,67,100,50,50,33,100,33,100,83,100,50,67,67,67,67,100,100,100,67,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,b3iwwwu4oj2xucoeah128utt6,N. Stajić,Nikola Stajic,24.0,Defender,Serbia,Defender,13.0,4.0,2.0,17.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,80.95,100.0,0.0,0.0,0.0,66.67,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,2.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,80.95,100.0,0.0,0.0,0.0,66.67,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,44,12,56,31,100,25,31,38,38,50,31,31,81,44,25,25,38,94,56,88,56,81,44,56,62,100,25,38,44,100,94,88,44,38,50,38,38,50,38,38,38,38,44,12,56,31,100,25,31,38,38,50,31,31,81,44,25,25,38,94,56,88,56,81,44,56,62,100,25,38,44,100,94,88,44,38,50,38,38,50,38,38,38,38,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,e382powtgetwn8npxf9nqeaga,M. Djenepo,Moussa Djenepo,28.0,Attacker,Mali,Striker,1.0,5.0,0.0,6.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.67,0.0,0.0,50.0,0.0,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.67,0.0,0.0,50.0,0.0,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,12,50,38,25,31,38,19,31,38,44,100,100,81,38,50,75,100,25,50,38,50,94,38,56,69,38,38,88,38,75,25,38,38,31,44,38,38,38,44,50,25,31,12,50,38,25,31,38,19,31,38,44,100,100,81,38,50,75,100,25,50,38,50,94,38,56,69,38,38,88,38,75,25,38,38,31,44,38,38,38,44,50,25,31,Greek Super League
Panaitolikos,dozhxtpww3paixmvttljtduge,lpnzmq08vt2qscunm9xagyui,L. Kojić,Lazar Kojic,26.0,Midfielder,Serbia,Midfielder,17.0,12.0,2.0,29.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,90.62,66.67,0.0,100.0,0.0,60.0,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,2.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,90.62,66.67,0.0,100.0,0.0,60.0,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,70,35,40,45,35,50,40,30,45,35,100,100,90,35,40,60,100,60,50,60,50,80,55,55,65,35,50,95,35,55,75,95,45,50,50,50,50,50,40,40,40,40,70,35,40,45,35,50,40,30,45,35,100,100,90,35,40,60,100,60,50,60,50,80,55,55,65,35,50,95,35,55,75,95,45,50,50,50,50,50,40,40,40,40,Greek Super League
Volos NFC,937i26v5naqzhwxcelwtgou3u,1u12u8adgqxh2aaobf9xdo91x,Joca,Jorge Samuel Figueiredo Fernandes,30.0,Midfielder,Portugal,Midfielder,6.0,14.0,1.0,18.0,0.0,90.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.0,100.0,33.33,50.0,0.0,80.0,0.0,0.0,0.2499111608503664,0.1535621069109687,1.0,1.0,0.04066992,0.0,4.0,3.0,0.0499596099999999,9.0,6.0,14.0,1.0,18.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.0,100.0,33.33,50.0,0.0,80.0,0.0,0.0,0.2499111608503664,0.1535621069109687,1.0,1.0,0.04066992,0.0,4.0,3.0,0.0499596099999999,9.0,CM/AM,50,20,50,20,50,90,80,80,90,80,70,70,50,40,70,80,60,30,90,20,60,90,60,60,20,100,100,60,40,100,30,20,100,80,80,40,40,40,60,60,40,40,50,20,50,20,50,90,80,80,90,80,70,70,50,40,70,80,60,30,90,20,60,90,60,60,20,100,100,60,40,100,30,20,100,80,80,40,40,40,60,60,40,40,Greek Super League
Volos NFC,937i26v5naqzhwxcelwtgou3u,3eajdfbk4swfr5885rb38znkk,H. Essaoubi,Hatim Essaoubi,25.0,Defender,Morocco,Defender,26.0,5.0,1.0,31.0,6.0,90.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,96.88,100.0,0.0,100.0,0.0,84.62,0.0,0.0,0.1475578242715216,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0310574599999999,22.0,26.0,5.0,1.0,31.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,96.88,100.0,0.0,100.0,0.0,84.62,0.0,0.0,0.1475578242715216,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0310574599999999,22.0,RB/RCB,89,22,50,56,100,39,22,61,83,39,72,72,100,50,56,83,89,89,33,28,56,44,56,56,100,100,39,100,50,100,28,28,89,39,44,50,50,44,78,72,67,100,89,22,50,56,100,39,22,61,83,39,72,72,100,50,56,83,89,89,33,28,56,44,56,56,100,100,39,100,50,100,28,28,89,39,44,50,50,44,78,72,67,100,Greek Super League
Volos NFC,937i26v5naqzhwxcelwtgou3u,5y4g1h72rvmr8989q0mggbiz9,G. Kargas,Giannis Kargas,31.0,Defender,Greece,Defender,30.0,13.0,3.0,43.0,9.0,90.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,7.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,82.69,37.5,0.0,100.0,0.0,77.78,50.0,100.0,0.2143817001630802,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04241485,30.0,30.0,13.0,3.0,43.0,9.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,7.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,82.69,37.5,0.0,100.0,0.0,77.78,50.0,100.0,0.2143817001630802,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04241485,30.0,CB,44,38,50,44,94,50,44,91,78,100,100,97,97,50,62,72,100,56,97,91,50,28,53,50,31,31,50,100,50,88,50,88,94,47,53,47,47,50,78,78,75,81,44,38,50,44,94,50,44,91,78,100,100,97,97,50,62,72,100,56,97,91,50,28,53,50,31,31,50,100,50,88,50,88,94,47,53,47,47,50,78,78,75,81,Greek Super League
Volos NFC,937i26v5naqzhwxcelwtgou3u,62f469c410cywwzpcou2myoyx,J. Hurtado,Jan Hurtado,26.0,Attacker,Venezuela,Striker,4.0,4.0,0.0,8.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,88.89,0.0,0.0,0.0,0.0,41.67,28.57,0.0,0.0,0.0819171283161794,0.0,0.0,0.0,0.0,0.0,0.0,0.00354791,1.0,4.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,88.89,0.0,0.0,0.0,0.0,41.67,28.57,0.0,0.0,0.0819171283161794,0.0,0.0,0.0,0.0,0.0,0.0,0.00354791,1.0,ST,56,31,38,50,81,38,56,31,38,44,31,31,50,38,62,50,38,81,50,38,50,94,38,56,100,38,38,38,38,50,88,38,38,62,44,38,38,38,44,50,50,62,56,31,38,50,81,38,56,31,38,44,31,31,50,38,62,50,38,81,50,38,50,94,38,56,100,38,38,38,38,50,88,38,38,62,44,38,38,38,44,50,50,62,Greek Super League
Volos NFC,937i26v5naqzhwxcelwtgou3u,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,Hamza Mendyl,28.0,Defender,Morocco,Defender,20.0,31.0,2.0,50.0,2.0,90.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90.91,50.0,50.0,0.0,0.0,37.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,2.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90.91,50.0,50.0,0.0,0.0,37.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,88,100,56,88,50,69,31,38,38,50,88,88,31,44,62,62,38,44,56,38,56,56,44,56,88,62,81,38,44,19,50,38,44,38,50,38,38,50,38,38,38,38,88,100,56,88,50,69,31,38,38,50,88,88,31,44,62,62,38,44,56,38,56,56,44,56,88,62,81,38,44,19,50,38,44,38,50,38,38,50,38,38,38,38,Greek Super League
